Longitude;Latitude;Visitor;Plant;Date;Day;Month;Year;Site;Data;MinEle;MaxEle;EleZone;clim
-0.017056;42.797;Bombus lapidarius;Mentha longifolia;24/8/2005;24;8;2005;P204;Biesmeijer;1406;1406;1400-1600;14.9
-0.017056;42.797;Bombus quadricolor;Mentha longifolia;24/8/2005;24;8;2005;P204;Biesmeijer;1406;1406;1400-1600;14.9
-0.011417;42.77278;Bombus sichelii;Hypericum perforatum;25/8/2005;25;8;2005;P208;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus sichelii;Hypericum perforatum;25/8/2005;25;8;2005;P208;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus terrestris complex;Hypericum perforatum;25/8/2005;25;8;2005;P208;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus sichelii;Hypericum perforatum;25/8/2005;25;8;2005;P208;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus sichelii;Hypericum perforatum;25/8/2005;25;8;2005;P208;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus terrestris complex;Cirsium vulgare;25/8/2005;25;8;2005;P209;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus mesomelas;Cirsium vulgare;25/8/2005;25;8;2005;P209;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus mesomelas;Cirsium vulgare;25/8/2005;25;8;2005;P209;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus mesomelas;Cirsium vulgare;25/8/2005;25;8;2005;P209;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus mesomelas;Cirsium vulgare;25/8/2005;25;8;2005;P209;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77278;Bombus mesomelas;Cirsium vulgare;25/8/2005;25;8;2005;P209;Biesmeijer;1568;1568;1400-1600;14.4
-0.011417;42.77292;Bombus lapidarius;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011417;42.77292;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P037;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus humilis;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus mesomelas;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus lapidarius;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.011361;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P038;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus mesomelas;Mentha longifolia;10/8/2005;10;8;2005;P033;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus lapidarius;Mentha longifolia;10/8/2005;10;8;2005;P034;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus sichelii;Mentha longifolia;10/8/2005;10;8;2005;P034;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus mesomelas;Mentha longifolia;10/8/2005;10;8;2005;P034;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus sichelii;Mentha longifolia;10/8/2005;10;8;2005;P034;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus sichelii;Mentha longifolia;10/8/2005;10;8;2005;P034;Biesmeijer;1560;1560;1400-1600;14.4
-0.010972;42.77311;Bombus soroeensis;Mentha longifolia;10/8/2005;10;8;2005;P034;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus mesomelas;Hypericum perforatum;10/8/2005;10;8;2005;P031;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P031;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P031;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus lapidarius;Hypericum perforatum;10/8/2005;10;8;2005;P032;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus humilis;Hypericum perforatum;10/8/2005;10;8;2005;P032;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus sichelii;Hypericum perforatum;10/8/2005;10;8;2005;P032;Biesmeijer;1560;1560;1400-1600;14.4
-0.010722;42.77281;Bombus pascuorum;Hypericum perforatum;10/8/2005;10;8;2005;P032;Biesmeijer;1560;1560;1400-1600;14.4
-0.010667;42.77306;Bombus sichelii;Mentha longifolia;9/8/2005;9;8;2005;P020;Biesmeijer;1560;1560;1400-1600;14.4
-0.010556;42.77303;Bombus sichelii;Angelica sylvestris;10/8/2005;10;8;2005;P030;Biesmeijer;1560;1560;1400-1600;14.4
-0.010528;42.77278;Bombus terrestris complex;Parnassia palustris;9/8/2005;9;8;2005;P024;Biesmeijer;1550;1550;1400-1600;14.5
-0.010528;42.77278;Bombus hortorum;Cirsium arvense;9/8/2005;9;8;2005;P026;Biesmeijer;1550;1550;1400-1600;14.5
-0.010306;42.77267;Bombus pascuorum;Crepis sp.;10/8/2005;10;8;2005;P028;Biesmeijer;1558;1558;1400-1600;14.5
-0.010306;42.77267;Bombus mesomelas;Angelica sylvestris;10/8/2005;10;8;2005;P029;Biesmeijer;1560;1560;1400-1600;14.5
-0.010306;42.77267;Bombus soroeensis;Angelica sylvestris;10/8/2005;10;8;2005;P029;Biesmeijer;1560;1560;1400-1600;14.5
-0.010111;42.77261;Bombus wurflenii;Hypericum perforatum;25/8/2005;25;8;2005;P206;Biesmeijer;1570;1570;1400-1600;14.4
-0.010111;42.77306;Bombus sichelii;Mentha longifolia;9/8/2005;9;8;2005;P021;Biesmeijer;1560;1560;1400-1600;14.5
-0.009972;42.77283;Bombus lapidarius;Origanum vulgare;10/8/2005;10;8;2005;P044;Biesmeijer;1557;1557;1400-1600;14.5
-0.009972;42.77283;Bombus mesomelas;Origanum vulgare;10/8/2005;10;8;2005;P044;Biesmeijer;1557;1557;1400-1600;14.5
-0.009972;42.77283;Bombus lapidarius;Origanum vulgare;10/8/2005;10;8;2005;P044;Biesmeijer;1557;1557;1400-1600;14.5
-0.009553;42.77259;Bombus lapidarius;Hypericum perforatum;31/8/2006;31;8;2006;P450;Biesmeijer;1566;1566;1400-1600;14.4
-0.006689;42.77154;Bombus sichelii;Origanum vulgare;31/8/2006;31;8;2006;P434;Biesmeijer;1576;1576;1400-1600;14.5
-0.006689;42.77154;Bombus lapidarius;Centaurea nigra;31/8/2006;31;8;2006;P435;Biesmeijer;1576;1576;1400-1600;14.5
-0.006689;42.77154;Bombus wurflenii;Centaurea nigra;31/8/2006;31;8;2006;P435;Biesmeijer;1576;1576;1400-1600;14.5
-0.006689;42.77154;Bombus mesomelas;Centaurea nigra;31/8/2006;31;8;2006;P435;Biesmeijer;1576;1576;1400-1600;14.5
-0.006689;42.77154;Bombus pascuorum;Centaurea nigra;31/8/2006;31;8;2006;P435;Biesmeijer;1576;1576;1400-1600;14.5
-0.005856;42.76866;Bombus hortorum;Aconitum sp.;31/8/2006;31;8;2006;P414;Biesmeijer;1611;1611;1600-1800;14.4
-0.005856;42.76866;Bombus lapidarius;Succisa pratensis;31/8/2006;31;8;2006;P416;Biesmeijer;1611;1611;1600-1800;14.4
-0.005856;42.76866;Bombus mesomelas;Euphrasia ;31/8/2006;31;8;2006;P417;Biesmeijer;1611;1611;1600-1800;14.4
-0.005856;42.76866;Bombus soroeensis;Succisa pratensis;31/8/2006;31;8;2006;P419;Biesmeijer;1611;1611;1600-1800;14.4
-0.005856;42.76866;Bombus ruderarius;Succisa pratensis;31/8/2006;31;8;2006;P419;Biesmeijer;1611;1611;1600-1800;14.4
-0.005856;42.76866;Bombus lapidarius;Succisa pratensis;31/8/2006;31;8;2006;P420;Biesmeijer;1600;1600;1600-1800;14.4
-0.005856;42.76866;Bombus soroeensis;Succisa pratensis;31/8/2006;31;8;2006;P420;Biesmeijer;1600;1600;1600-1800;14.4
-0.005856;42.76866;Bombus mesomelas;Centaurea nigra;31/8/2006;31;8;2006;P428;Biesmeijer;1600;1600;1600-1800;14.4
-0.005856;42.76866;Bombus lapidarius;Centaurea nigra;31/8/2006;31;8;2006;P428;Biesmeijer;1600;1600;1600-1800;14.4
-0.005278;42.76556;Bombus lapidarius;Centaurea nigra;8/8/2005;8;8;2005;P001;Biesmeijer;1623;1623;1600-1800;14.4
-0.005278;42.76556;Bombus humilis;Centaurea nigra;8/8/2005;8;8;2005;P001;Biesmeijer;1623;1623;1600-1800;14.4
-0.005278;42.76556;Bombus lapidarius;Centaurea nigra;8/8/2005;8;8;2005;P001;Biesmeijer;1623;1623;1600-1800;14.4
-0.005278;42.76556;Bombus hortorum;Centaurea nigra;8/8/2005;8;8;2005;P001;Biesmeijer;1623;1623;1600-1800;14.4
-0.005278;42.76556;Bombus lapidarius;Centaurea nigra;8/8/2005;8;8;2005;P002;Biesmeijer;1623;1623;1600-1800;14.4
-0.005278;42.76881;Bombus soroeensis;Eryngium bourgati;9/8/2005;9;8;2005;P016;Biesmeijer;1610;1610;1600-1800;14.4
-0.005278;42.76881;Bombus lapidarius;Eryngium bourgati;9/8/2005;9;8;2005;P016;Biesmeijer;1610;1610;1600-1800;14.4
-0.005278;42.76881;Bombus soroeensis;Eryngium bourgati;9/8/2005;9;8;2005;P016;Biesmeijer;1610;1610;1600-1800;14.4
-0.005278;42.76881;Bombus soroeensis;Eryngium bourgati;9/8/2005;9;8;2005;P016;Biesmeijer;1610;1610;1600-1800;14.4
-0.005278;42.76881;Bombus soroeensis;Eryngium bourgati;9/8/2005;9;8;2005;P017;Biesmeijer;1610;1610;1600-1800;14.4
-0.005278;42.76881;Bombus pascuorum;Eryngium bourgati;9/8/2005;9;8;2005;P017;Biesmeijer;1610;1610;1600-1800;14.4
-0.005056;42.76839;Bombus soroeensis;Succisa pratensis;9/8/2005;9;8;2005;P015;Biesmeijer;1613;1613;1600-1800;14.4
-0.005056;42.76839;Bombus ruderarius;Succisa pratensis;9/8/2005;9;8;2005;P015;Biesmeijer;1613;1613;1600-1800;14.4
-0.005028;42.76133;Bombus mesomelas;Hypericum pulchrum;22/8/2006;22;8;2006;P318;Biesmeijer;1630;1630;1600-1800;14.4
-0.005028;42.76731;Bombus lapidarius;Centaurea nigra;9/8/2005;9;8;2005;P010;Biesmeijer;1629;1629;1600-1800;14.3
-0.005028;42.76731;Bombus mesomelas;Calluna vulgaris;9/8/2005;9;8;2005;P012;Biesmeijer;1617;1617;1600-1800;14.4
-0.005028;42.76731;Bombus pascuorum;Calluna vulgaris;9/8/2005;9;8;2005;P012;Biesmeijer;1617;1617;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P003;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P004;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P004;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P004;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76556;Bombus sichelii;Allium lusitanicum;8/8/2005;8;8;2005;P004;Biesmeijer;1623;1623;1600-1800;14.4
-0.005;42.76775;Bombus lapidarius;Calluna vulgaris;9/8/2005;9;8;2005;P013;Biesmeijer;1617;1617;1600-1800;14.4
-0.005;42.76775;Bombus mesomelas;Calluna vulgaris;9/8/2005;9;8;2005;P013;Biesmeijer;1617;1617;1600-1800;14.4
-0.004778;42.76472;Bombus soroeensis;Centaurea nigra;8/8/2005;8;8;2005;P009;Biesmeijer;1623;1623;1600-1800;14.4
-0.004722;42.76444;Bombus hortorum;Cirsium arvense;8/8/2005;8;8;2005;P008;Biesmeijer;1623;1623;1600-1800;14.4
-0.004722;42.76444;Bombus hortorum;Cirsium arvense;8/8/2005;8;8;2005;P008;Biesmeijer;1623;1623;1600-1800;14.4
-0.004722;42.76444;Bombus lapidarius;Cirsium arvense;8/8/2005;8;8;2005;P008;Biesmeijer;1623;1623;1600-1800;14.4
-0.004722;42.76444;Bombus lapidarius;Cirsium arvense;8/8/2005;8;8;2005;P008;Biesmeijer;1623;1623;1600-1800;14.4
-0.004444;42.765;Bombus quadricolor;Calluna vulgaris;8/8/2005;8;8;2005;P005;Biesmeijer;1623;1623;1600-1800;14.4
-0.004444;42.765;Bombus soroeensis;Calluna vulgaris;8/8/2005;8;8;2005;P006;Biesmeijer;1623;1623;1600-1800;14.4
-0.004167;42.76228;Bombus soroeensis;Succisa pratensis;22/8/2006;22;8;2006;P322;Biesmeijer;1622;1622;1600-1800;14.4
-0.004167;42.76228;Bombus sichelii;Succisa pratensis;22/8/2006;22;8;2006;P322;Biesmeijer;1622;1622;1600-1800;14.4
-0.004167;42.76228;Bombus soroeensis;Succisa pratensis;22/8/2006;22;8;2006;P323;Biesmeijer;1622;1622;1600-1800;14.4
-0.004167;42.76228;Bombus quadricolor;Succisa pratensis;22/8/2006;22;8;2006;P323;Biesmeijer;1622;1622;1600-1800;14.4
-0.004167;42.76228;Bombus soroeensis;Succisa pratensis;22/8/2006;22;8;2006;P323;Biesmeijer;1622;1622;1600-1800;14.4
-0.004167;42.76228;Bombus lapidarius;Succisa pratensis;22/8/2006;22;8;2006;P323;Biesmeijer;1622;1622;1600-1800;14.4
-0.003917;42.77947;Bombus humilis;Centaurea scabiosa;12/8/2005;12;8;2005;P045;Biesmeijer;1485;1485;1400-1600;14.9
-0.003917;42.77947;Bombus humilis;Centaurea scabiosa;12/8/2005;12;8;2005;P054;Biesmeijer;1485;1485;1400-1600;14.9
-0.003917;42.77947;Bombus soroeensis;Centaurea scabiosa;12/8/2005;12;8;2005;P054;Biesmeijer;1485;1485;1400-1600;14.9
-0.003917;42.77947;Bombus pascuorum;Centaurea scabiosa;12/8/2005;12;8;2005;P054;Biesmeijer;1485;1485;1400-1600;14.9
-0.003917;42.77947;Bombus humilis;Centaurea scabiosa;12/8/2005;12;8;2005;P054;Biesmeijer;1485;1485;1400-1600;14.9
-0.003917;42.77947;Bombus soroeensis;Centaurea scabiosa;12/8/2005;12;8;2005;P054;Biesmeijer;1485;1485;1400-1600;14.9
-0.003806;42.77939;Bombus sichelii;Allium lusitanicum;12/8/2005;12;8;2005;P053;Biesmeijer;1497;1497;1400-1600;14.8
-0.003611;42.76103;Bombus soroeensis;Scabiosa columbaria;22/8/2006;22;8;2006;P321;Biesmeijer;1618;1618;1600-1800;14.4
-0.003583;42.76325;Bombus soroeensis;Centaurea nigra;22/8/2006;22;8;2006;P324;Biesmeijer;1628;1628;1600-1800;14.4
-0.003583;42.76325;Bombus soroeensis;Centaurea nigra;22/8/2006;22;8;2006;P324;Biesmeijer;1628;1628;1600-1800;14.4
-0.003583;42.76325;Bombus soroeensis;Cirsium arvense;22/8/2006;22;8;2006;P325;Biesmeijer;1628;1628;1600-1800;14.4
-0.003583;42.76325;Bombus mesomelas;Cirsium arvense;22/8/2006;22;8;2006;P326;Biesmeijer;1628;1628;1600-1800;14.4
-0.003583;42.76325;Bombus soroeensis;Cirsium arvense;22/8/2006;22;8;2006;P326;Biesmeijer;1628;1628;1600-1800;14.4
-0.003583;42.76325;Bombus lapidarius;Centaurea nigra;22/8/2006;22;8;2006;P327;Biesmeijer;1628;1628;1600-1800;14.4
-0.003583;42.76325;Bombus soroeensis;Centaurea nigra;22/8/2006;22;8;2006;P327;Biesmeijer;1628;1628;1600-1800;14.4
-0.003028;42.77886;Bombus lapidarius;Centaurea scabiosa;12/8/2005;12;8;2005;P046;Biesmeijer;1515;1515;1400-1600;14.8
-0.003028;42.77886;Bombus pascuorum;Centaurea scabiosa;12/8/2005;12;8;2005;P046;Biesmeijer;1515;1515;1400-1600;14.8
-0.003028;42.77886;Bombus mesomelas;Centaurea scabiosa;12/8/2005;12;8;2005;P046;Biesmeijer;1515;1515;1400-1600;14.8
-0.003028;42.77886;Bombus mesomelas;Centaurea scabiosa;12/8/2005;12;8;2005;P046;Biesmeijer;1515;1515;1400-1600;14.8
-0.003028;42.77886;Bombus mesomelas;Centaurea scabiosa;12/8/2005;12;8;2005;P046;Biesmeijer;1515;1515;1400-1600;14.8
-0.003028;42.77886;Bombus mesomelas;Centaurea scabiosa;12/8/2005;12;8;2005;P047;Biesmeijer;1515;1515;1400-1600;14.8
-0.003028;42.77886;Bombus soroeensis;Centaurea scabiosa;12/8/2005;12;8;2005;P047;Biesmeijer;1515;1515;1400-1600;14.8
-0.002917;42.77903;Bombus lapidarius;Centaurea scabiosa;12/8/2005;12;8;2005;P048;Biesmeijer;1515;1515;1400-1600;14.8
-0.002917;42.77903;Bombus sichelii;Centaurea scabiosa;12/8/2005;12;8;2005;P048;Biesmeijer;1515;1515;1400-1600;14.8
-0.002917;42.77903;Bombus lapidarius;Centaurea scabiosa;12/8/2005;12;8;2005;P048;Biesmeijer;1515;1515;1400-1600;14.8
-0.001667;42.77569;Bombus humilis;Origanum vulgare;10/8/2005;10;8;2005;P041;Biesmeijer;1535;1535;1400-1600;14.7
-0.001222;42.77628;Bombus humilis;Origanum vulgare;10/8/2005;10;8;2005;P039;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus ruderarius;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus humilis;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus ruderarius;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus mesomelas;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus sichelii;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus soroeensis;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus pascuorum;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus soroeensis;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
-0.001222;42.77628;Bombus mesomelas;Origanum vulgare;10/8/2005;10;8;2005;P040;Biesmeijer;1536;1536;1400-1600;14.7
0.001444;42.77242;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus pascuorum;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus soroeensis;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus soroeensis;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus mesomelas;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus hortorum;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus hortorum;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus pascuorum;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus soroeensis;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.001444;42.77242;Bombus soroeensis;Cirsium vulgare;22/8/2005;22;8;2005;P166;Biesmeijer;1176;1176;1000-1200;16.2
0.002917;42.76103;Bombus soroeensis;Origanum vulgare;19/8/2005;19;8;2005;P145;Biesmeijer;1226;1226;1200-1400;16.1
0.003389;42.76978;Bombus pascuorum;Cirsium vulgare;22/8/2005;22;8;2005;P164;Biesmeijer;1176;1176;1000-1200;16.2
0.003389;42.76978;Bombus pascuorum;Cirsium vulgare;22/8/2005;22;8;2005;P164;Biesmeijer;1176;1176;1000-1200;16.2
0.003389;42.76978;Bombus pascuorum;Cirsium vulgare;22/8/2005;22;8;2005;P164;Biesmeijer;1176;1176;1000-1200;16.2
0.003583;42.77731;Bombus lapidarius;Cirsium eriophorum;20/8/2006;20;8;2006;P276;Biesmeijer;1520;1520;1400-1600;14.8
0.003583;42.77731;Bombus pascuorum;Cirsium eriophorum;20/8/2006;20;8;2006;P276;Biesmeijer;1520;1520;1400-1600;14.8
0.003583;42.77731;Bombus humilis;Cirsium eriophorum;20/8/2006;20;8;2006;P276;Biesmeijer;1520;1520;1400-1600;14.8
0.003583;42.77731;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P277;Biesmeijer;1520;1520;1400-1600;14.8
0.003583;42.77731;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P277;Biesmeijer;1520;1520;1400-1600;14.8
0.00375;42.77714;Bombus soroeensis;Cirsium eriophorum;20/8/2006;20;8;2006;P273;Biesmeijer;1519;1519;1400-1600;14.8
0.00375;42.77714;Bombus sichelii;Cirsium eriophorum;20/8/2006;20;8;2006;P273;Biesmeijer;1519;1519;1400-1600;14.8
0.0045;42.77764;Bombus humilis;Centaurea scabiosa;20/8/2006;20;8;2006;P281;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus quadricolor;Centaurea scabiosa;20/8/2006;20;8;2006;P281;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P282;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P282;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P283;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P283;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus pascuorum;Centaurea nigra;20/8/2006;20;8;2006;P284;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus soroeensis;Centaurea nigra;20/8/2006;20;8;2006;P284;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus humilis;Centaurea nigra;20/8/2006;20;8;2006;P284;Biesmeijer;1510;1510;1400-1600;14.9
0.0045;42.77764;Bombus quadricolor;Centaurea nigra;20/8/2006;20;8;2006;P284;Biesmeijer;1510;1510;1400-1600;14.9
0.004972;42.76519;Bombus pascuorum;Verbena officinalis;19/8/2005;19;8;2005;P143;Biesmeijer;1198;1198;1000-1200;16.1
0.004972;42.76519;Bombus quadricolor;Crepis sp.;19/8/2005;19;8;2005;P144x;Biesmeijer;1198;1198;1000-1200;16.1
0.004972;42.76519;Bombus soroeensis;Crepis sp.;19/8/2005;19;8;2005;P144x;Biesmeijer;1198;1198;1000-1200;16.1
0.00525;42.76331;Bombus soroeensis;Achillea millefolium;22/8/2006;22;8;2006;P310;Biesmeijer;1642;1642;1600-1800;14.3
0.00525;42.76331;Bombus lapidarius;Succisa pratensis;22/8/2006;22;8;2006;P313;Biesmeijer;1642;1642;1600-1800;14.3
0.005278;42.76528;Bombus soroeensis;Crepis sp.;19/8/2005;19;8;2005;P142;Biesmeijer;1194;1194;1000-1200;16.1
0.005278;42.76528;Bombus soroeensis;Crepis sp.;19/8/2005;19;8;2005;P142;Biesmeijer;1194;1194;1000-1200;16.1
0.005278;42.77817;Bombus soroeensis;Centaurea scabiosa;20/8/2006;20;8;2006;P280;Biesmeijer;1498;1498;1400-1600;14.9
0.005306;42.76539;Bombus lapidarius;Crepis sp.;19/8/2005;19;8;2005;P141;Biesmeijer;1194;1194;1000-1200;16.1
0.005611;42.76731;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P165;Biesmeijer;1179;1179;1000-1200;16.2
0.005611;42.76731;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P165;Biesmeijer;1179;1179;1000-1200;16.2
0.005611;42.76731;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P165;Biesmeijer;1179;1179;1000-1200;16.2
0.005611;42.76731;Bombus quadricolor;Cirsium vulgare;22/8/2005;22;8;2005;P165;Biesmeijer;1179;1179;1000-1200;16.2
