Family;Subfamily;Genus;Species;Subspecies;Locality;altitud;UTM;Day;Month;Year;Individuals;Sex;dataFrom;comments;region
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus sexcinctus;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Cuevas del Valle;900;30TUK2962;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;La Aldehuela;110;30TTK9576;19;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Navalsauz;1370;30TUK2676;20;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Navamediana;1190;30TTK9565;4;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Pto. De Pedro Bernardo;1250;30TUK3756;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;El Hornillo;800;30TUK2157;24;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;La Aldehuela;110;30TTK9576;19;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Narros del Puerto;1200;30TUK3190;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Navalosa;1300;30TUK3674;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Villatoro;1400;30TUK2192;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus tridivisus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus tridivisus;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus tridivisus;NA;Piedrahita;1350;30TUK0382;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Bohoyo;1200;30TTK9265;10;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Piedrahita;1350;30TUK0382;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Piedrahita;1350;30TUK0382;13;8;1987;1;NA;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Sierra (Hoyos del Espino);1900;30TUK1060;18;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum interruptum;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum interruptum;NA;Nava del Barco;1220;30TTK8463;10;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum leucozonium;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum leucozonium;NA;Pradosegar;1200;30TUK2694;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum malachurum;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum malachurum;NA;Villafranca de la Sierra;1300;30TUK1185;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum malachurum;NA;Villatoro;1400;30TUK2192;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum morio;NA;Pto. De la Peña Negra;1909;30TUK0577;4;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum nitidiusculum;NA;Burgohondo;840;30TUK4875;23;7;1987;4;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum nitidiusculum;NA;Piedrahita;1350;30TUK0382;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum pauperatum;NA;Narros del Puerto;1200;30TUK3190;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum pauperatum;NA;Piedrahita;1350;30TUK0382;25;6;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum pauperatum;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum smeathmanellum;NA;Sierra (Hoyos del Espino);1900;30TUK1060;18;8;1987;1; m;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Burgohondo;840;30TUK4875;23;7;1987;8;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Burgohondo;840;30TUK4875;23;7;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Gavilanes;680;30TUK4362;22;7;1987;6;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Gavilanes;680;30TUK4362;22;7;1987;7;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Pto. De Serranillos;1575;30TUK3463;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;Gavilanes;680;30TUK4362;22;6;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;Gavilanes;680;30TUK4362;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;Gavilanes;680;30TUK4362;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecodes divisus;NA;Hoyocasero;1280;30TUK3274;20;8;1987;7;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecopes albilabris;NA;Gavilanes;680;30TUK4362;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecodes alternatus;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecodes alternatus;NA;Sierra (Hoyos del Espino);1900;30TUK1060;18;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;El Hornillo;800;30TUK2157;24;7;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;Villatoro;1400;30TUK2192;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium manicatum;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Mombeltrán;630;30TUK2858;24;7;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Pto. Del Pico;1352;30TUK2966;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium punctatum;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium taeniatum;NA;La Aldehuela;110;30TTK9576;19;8;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium taeniatum;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium taeniatum;NA;Navalsauz;1370;30TUK2676;20;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium variegatum;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Osmiinae;Anthocopa;Anthocopa anceyi;NA;Hoyos del Espino;1300;30TUK1569;18;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Osmiinae;Anthocopa;Anthocopa bisulca;NA;Hoyocasero;1280;30TUK3274;20;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Osmiinae;Anthocopa;Anthocopa cristata;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Osmiinae;Anthocopa;Anthocopa ligurica;NA;La Herguijuela;1580;30TUK0874;18;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Chalidocoma;Chalidocoma ericetorum;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Chalidocoma;Chalidocoma ericetorum;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Chalidocoma;Chalidocoma ericetorum;NA;Navarrevisca;1380;30TUK3970;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Chalidocoma;Chalidocoma pyrenaica;NA;Hoyocasero;1280;30TUK3274;29;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys afra;NA;El Hornillo;800;30TUK2157;24;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys afra;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys afra;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys afra;NA;Navalsauz;1370;30TUK2676;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys rufocaudata;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys rufocaudata;NA;Narros del Puerto;1200;30TUK3190;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys rufocaudata;NA;Piedrahita;1350;30TUK0382;4;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Coelioxys;Coelioxys rufocaudata;NA;Villatoro;1400;30TUK2192;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
