"Bombus",NA,"terrestris",NA,"Spain","La Coruña","Corrubedo",42.5766666666666,-9.08916666666666,"<5km",2008,NA,NA,"01-05-2008","30-05-2008","V. Ferrero","V. Ferrero",0,0,0,1,NA,"Glandora prostrata",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_41"
"Bombus ",NA,"terrestris",NA,"Spain","Palencia","Sierra del Brezo",42.8440277777778,-4.71136111111111,"<2Km",2008,"06",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Glandora diffusa",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_45"
"Bombus ",NA,"pascuorum",NA,"Spain","Palencia","Sierra del Brezo",42.8440277777778,-4.71136111111111,"<2Km",2008,"06",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Glandora diffusa",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_49"
"Apis",NA,"mellifera",NA,"Spain","Palencia","Sierra del Brezo",42.8440277777778,-4.71136111111111,"<2Km",2008,"06",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Glandora diffusa",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_53"
"Bombus",NA,"pascuorum",NA,"Spain","Pontevedra","Gondomar",42.1190638888888,-8.75459444444444,"<5Km",2007,"05",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Glandora prostrata",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_57"
"Eucera",NA,"longicornis",NA,"Spain","Granada","Sierra de Baza",37.3983611111111,-2.8415,"<4Km",2006,"05",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Lithodora fruticosa",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_61"
"Anthophora ",NA,"plumipes",NA,"Spain","Girona","St. Aniol",42.2905833333333,2.4545,"<4Km",2006,"05",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Glandora oleifolia",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_65"
"Bombus",NA,"terrestris",NA,"Spain","Pontevedra","Zamáns",42.1577777777777,-8.69166666666666,"<5km",2006,NA,NA,"01-02-2006","31-03-2006","L. Navarro","L. Navarro",0,0,0,1,NA,"Narcissus cyclamineus",NA,"Luis Navarro",NA,NA,"53_Ferrero_69"
"Bombus ",NA,"terrestris",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Fumaria",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_73"
"Apis",NA,"mellifera",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Fumaria",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_78"
"Eucera",NA,"longicornis",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Fumaria",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_83"
"Apis",NA,"mellifera",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Raphanus",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_88"
"Bombus",NA,"terrestris",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Vicia faba",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_93"
"Apis",NA,"mellifera",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Vicia faba",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_98"
"Xylocopa",NA,"violaceae",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Vicia faba",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_103"
"Dasypoda",NA,"altercator",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Vicia faba",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_108"
"Bombus",NA,"terrestris",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Brassica oleracea",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_113"
"Apis",NA,"mellifera",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Brassica oleracea",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_118"
"Xylocopa",NA,"violaceae",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Brassica oleracea",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_123"
"Eucera",NA,"longicornis",NA,"Portugal","Coimbra","Castelo Viegas",40.165528,-8.407472,"<1km",2011,"03",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Vicia sativa",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_128"
"Bombus",NA,"terrestris",NA,"Spain","Pontevedra","OIA",40.006667,-8.875556,"<10km",2011,"04",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Raphanus",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_133"
"Bombus",NA,"terrestris",NA,"Spain","Pontevedra","OIA",40.006667,-8.875556,"<10km",2011,"04",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Oxalis",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_134"
"Apis ",NA,"mellifera",NA,"Spain","Pontevedra","OIA",40.006667,-8.875556,"<10km",2011,"04",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Raphanus",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_135"
"Apis ",NA,"mellifera",NA,"Spain","Pontevedra","OIA",40.006667,-8.875556,"<10km",2011,"04",NA,NA,NA,"V. Ferrero","V. Ferrero",0,0,0,1,NA,"Oxalis",NA,"Victoria Ferrero",NA,NA,"53_Ferrero_136"
"Bombus",NA,"terrestris",NA,"Portugal","Coimbra","Jardim Botánico",40.205833,-8.423889,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_137"
"Apis",NA,"mellifera",NA,"Portugal","Coimbra","Jardim Botánico",40.205833,-8.423889,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_144"
"Xylocopa",NA,"violaceae",NA,"Portugal","Coimbra","Jardim Botánico",40.205833,-8.423889,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_151"
"Bombus",NA,"terrestris",NA,"Portugal","Colares","Praia Grande",38.797778,-9.476389,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_158"
"Bombus",NA,"pascuorum",NA,"Portugal","Colares","Praia Grande",38.797778,-9.476389,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_165"
"Apis ",NA,"mellifera",NA,"Portugal","Colares","Praia Grande",38.797778,-9.476389,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_172"
"Bombus",NA,"terrestris",NA,"Portugal","Cortegada","Cortegada",40.940278,-8.655278,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_179"
"Bombus",NA,"pascuorum",NA,"Portugal","Cortegada","Cortegada",40.940278,-8.655278,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_186"
"Apis ",NA,"mellifera",NA,"Portugal","Cortegada","Cortegada",40.940278,-8.655278,"<2km",2012,NA,NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Oxalis",NA,"Joana Costa",NA,NA,"53_Ferrero_193"
