HABITAT/FIELD PLOT CODE;IDENTIFIER NAME;DATE;SPECIES NAME;ABUNDANCE
Ed10f_Bd2_395;G. González Bornay;2010-05-28;Apis mellifera;8
Ed10f_Bd2_395;F. Javier Ortiz Sánchez;2010-05-28;Lasioglossum (lasiog.) sp.;1
Ed10f_Bd3_396;G. González Bornay;2010-06-15;Apis mellifera;1
Ed10f_Bd3_396;F. Javier Ortiz Sánchez;2010-06-15;Panurgus canescens;2
Ed10g_Bd1_397;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp. ;1
Ed10g_Bd1_397;G. González Bornay;2010-05-17;Apis mellifera;4
Ed10g_Bd2_398;G. González Bornay;2010-05-28;Apis mellifera;4
Ed10g_Bd3_399;;2010-06-15;;0
Ed10h_Bd1_400;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp. ;1
Ed10h_Bd2_401;F. Javier Ortiz Sánchez;2010-05-28;Panurgus calcaratus;1
Ed10h_Bd3_402;G. González Bornay;2010-06-15;Apis mellifera;4
Ed10i_Bd1_403;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp;1
Ed10i_Bd1_403;G. González Bornay;2010-05-17;Apis mellifera;5
Ed10i_Bd2_404;G. González Bornay;2010-05-28;Apis mellifera;5
Ed10i_Bd3_405;F. Javier Ortiz Sánchez;2010-06-15;Andrena sp.;1
Ed10i_Bd3_405;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum (lasiog.) sp.;1
Ed10i_Bd3_405;F. Javier Ortiz Sánchez;2010-06-15;Panurgus canescens;4
Ed10k_Bd1_406;;2010-05-17;;0
Ed10k_Bd2_407;;2010-05-28;;0
Ed10k_Bd3_408;F. Javier Ortiz Sánchez;2010-06-15;Andrena sp.;4
Ed10k_Bd3_408;G. González Bornay;2010-06-15;Apis mellifera;9
Ed10l_Bd1_409;G. González Bornay;2010-05-17;Apis mellifera;1
Ed10l_Bd2_410;G. González Bornay;2010-05-28;Apis mellifera;3
Ed10l_Bd3_411;;2010-06-15;;0
Ed10la_Bd1_412;;2010-05-17;;0
Ed10la_Bd2_413;;2010-05-28;;0
Ed10la_Bd3_414;;2010-06-15;;0
Ed10lb_Bd1_415;G. González Bornay;2010-05-17;Apis mellifera;6
Ed10lb_Bd2_416;;2010-05-28;;0
Ed10lb_Bd3_417;;2010-06-15;;0
Ed10lf_Bd1_418;;2010-05-17;;0
Ed10lf_Bd2_419;;2010-05-28;;0
Ed10lf_Bd3_420;;2010-06-15;;0
Ed10m_Bd1_421;G. González Bornay;2010-05-17;Apis mellifera;4
Ed10m_Bd2_422;G. González Bornay;2010-05-28;Apis mellifera;4
Ed10m_Bd3_423;F. Javier Ortiz Sánchez;2010-06-15;Halictus quadricinctus;1
Ed10n_Bd1_424;G. González Bornay;2010-05-17;Apis mellifera;1
Ed10n_Bd2_425;G. González Bornay;2010-05-28;Apis mellifera;1
Ed10n_Bd2_425;F. Javier Ortiz Sánchez;2010-05-28;Lasioglossum leucozonium;1
Ed10n_Bd3_426;G. González Bornay;2010-06-15;Apis mellifera;1
Ed10o_Bd1_427;G. González Bornay;2010-05-17;Apis mellifera;9
Ed10o_Bd2_428;G. González Bornay;2010-05-28;Apis mellifera;14
Ed10o_Bd3_429;;2010-06-15;;0
Ed10p_Bd1_430;;2010-05-17;;0
Ed10p_Bd2_431;;2010-05-28;;0
Ed10p_Bd3_432;;2010-06-15;;0
Ed10q_Bd1_422;G. González Bornay;2010-05-17;Apis mellifera;10
Ed10q_Bd2_434;G. González Bornay;2010-05-28;Apis mellifera;1
Ed10q_Bd3_435;;2010-06-15;;0
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
