coord X;coord Y;LABEL;HABITAT/FIELD PLOTc_ODE;IDENTIFIER NAME;DATE;SPECIES NAME;ABUNDANCE;;;;;;;;;;;;;
;;;Eo8b_Bd3_126;;2010-06-08;;0;;;;;;;;;;;;;
235424,610697;4450915,8801;Eo_08la;Eo8la_Bd1_127;;2010-04-30;;0;;;;;;;;;;;;;
;;;Eo8la_Bd2_128;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo8la_Bd3_129;;2010-06-08;;0;;;;;;;;;;;;;
235347,308474;4450752,52661;Eo_08lb;Eo8lb_Bd1_130;;2010-04-30;;0;;;;;;;;;;;;;
;;;Eo8lb_Bd2_131;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo8lb_Bd3_132;F. Javier Ortiz Sánchez;2010-06-08;Andrena sp.;16;;;;;;;;;;;;;
225144,731933;4459637,54694;Eo_09a;Eo9a_Bd1_133;;2011-04-26;;0;;;;;;;;;;;;;
;;;Eo9a_Bd2_134;G. González Bornay;2010-05-24;Apis mellifera;7;;;;;;;;;;;;;
;;;Eo9a_Bd3_135;F. Javier Ortiz Sánchez;2010-06-07;Andrena (Micr.) sp.;1;;;;;;;;;;;;;
;;;Eo9a_Bd3_135;F. Javier Ortiz Sánchez;2010-06-07;Lasioglossum (Lasiog.) albocinctum;1;;;;;;;;;;;;;
;;;Eo9a_Bd3_135;F. Javier Ortiz Sánchez;2010-06-07;Lasioglossum (Lasiog.) sp.;2;;;;;;;;;;;;;
;;;Eo9a_Bd3_135;F. Javier Ortiz Sánchez;2010-06-07;Panurgus calcaratus;1;;;;;;;;;;;;;
225104,076422;4459682,95054;Eo_09b;Eo9b_Bd1_136;;2011-04-26;;0;;;;;;;;;;;;;
;;;Eo9b_Bd2_137;G. González Bornay;2010-05-24;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo9b_Bd2_137;F. Javier Ortiz Sánchez;2010-05-24;Eucera sp.;5;;;;;;;;;;;;;
;;;Eo9b_Bd3_138;;2010-06-07;;0;;;;;;;;;;;;;
224197,600861;4459841,81797;Eo_09c;Eo9c_Bd1_139;;2011-04-26;;0;;;;;;;;;;;;;
;;;Eo9c_Bd2_140;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo9c_Bd3_141;;2010-06-07;;0;;;;;;;;;;;;;
225131,823066;4459651,1977;Eo_09lb;Eo9lb_Bd1_142;;2011-04-26;;0;;;;;;;;;;;;;
;;;Eo9lb_Bd2_143;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo9lb_Bd3_144;;2010-06-07;;0;;;;;;;;;;;;;
229171,845936;4452121,95326;Eo_10a;Eo10a_Bd1_145;;2011-04-28;;0;;;;;;;;;;;;;
;;;Eo10a_Bd2_146;F. Javier Ortiz Sánchez;2010-05-27;Heriades truncorum;1;;;;;;;;;;;;;
;;;Eo10a_Bd3_147;;2010-06-14;;0;;;;;;;;;;;;;
228306,530203;4456003,33283;Eo_10c;Eo10c_Bd1_148;F. Javier Ortiz Sánchez;2010-04-30;Anthophora plumipes;12;;;;;;;;;;;;;
;;;Eo10c_Bd2_149;G. González Bornay;2010-05-27;Apis mellifera;7;;;;;;;;;;;;;
;;;Eo10c_Bd3_150;F. Javier Ortiz Sánchez;2010-06-14;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo10c_Bd3_150;G. González Bornay;2010-06-14;Apis mellifera;2;;;;;;;;;;;;;
229457,973695;4451973,29233;Eo_10f;Eo10f_Bd1_151;G. González Bornay;2010-04-28;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo10f_Bd2_152;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo10f_Bd3_153;;2010-06-14;;0;;;;;;;;;;;;;
228291,313996;4456005,88257;Eo_10g;Eo10g_Bd1_154;G. González Bornay;2010-04-30;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo10g_Bd1_154;F. Javier Ortiz Sánchez;2010-04-30;Eucera codinai;1;;;;;;;;;;;;;
;;;Eo10g_Bd2_155;F. Javier Ortiz Sánchez;2010-05-27;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo10g_Bd2_155;G. González Bornay;2010-05-27;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo10g_Bd2_155;F. Javier Ortiz Sánchez;2010-05-27;Panurgus calcaratus;2;;;;;;;;;;;;;
;;;Eo10g_Bd3_156;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;1;;;;;;;;;;;;;
229219,292249;4452131,34552;Eo_10lb;Eo10ld_Bd1_157;G. González Bornay;2010-04-28;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo10ld_Bd2_158;G. González Bornay;2010-05-27;Apis mellifera;9;;;;;;;;;;;;;
;;;Eo10ld_Bd3_159;G. González Bornay;2010-06-14;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo10ld_Bd3_159;F. Javier Ortiz Sánchez;2010-06-14;Hoplitis adunca contraria;1;;;;;;;;;;;;;
;;;Eo10ld_Bd3_159;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;1;;;;;;;;;;;;;
;;;Eo10ld_Bd3_159;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;1;;;;;;;;;;;;;
;;;Eo10ld_Bd3_159;F. Javier Ortiz Sánchez;2010-06-14;Panurgus canescens;3;;;;;;;;;;;;;
229994,328586;4452421,69219;Eo_11a;Eo11a_Bd1_160;;2010-04-30;;0;;;;;;;;;;;;;
;;;Eo11a_Bd2_161;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo11a_Bd3_162;;2010-06-14;;0;;;;;;;;;;;;;
229977,09114;4452363,7379;Eo_11b;Eo11b_Bd1_163;G. González Bornay;2010-04-30;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo11b_Bd1_163;F. Javier Ortiz Sánchez;2010-04-30;Eucera codinai;3;;;;;;;;;;;;;
;;;Eo11b_Bd2_164;F. Javier Ortiz Sánchez;2010-05-27;Eucera nigrescens;2;;;;;;;;;;;;;
;;;Eo11b_Bd3_165;;2010-06-14;;0;;;;;;;;;;;;;
229953,410597;4450296,36557;Eo_12a;Eo12a_Bd1_166;;2010-04-29;;0;;;;;;;;;;;;;
;;;Eo12a_Bd2_167;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo12a_Bd3_168;;2010-06-14;;0;;;;;;;;;;;;;
227419,855792;4453592,92549;Eo_12d;Eo12d_Bd1_169;G. González Bornay;2010-04-29;Apis mellifera;3;;;;;;;;;;;;;
;;;Eo12d_Bd2_170;F. Javier Ortiz Sánchez;2010-05-27;Anthophora salviae;1;;;;;;;;;;;;;
;;;Eo12d_Bd3_171;;2010-06-14;;0;;;;;;;;;;;;;
231464,096601;4455064,30472;Eo_12e;Eo12e_Bd1_172;F. Javier Ortiz Sánchez;2010-04-29;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo12e_Bd1_172;G. González Bornay;2010-04-29;Apis mellifera;6;;;;;;;;;;;;;
;;;Eo12e_Bd2_173;G. González Bornay;2010-05-27;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo12e_Bd3_174;;2010-06-14;;0;;;;;;;;;;;;;
229120,462322;4451054,32383;Eo_12g;Eo12g_Bd1_175;;2010-04-29;;0;;;;;;;;;;;;;
;;;Eo12g_Bd2_176;G. González Bornay;2010-05-27;Apis mellifera;9;;;;;;;;;;;;;
;;;Eo12g_Bd3_177;G. González Bornay;2010-06-14;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo12g_Bd3_177;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;1;;;;;;;;;;;;;
;;;Eo12g_Bd3_177;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;1;;;;;;;;;;;;;
;;;Eo12g_Bd3_177;F. Javier Ortiz Sánchez;2010-06-14;Panurgus cephalotes;1;;;;;;;;;;;;;
231503,226206;4455016,12022;Eo_12ld;Eo12ld_Bd1_178;;2010-04-29;;0;;;;;;;;;;;;;
;;;Eo12ld_Bd2_179;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo12ld_Bd3_180;;2010-06-14;;0;;;;;;;;;;;;;
229044,232739;4453153,08321;Eo_13a;Eo13a_Bd1_181;;2010-04-28;;0;;;;;;;;;;;;;
;;;Eo13a_Bd2_182;F. Javier Ortiz Sánchez;2010-05-27;Andrena sp. ;1;;;;;;;;;;;;;
;;;Eo13a_Bd2_182;F. Javier Ortiz Sánchez;2010-05-27;Synhalonia alternans;1;;;;;;;;;;;;;
;;;Eo13a_Bd3_183;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;5;;;;;;;;;;;;;
;;;Eo13a_Bd3_183;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;1;;;;;;;;;;;;;
;;;Eo13a_Bd3_183;F. Javier Ortiz Sánchez;2010-06-14;Panurgus perezi;1;;;;;;;;;;;;;
228990,350197;4453256,73327;Eo_14a;Eo14a_Bd1_184;;2010-04-28;;0;;;;;;;;;;;;;
;;;Eo14a_Bd2_185;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo14a_Bd3_186;F. Javier Ortiz Sánchez;2010-06-14;Andrena sp. ;1;;;;;;;;;;;;;
;;;Eo14a_Bd3_186;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum (Lasiog.) sp.;1;;;;;;;;;;;;;
;;;Eo14a_Bd3_186;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;5;;;;;;;;;;;;;
;;;Eo14a_Bd3_186;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;5;;;;;;;;;;;;;
;;;Eo14a_Bd3_186;F. Javier Ortiz Sánchez;2010-06-14;Panurgus perezi;3;;;;;;;;;;;;;
229098,963253;4452972,00653;Eo_14b;Eo14b_Bd1_187;;2010-04-27;;0;;;;;;;;;;;;;
;;;Eo14b_Bd2_188;;2010-05-27;;0;;;;;;;;;;;;;
;;;Eo14b_Bd3_189;G. González Bornay;2010-06-14;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo14b_Bd3_189;F. Javier Ortiz Sánchez;2010-06-14;Halictus (Hal.) fulvipes;1;;;;;;;;;;;;;
;;;Eo14b_Bd3_189;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;1;;;;;;;;;;;;;
;;;Eo14b_Bd3_189;F. Javier Ortiz Sánchez;2010-06-14;Panurgus perezi;2;;;;;;;;;;;;;
229145,457936;4452998,62327;Eo_14lc;Eo14lc_Bd1_190;G. González Bornay;2010-04-27;Apis mellifera;15;;;;;;;;;;;;;
;;;Eo14lc_Bd2_191;G. González Bornay;2010-05-27;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo14lc_Bd3_192;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;2;;;;;;;;;;;;;
;;;Eo14lc_Bd3_192;F. Javier Ortiz Sánchez;2010-06-14;Panurgus canescens;6;;;;;;;;;;;;;
215570,494035;4455258,61841;Eo_15a;Eo15a_Bd1_193;F. Javier Ortiz Sánchez;2010-04-28;Andrena (Micr.) sp.;1;;;;;;;;;;;;;
;;;Eo15a_Bd1_193;F. Javier Ortiz Sánchez;2010-04-28;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo15a_Bd1_193;G. González Bornay;2010-04-28;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo15a_Bd2_194;G. González Bornay;2010-05-26;Apis mellifera;8;;;;;;;;;;;;;
;;;Eo15a_Bd2_194;F. Javier Ortiz Sánchez;2010-05-26;Eucera sp.;1;;;;;;;;;;;;;
;;;Eo15a_Bd3_195;F. Javier Ortiz Sánchez;2010-06-08;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo15a_Bd3_195;F. Javier Ortiz Sánchez;2010-06-08;Lasioglossum (Lasiog.) sp.;1;;;;;;;;;;;;;
;;;Eo15a_Bd3_195;F. Javier Ortiz Sánchez;2010-06-08;Nomada sanguinea;1;;;;;;;;;;;;;
226796,826593;4458577,60616;Eo_16a;Eo16a_Bd1_196;;2010-04-26;;0;;;;;;;;;;;;;
;;;Eo16a_Bd2_197;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo16a_Bd3_198;;2010-06-07;;0;;;;;;;;;;;;;
226888,180584;4458638,25581;Eo_16b;Eo16b_Bd1_199;F. Javier Ortiz Sánchez;2010-04-26;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo16b_Bd1_199;G. González Bornay;2010-04-26;Apis mellifera;6;;;;;;;;;;;;;
;;;Eo16b_Bd2_200;F. Javier Ortiz Sánchez;2010-05-24;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo16b_Bd2_200;G. González Bornay;2010-05-24;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo16b_Bd3_201;F. Javier Ortiz Sánchez;2010-06-07;Andrena (Micr.) sp.;3;;;;;;;;;;;;;
226973,666399;4458302,06506;Eo_16c;Eo16c_Bd1_202;;2010-04-26;;0;;;;;;;;;;;;;
;;;Eo16c_Bd2_203;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo16c_Bd3_204;G. González Bornay;2010-06-07;Apis mellifera;3;;;;;;;;;;;;;
;;;Eo16c_Bd3_204;F. Javier Ortiz Sánchez;2010-06-07;Panurgus cephalotes;1;;;;;;;;;;;;;
226846,961096;4458235,63026;Eo_16f;Eo16f_Bd1_205;F. Javier Ortiz Sánchez;2010-04-26;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo16f_Bd2_206;G. González Bornay;2010-05-24;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo16f_Bd2_206;F. Javier Ortiz Sánchez;2010-05-24;Osmia latreillei iberoafricana;1;;;;;;;;;;;;;
;;;Eo16f_Bd3_207;F. Javier Ortiz Sánchez;2010-06-07;Andrena cf. pilipes;1;;;;;;;;;;;;;
;;;Eo16f_Bd3_207;F. Javier Ortiz Sánchez;2010-06-07;Andrena sp.;4;;;;;;;;;;;;;
;;;Eo16f_Bd3_207;G. González Bornay;2010-06-07;Apis mellifera;6;;;;;;;;;;;;;
;;;Eo16f_Bd3_207;F. Javier Ortiz Sánchez;2010-06-07;Halictus (Hal.) fulvipes;1;;;;;;;;;;;;;
227038,096406;4458308,91932;Eo_16g;Eo16g_Bd1_208;F. Javier Ortiz Sánchez;2010-04-26;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo16g_Bd2_209;G. González Bornay;2010-05-24;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo16g_Bd3_210;G. González Bornay;2010-06-07;Apis mellifera;2;;;;;;;;;;;;;
226820,131064;4458265,05208;Eo_16h;Eo16h_Bd1_211;F. Javier Ortiz Sánchez;2010-04-26;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo16h_Bd1_211;F. Javier Ortiz Sánchez;2010-04-26;Apis mellifera;3;;;;;;;;;;;;;
;;;Eo16h_Bd2_212;G. González Bornay;2010-05-24;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo16h_Bd3_213;F. Javier Ortiz Sánchez;2010-06-07;Hoplitis adunca contraria;1;;;;;;;;;;;;;
227089,155647;4458037,28217;Eo_16i;Eo16i_Bd1_214;F. Javier Ortiz Sánchez;2010-04-26;Anthophora salviae ;2;;;;;;;;;;;;;
;;;Eo16i_Bd1_214;F. Javier Ortiz Sánchez;2010-04-26;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo16i_Bd1_214;F. Javier Ortiz Sánchez;2010-04-26;Osmia tricornis;1;;;;;;;;;;;;;
;;;Eo16i_Bd2_215;G. González Bornay;2010-05-24;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo16i_Bd2_215;F. Javier Ortiz Sánchez;2010-05-24;Osmia fulviventris;1;;;;;;;;;;;;;
;;;Eo16i_Bd3_216;G. González Bornay;2010-06-07;Apis mellifera;5;;;;;;;;;;;;;
226969,553846;4458417,21657;Eo_16j;Eo16j_Bd1_217;F. Javier Ortiz Sánchez;2010-04-26;Anthophora salviae;2;;;;;;;;;;;;;
;;;Eo16j_Bd1_217;G. González Bornay;2010-04-26;Apis mellifera;15;;;;;;;;;;;;;
;;;Eo16j_Bd2_218;G. González Bornay;2010-05-24;Apis mellifera;3;;;;;;;;;;;;;
;;;Eo16j_Bd3_219;;2010-06-07;;0;;;;;;;;;;;;;
227267,928775;4458379,98936;Eo_16la;Eo16la_Bd1_220;;2010-04-26;;0;;;;;;;;;;;;;
;;;Eo16la_Bd2_221;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo16la_Bd3_222;G. González Bornay;2010-06-07;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo16la_Bd3_222;F. Javier Ortiz Sánchez;2010-06-07;Halictus quadricinctus;1;;;;;;;;;;;;;
226864,346772;4458610,04867;Eo_16le;Eo16le_Bd1_223;F. Javier Ortiz Sánchez;2010-04-26;Apis mellifera;5;;;;;;;;;;;;;
;;;Eo16le_Bd1_223;F. Javier Ortiz Sánchez;2010-04-26;Cinoglosa (Lasiog.) xanthopum;1;;;;;;;;;;;;;
;;;Eo16le_Bd1_223;F. Javier Ortiz Sánchez;2010-04-26;Lasioglossum (Lasiog.) xanthopum;1;;;;;;;;;;;;;
;;;Eo16le_Bd2_224;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo16le_Bd3_225;;2010-06-07;;0;;;;;;;;;;;;;
225800,154349;4458224,00295;Eo_17a;Eo17a_Bd1_226;F. Javier Ortiz Sánchez;2010-04-26;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo17a_Bd2_227;;2010-05-24;;0;;;;;;;;;;;;;
;;;Eo17a_Bd3_228;;2010-06-07;;0;;;;;;;;;;;;;
227488,605832;4459061,83213;Eo_17lc;Eo17lc_Bd1_229;F. Javier Ortiz Sánchez;2010-04-26;Apis mellifera;3;;;;;;;;;;;;;
;;;Eo17lc_Bd2_230;G. González Bornay;2010-05-24;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo17lc_Bd3_231;G. González Bornay;2010-06-07;Apis mellifera;11;;;;;;;;;;;;;
215606,885994;4455831,94418;Eo_18a;Eo18a_Bd1_232;F. Javier Ortiz Sánchez;2010-04-28;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo18a_Bd2_233;G. González Bornay;2010-05-26;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo18a_Bd3_234;F. Javier Ortiz Sánchez;2010-06-08;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo18a_Bd3_234;F. Javier Ortiz Sánchez;2010-06-08;Bombus terrestris lusitanicus;1;;;;;;;;;;;;;
215572,338192;4455796,31675;Eo_18b;Eo18b_Bd1_235;F. Javier Ortiz Sánchez;2010-04-28;Apis mellifera;5;;;;;;;;;;;;;
;;;Eo18b_Bd2_236;;2010-05-26;;0;;;;;;;;;;;;;
;;;Eo18b_Bd3_237;;2010-06-08;;0;;;;;;;;;;;;;
215597,979138;4455793,3478;Eo_18c;Eo18c_Bd1_238;F. Javier Ortiz Sánchez;2010-04-28;Andrena (Micr.) sp.;1;;;;;;;;;;;;;
;;;Eo18c_Bd1_238;F. Javier Ortiz Sánchez;2010-04-28;Apis mellifera;15;;;;;;;;;;;;;
;;;Eo18c_Bd2_239;;2010-05-26;;0;;;;;;;;;;;;;
;;;Eo18c_Bd3_240;;2010-06-08;;0;;;;;;;;;;;;;
226353,548367;4451851,43425;Eo_19a;Eo19a_Bd1_241;F. Javier Ortiz Sánchez;2010-04-28;Eucera codinai;1;;;;;;;;;;;;;
;;;Eo19a_Bd2_242;F. Javier Ortiz Sánchez;2010-05-26;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo19a_Bd2_242;F. Javier Ortiz Sánchez;2010-05-26;Anthophora salviae;1;;;;;;;;;;;;;
;;;Eo19a_Bd2_242;G. González Bornay;2010-05-26;Apis mellifera;7;;;;;;;;;;;;;
;;;Eo19a_Bd3_243;G. González Bornay;2010-06-14;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo19a_Bd3_243;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum (Lasiog.) sp. Hembra;1;;;;;;;;;;;;;
;;;Eo19a_Bd3_243;F. Javier Ortiz Sánchez;2010-06-14;Panurgus calcaratus;3;;;;;;;;;;;;;
;;;Eo19a_Bd3_243;F. Javier Ortiz Sánchez;2010-06-14;Panurgus perezi;1;;;;;;;;;;;;;
228119,053484;4449438,85976;Eo_20a;Eo20a_Bd1_244;F. Javier Ortiz Sánchez;2010-04-30;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo20a_Bd1_244;G. González Bornay;2010-04-30;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo20a_Bd1_244;F. Javier Ortiz Sánchez;2010-04-30;Panurgus calcaratus;1;;;;;;;;;;;;;
;;;Eo20a_Bd2_245;G. González Bornay;2010-05-26;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo20a_Bd3_246;;2010-06-14;;0;;;;;;;;;;;;;
227923,59366;4449352,9038;Eo_20b;Eo20b_Bd1_247;G. González Bornay;2010-04-30;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo20b_Bd2_248;G. González Bornay;2010-05-26;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo20b_Bd2_248;F. Javier Ortiz Sánchez;2010-05-26;Bombus terrestris lusitanicus;2;;;;;;;;;;;;;
;;;Eo20b_Bd3_249;F. Javier Ortiz Sánchez;2010-06-14;Andrena (Micr.) sp.;2;;;;;;;;;;;;;
;;;Eo20b_Bd3_249;F. Javier Ortiz Sánchez;2010-06-14;Panurgus canescens;1;;;;;;;;;;;;;
;;;Eo20b_Bd3_249;F. Javier Ortiz Sánchez;2010-06-14;Panurgus cephalotes;1;;;;;;;;;;;;;
227862,720306;4449384,17436;Eo_20c;Eo20c_Bd1_250;F. Javier Ortiz Sánchez;2010-04-30;Lasioglossum (Evy.) sp.;1;;;;;;;;;;;;;
;;;Eo20c_Bd1_250;F. Javier Ortiz Sánchez;2010-04-30;Panurgus calcaratus;5;;;;;;;;;;;;;
;;;Eo20c_Bd2_251;G. González Bornay;2010-05-26;Apis mellifera;6;;;;;;;;;;;;;
;;;Eo20c_Bd2_251;F. Javier Ortiz Sánchez;2010-05-26;Lasioglossum (Evy.) malachurum;2;;;;;;;;;;;;;
;;;Eo20c_Bd3_252;F. Javier Ortiz Sánchez;2010-06-14;Ceratina cucurbitina;1;;;;;;;;;;;;;
;;;Eo20c_Bd3_252;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;2;;;;;;;;;;;;;
227816,055805;4449482,62873;Eo_20d;Eo20d_Bd1_253;;2010-04-30;;0;;;;;;;;;;;;;
;;;Eo20d_Bd2_254;G. González Bornay;2010-05-26;Apis mellifera;4;;;;;;;;;;;;;
;;;Eo20d_Bd3_255;F. Javier Ortiz Sánchez;2010-06-14;Andrena (Micr.) sp.;1;;;;;;;;;;;;;
;;;Eo20d_Bd3_255;F. Javier Ortiz Sánchez;2010-06-14;Hoplitis adunca contraria;1;;;;;;;;;;;;;
;;;Eo20d_Bd3_255;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;3;;;;;;;;;;;;;
;;;Eo20d_Bd3_255;F. Javier Ortiz Sánchez;2010-06-14;Panurgus canescens;2;;;;;;;;;;;;;
228085,776642;4449457,1523;Eo_20e;Eo20e_Bd1_256;F. Javier Ortiz Sánchez;2010-04-30;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo20e_Bd1_256;G. González Bornay;2010-04-30;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo20e_Bd1_256;F. Javier Ortiz Sánchez;2010-04-30;Lasioglossum (Evy.) malachurum;1;;;;;;;;;;;;;
;;;Eo20e_Bd2_257;G. González Bornay;2010-05-26;Apis mellifera;6;;;;;;;;;;;;;
;;;Eo20e_Bd3_258;;2010-06-14;;0;;;;;;;;;;;;;
228253,048826;4449112,88195;Eo_20f;Eo20f_Bd1_259;;2010-04-30;;0;;;;;;;;;;;;;
;;;Eo20f_Bd2_260;;2010-05-26;;0;;;;;;;;;;;;;
;;;Eo20f_Bd3_261;G. González Bornay;2010-06-14;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo20f_Bd3_261;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum (Evy.) sp.;1;;;;;;;;;;;;;
228170,500544;4449793,42615;Eo_20g;Eo20g_Bd1_262;;2010-04-30;;;;;;;;;;;;;;;
;;;Eo20g_Bd2_263;;2010-05-26;;;;;;;;;;;;;;;
;;;Eo20g_Bd3_264;;2010-06-14;;;;;;;;;;;;;;;
228131,961694;4449721,30667;Eo_20h;Eo20h_Bd1_265;;2010-04-30;;0;;;;;;;;;;;;;
;;;Eo20h_Bd2_266;G. González Bornay;2010-05-26;Apis mellifera;1;;;;;;;;;;;;;
;;;Eo20h_Bd2_266;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;1;;;;;;;;;;;;;
;;;Eo20h_Bd3_267;;2010-06-14;;0;;;;;;;;;;;;;
228186,385575;4449440,22197;Eo_20i;Eo20i_Bd1_268;F. Javier Ortiz Sánchez;2010-04-30;Anthophora dispar;1;;;;;;;;;;;;;
;;;Eo20i_Bd2_269;;2010-05-26;;0;;;;;;;;;;;;;
;;;Eo20i_Bd3_270;F. Javier Ortiz Sánchez;2010-06-14;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo20i_Bd3_270;G. González Bornay;2010-06-14;Apis mellifera;11;;;;;;;;;;;;;
;;;Eo20i_Bd3_270;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum malachurum;1;;;;;;;;;;;;;
228083,28104;4449692,45887;Eo_20j;Eo20j_Bd1_271;F. Javier Ortiz Sánchez;2010-04-30;Andrena sp.;1;;;;;;;;;;;;;
;;;Eo20j_Bd1_271;F. Javier Ortiz Sánchez;2010-04-30;Panurgus calcaratus;10;;;;;;;;;;;;;
;;;Eo20j_Bd2_272;G. González Bornay;2010-05-26;Apis mellifera;5;;;;;;;;;;;;;
;;;Eo20j_Bd3_273;F. Javier Ortiz Sánchez;2010-06-14;Lasioglossum (Lasiog.) sp.;1;;;;;;;;;;;;;
;;;Eo20j_Bd3_273;F. Javier Ortiz Sánchez;2010-06-14;Panurgus cephalotes;1;;;;;;;;;;;;;
227882,745835;4449303,91818;Eo_20la;Eo20la_Bd1_274;G. González Bornay;2010-04-30;Apis mellifera;3;;;;;;;;;;;;;
;;;Eo20la_Bd2_275;F. Javier Ortiz Sánchez;2010-05-26;Anthophora balneorum;1;;;;;;;;;;;;;
;;;Eo20la_Bd2_275;G. González Bornay;2010-05-26;Apis mellifera;2;;;;;;;;;;;;;
;;;Eo20la_Bd3_276;;2010-06-14;;0;;;;;;;;;;;;;
