"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..GPS;.~10km)","Year","month","day","Collector","Determiner","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Antophora","atroalba",NA,"Spain","Córdoba","Hermita Virgen de la Sierra. Picacho. Cabra",37.4913333333333,-4.38115277777778,"GPS",2012,"May",25,"J.L. Blanco","C. Ornosa",NA,NA,NA,21,"https://doi.org/10/f3pm57.","Linaria almijarensis",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Anthophora","plagiata",NA,"Spain","Córdoba","Hermita Virgen de la Sierra. Picacho. Cabra",37.4913333333333,-4.38115277777778,"GPS",2012,"May",25,"J.L. Blanco","C. Ornosa",NA,NA,NA,3,"https://doi.org/10/f3pm57.","Linaria almijarensis","19JB12, 21JB12, 22JB12","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Anthophora","plumipes",NA,"Spain","Málaga","El Torcal de Antequera. Antequera",36.9517027777778,-4.54986111111111,"GPS",2012,"May",26,"J.L. Blanco","C. Ornosa",NA,NA,NA,21,"https://doi.org/10/f3pm57.","Linaria anticaria","26JB12, 28JB12","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Ceratina","dentiventris",NA,"Spain","Málaga","El Torcal de Antequera. Antequera",36.9517027777778,-4.54986111111111,"GPS",2012,"May",26,"J.L. Blanco","C. Ornosa",NA,NA,NA,2,"https://doi.org/10/f3pm57.","Linaria anticaria",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Ceratina","cucurbitina",NA,"Spain","Málaga","El Torcal de Antequera. Antequera",36.9517027777778,-4.54986111111111,"GPS",2012,"May",26,"J.L. Blanco","C. Ornosa",NA,NA,NA,28,"https://doi.org/10/f3pm57.","Linaria anticaria",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Osmia","andrenoides",NA,"Spain","Málaga","El Torcal de Antequera. Antequera",36.9517027777778,-4.54986111111111,"GPS",2012,"May",26,"J.L. Blanco","C. Ornosa",NA,NA,NA,71,"https://doi.org/10/f3pm57.","Linaria anticaria",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Rhodanthidium","sticticum",NA,"Spain","Málaga","El Torcal de Antequera. Antequera",36.9517027777778,-4.54986111111111,"GPS",2012,"May",26,"J.L. Blanco","C. Ornosa",NA,NA,NA,10,"https://doi.org/10/f3pm57.","Linaria anticaria","27JB12","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Rhodanthidium","sticticum",NA,"Spain","Alicante","Petrel. Arenal de Petrel",38.5097833333333,-0.779047222222222,"GPS",2013,"April",20,"J.L. Blanco","C. Ornosa",NA,NA,NA,3,"https://doi.org/10/f3pm57.","Linaria depauperata",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Rhodanthidium","sticticum",NA,"Spain","Alicante","Petrel. Arenal de Petrel",38.5097833333333,-0.779047222222222,"GPS",2013,"April",21,"J.L. Blanco","C. Ornosa",NA,NA,NA,3,"https://doi.org/10/f3pm57.","Linaria depauperata",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Xylocopa","violacea",NA,"Portugal","Algarve","Monte Gordo. Playa",NA,NA,NA,2013,"May",2,"J.L. Blanco","C. Ornosa",NA,NA,NA,3,"https://doi.org/10/f3pm57.","Linaria polygalifolia",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Osmia","rufohirta",NA,"Portugal","Algarve","Monte Gordo. Playa",NA,NA,NA,2013,"May",2,"J.L. Blanco","C. Ornosa",NA,NA,NA,2,"https://doi.org/10/f3pm57.","Linaria polygalifolia",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Xylocopa","violacea",NA,"Portugal","Algarve","Monte Gordo. Playa",NA,NA,NA,2013,"May",3,"J.L. Blanco","C. Ornosa",NA,NA,NA,7,"https://doi.org/10/f3pm57.","Linaria polygalifolia","4JB13, 6JB13","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Rhodanthidium","sticticum",NA,"Portugal","Algarve","Monte Gordo. Playa",NA,NA,NA,2013,"May",3,"J.L. Blanco","C. Ornosa",NA,NA,NA,1,"https://doi.org/10/f3pm57.","Linaria polygalifolia",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Lasioglossum","albovirens",NA,"Portugal","Algarve","Monte Gordo. Playa",NA,NA,NA,2013,"May",3,"J.L. Blanco","C. Ornosa",NA,NA,NA,1,"https://doi.org/10/f3pm57.","Linaria polygalifolia",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Rhodanthidium","sticticum",NA,"Spain","Málaga","Sierra Tejeda. Canillas de Aceituno",NA,NA,NA,2013,"May",5,"J.L. Blanco","C. Ornosa",NA,NA,NA,1,"https://doi.org/10/f3pm57.","Linaria amoi",NA,"Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Eucera","nigrilabris",NA,"Spain","Huelva","Valverde del Camion, El Saltillo",37.533194,-6.784806,"GPS",2010,"April",27,"M. Fernández-Mazuecos","C. Ornosa",NA,NA,NA,1,"https://doi.org/10.1093/aob/mct214","Linaria onubensis","25MF10","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Apis","mellifera",NA,"Spain","Huelva","Marismas del Odiel, El Almendral",37.208278,-6.9545,"GPS",2010,"April",29,"M. Fernández-Mazuecos","C. Ornosa",NA,NA,NA,1,"https://doi.org/10.1093/aob/mct214","Linaria viscosa","34MF10, 37MF10","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Xylocopa","uclesiensis",NA,"Spain","Huelva","Marismas del Odiel, El Almendral",37.208278,-6.9545,"GPS",2010,"April",29,"M. Fernández-Mazuecos","C. Ornosa",NA,NA,NA,1,"https://doi.org/10.1093/aob/mct214","Linaria viscosa","41MF10","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Heliophila","bimaculata",NA,"Spain","Huelva","Marismas del Odiel, El Almendral",37.208278,-6.9545,"GPS",2010,"April",29,"M. Fernández-Mazuecos","C. Ornosa",NA,NA,NA,1,"https://doi.org/10.1093/aob/mct214","Linaria viscosa","42MF10","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Anthophora","plumipes",NA,"Spain","Huelva","Gibraleón",37.355167,-6.997417,"GPS",2010,"April",30,"M. Fernández-Mazuecos & J.L. Blanco","C. Ornosa",NA,NA,NA,1,"https://doi.org/10.1093/aob/mct214","Linaria gharbensis","48MF10","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
"Ceratina","saundersi",NA,"Portugal","Algarve","Cabo de São Vicente",37.03025,-8.984639,"GPS",2010,"May",5,"M. Fernández-Mazuecos & J.L. Blanco","C. Ornosa",NA,NA,NA,5,"https://doi.org/10.1093/aob/mct214","Linaria algarviana","52MF10, 53MF10, 54MF10, 55MF10, 56MF10","Jose Luis Blanco-Pastor, Isabel María Liberal, Mario Fernández-Mazuecos, Concepción Ornosa Gallego, Pablo Vargas",NA,NA
