Catalogue;N_EJS;FAMILIA;SUBFAMILIA;GENERO;SUBGEN;ESPECIE;AUT_TAXON;LOCALIDAD_ORIG;LOCALIDAD_ACTUAL;MUNICIPIO;PROVINCIA;AUTONOMIA;PAIS;Fecha colecta en etiqueta;fecha standard;COLECTOR;ALTITUD;UTM;SEXO;PROCEDENCIA;DETERM;ANHO_DETERM
MNCN_Ent 411071;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid, El Pardo;Madrid;Madrid;Madrid;Madrid;España;2-VIII-1912;02/08/1912;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411072;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;22-VII-06;22/08/1906;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411073;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;VI-1943;jun-43;Junco;;;hembra;;P. Álvarez;2022
MNCN_Ent 411074;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;13-VI-1943;13/06/1943;Junco;;;hembra;;P. Álvarez;2022
MNCN_Ent 411075;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);San Fernando;San Fernando de Henares;San Fernando de Henares;Madrid;Madrid;España;29-5-902;29/05/1902;G. Mercet;;;macho;;P. Álvarez;2022
MNCN_Ent 411078;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Aranjuez;Aranjuez;Aranjuez;Madrid;Madrid;España;27-V-20;27/05/1920;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411079;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Aranjuez;Aranjuez;Aranjuez;Madrid;Madrid;España;1-6-16;01/06/1916;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411081;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Ribas;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;25-7-00;25/07/1900;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411082;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Ribas;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;25-7-00;25/07/1900;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411083;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Arganda (Madrid);Arganda;Arganda;Madrid;Madrid;España;6-6-2;06/06/1902;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411085;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Vaciamadrid;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;21-5-27;21/05/1927;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411086;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Vaciamadrid;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;24-5-23;24/05/1923;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411087;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Vaciamadrid;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;21-5-27;21/05/1927;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411088;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Montarco;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;14-IX-06;14/09/1906;sin datos;;;macho;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411089;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Montarco;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;21-8-06;21/08/1906;sin datos;;;macho;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411090;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Montarco;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;27-VIII-06;27/08/1906;sin datos;;;macho;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411091;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Montarco;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;21-VIII-06;21/08/1906;sin datos;;;macho;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411094;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Montarco;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;12-6-5;12/06/1905;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411127;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Hontoria del Pinar, Burgos;Hontoria del Pinar;Hontoria del Pinar;Madrid;Madrid;España;14-VIII-1983;14/08/1983;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411128;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Hontoria del Pinar, Burgos;Hontoria del Pinar;Hontoria del Pinar;Madrid;Madrid;España;20-VIII-1983;20/08/1983;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411129;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Hontoria del Pinar, Burgos;Hontoria del Pinar;Hontoria del Pinar;Madrid;Madrid;España;20-VIII-1983;20/08/1983;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411130;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Navas del Marques, Avila;Navas del Marqués;Navas del Marqués;Ávila;Castilla y León;España;16-VII-1983;16/07/1983;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411131;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Soto del Real, Madrid;Soto del Real;Soto del Real;Madrid;Madrid;España;26-VI-1983;26/06/1983;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411132;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Urb. Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;22-6-80;22/06/1980;Carmen Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411133;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Urb. Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;22-6-80;22/06/1980;Carmen Rey;;;hembra;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411134;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Urb. Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-VI-81;21/06/1981;Carmen Rey;;;hembra;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411135;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Urb. Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-VI-81;21/06/1981;C. Rey;;;hembra;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411136;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;7-VIII-1983;07/08/1983;C. Rey;;;hembra;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411137;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;24-VII-1983;24/07/1983;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411138;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial (Urb. Los Arroyos);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;13-VI-81;13/06/1981;C. Rey;;;macho;ex. Col. C. Rey;P. Álvarez;2022
MNCN_Ent 411139;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial. Los Arroyos (Madrid);San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;12-VIII-1990;12/08/1990;C. Rey;;;macho;;P. Álvarez;2022
MNCN_Ent 411140;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Escorial, P. de Madrid;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;29-V-80;29/05/1980;C. Rey;;;macho;;P. Álvarez;2022
MNCN_Ent 411147;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-6-22;21/06/1922;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411148;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-6-22;21/06/1922;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411149;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-6-22;21/06/1922;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411150;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-6-22;21/06/1922;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411151;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-6-22;21/06/1922;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411152;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;21-6-22;21/06/1922;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411153;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;9-6-23;09/06/1923;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411154;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;20-6-4;20/06/1904;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411155;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;20-6-4;20/06/1904;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411171;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Canencia, Madrid;Canencia;Canencia;Madrid;Madrid;España;18-VI-1986;18/06/1986;E. Mingo;;;macho;;P. Álvarez;2022
MNCN_Ent 411173;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Pontevedra;Pontevedra;Pontevedra;Pontevedra;Galicia;España;VII-22;jul-22;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411174;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Pontevedra;Pontevedra;Pontevedra;Pontevedra;Galicia;España;VII-22;jul-22;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411175;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Pontevedra;Pontevedra;Pontevedra;Pontevedra;Galicia;España;VII-22;jul-22;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411176;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Bayona;Bayona;Bayona;Pontevedra;Galicia;España;VIII-1922;ago-22;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411177;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Bayona;Bayona;Bayona;Pontevedra;Galicia;España;VIII-1922;ago-22;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411178;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Bayona;Bayona;Bayona;Pontevedra;Galicia;España;VIII-1922;ago-22;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411180;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Ormáiztegui;Ormáiztegui;Ormáiztegui;Guipúzcoa;País Vasco;España;Agosto 1900;ago-00;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411181;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Ormáiztegui;Ormáiztegui;Ormáiztegui;Guipúzcoa;País Vasco;España;Agosto 1900;ago-00;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411182;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Zaldívar;Zaldívar;Zaldívar;Vizcaya;País Vasco;España;5-8-16;05/08/1916;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411183;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Torrelavega;Torrelavega;Torrelavega;Cantabria;Cantabria;España;24-7-17;24/07/1917;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411184;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Torrelavega;Torrelavega;Torrelavega;Cantabria;Cantabria;España;24-7-17;24/07/1917;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411185;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tama (Cantabria);Tama;Tama;Cantabria;Cantabria;España;23-VIII-1990;23/08/1990;C. Rey;;;hembra;;P. Álvarez;2022
MNCN_Ent 411186;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tama (Cantabria);Tama;Tama;Cantabria;Cantabria;España;23-VIII-1990;23/08/1990;C. Rey;;;hembra;;P. Álvarez;2022
MNCN_Ent 411191;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Area de Montarco, Rivas-Vaciamadrid (Madrid);Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;VIII-1997;ago-97;J.I. López-Colón;;;hembra;;P. Álvarez;2022
MNCN_Ent 411192;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Area de Montarco, Rivas-Vaciamadrid (Madrid);Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;21-VIII-97;21/08/1997;J.I. López-Colón;;;macho;;P. Álvarez;2022
MNCN_Ent 411193;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Navalafuente (Prov. de Madrid);Navalafuente;Navalafuente;Madrid;Madrid;España;31-V-1986;31/05/1986;E. Plaza;910 m.;;macho;;P. Álvarez;2022
MNCN_Ent 411194;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo (Madrid), Fuencarral;Madrid, El Pardo;Madrid;Madrid;Madrid;España;15-V-79;15/05/1979;L. Hinojosa;;;macho;;P. Álvarez;2022
MNCN_Ent 411195;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo (Madrid), La Quinta;Madrid, El Pardo;Madrid;Madrid;Madrid;España;10-VI-81;10/06/1981;I. Izquierdo;;;macho;;P. Álvarez;2022
MNCN_Ent 411196;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo (Madrid), La Quinta;Madrid, El Pardo;Madrid;Madrid;Madrid;España;10-VI-81;10/06/1981;I. Izquierdo;;;macho;;P. Álvarez;2022
MNCN_Ent 411197;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo (Madrid), La Quinta;Madrid, El Pardo;Madrid;Madrid;Madrid;España;10-VI-81;10/06/1981;sin datos;;;hembra;;P. Álvarez;2022
MNCN_Ent 411198;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Torrelodones;Torrelodones;Torrelodones;Madrid;Madrid;España;15-VIII-[19]62;25/08/1962;sin datos;;;hembra;;P. Álvarez;2022
MNCN_Ent 411199;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Torrelaguna, Madrid;Torrelaguna;Torrelaguna;Madrid;Madrid;España;3-VI-86;03/06/1986;E. Mingo;;;hembra;;P. Álvarez;2022
MNCN_Ent 411201;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Torrelaguna (Prov. de Madrid);Torrelaguna;Torrelaguna;Madrid;Madrid;España;31-VI-86;31/06/1986;E. Plaza;744 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 413933;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Soto del Real, C. Viejo, Madrid;Soto del Real;Soto del Real;Madrid;Madrid;España;21-VII-85;21/07/1985;[V. Llorente];;;hembra;;P. Álvarez;2022
MNCN_Ent 413934;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Soto del Real, C. Viejo, Madrid;Soto del Real;Soto del Real;Madrid;Madrid;España;21-VII-85;21/07/1985;V. Llorente;;;macho;;P. Álvarez;2022
MNCN_Ent 413935;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Granucillo de Vidriales, Zamora;Granucillo;Granucillo;Zamora;Castilla y León;España;25-VIII-1989;25/08/1989;P. Bahillo;850 m.;;macho;;P. Álvarez;2022
MNCN_Ent 413936;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Prádena del Rincón, Madrid;Prádena del Rincón;Prádena del Rincón;Madrid;Madrid;España;3-VII-86;03/07/1986;V. Llorente;;;macho;;P. Álvarez;2022
MNCN_Ent 413937;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Prádena del Rincón, Madrid;Prádena del Rincón;Prádena del Rincón;Madrid;Madrid;España;3-VII-86;03/07/1986;V. Llorente;;;hembra;;P. Álvarez;2022
MNCN_Ent 413938;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Prádena del Rincón, Madrid;Prádena del Rincón;Prádena del Rincón;Madrid;Madrid;España;3-VII-86;03/07/1986;V. Llorente;;;hembra;;P. Álvarez;2022
MNCN_Ent 413939;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Miraflores de la Sierra, Madrid;Miraflores de la Sierra;Miraflores de la Sierra;Madrid;Madrid;España;8-VI-86;08/06/1986;E. Mingo;;;hembra;;P. Álvarez;2022
MNCN_Ent 413940;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Miraflores de la Sierra, Madrid;Miraflores de la Sierra;Miraflores de la Sierra;Madrid;Madrid;España;8-VI-86;08/06/1986;E. Mingo;;;hembra;;P. Álvarez;2022
MNCN_Ent 413947;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Sierra-Morena, Espiel;Espiel;Espiel;Córdoba;Andalucía;España;26.5.27;26/05/1927;A. Seyrig;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413948;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Sierra-Morena, Espiel;Espiel;Espiel;Córdoba;Andalucía;España;26-V-27;26/05/1927;A. Seyrig;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413949;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);P.C. Centellas;Centellas;Centellas;Barcelona;Cataluña;España;VIII.1925;ago-25;Más de Xaxars;;;hembra;;P. Álvarez;2022
MNCN_Ent 413952;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Somosierra;Somosierra;Somosierra;Madrid;Madrid;España;28-6-24;28/06/1924;Ceballos;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413953;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Monbeltran (Gredos);Monbeltran;Monbeltran;Ávila;Castilla y León;España;8-1915;ago-15;Mercet;;;hembra;Colección Gª Mercet;P. Álvarez;2022
MNCN_Ent 413960;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo (El Goloso) Madrid;Madrid, El Pardo;Madrid;Madrid;Madrid;España;(9-16)-VII-1992;9-16/07/1992;Nieves & Rey;;;macho;;P. Álvarez;2022
MNCN_Ent 413961;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Ventorrillo;Navacerrada;Cercedilla;Madrid;Madrid;España;15-7-45;15/07/1945;Esteban;;;macho;;P. Álvarez;2022
MNCN_Ent 413963;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Salamanca;Salamanca;Salamanca;Salamanca;Castilla y León;España;29-7-40;29/07/1940;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413964;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Jaca (Huesca);Jaca;Jaca;Huesca;Aragón;España;Agosto 1932;ago-32;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413966;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tarragona;Tarragona;Tarragona;Tarragona;Cataluña;España;Agosto-925;ago-25;J. M. Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413967;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Orduña;Orduña;Orduña;Vizcaya;País Vasco;España;5-8-14;05/08/1914;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413968;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Belinchón (Cuenca);Belinchón;Belinchón;Cuenca;Castilla-La Mancha;España;8-VII-1925;08/07/1925;J. M. Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413969;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Cercedilla;Cercedilla;Cercedilla;Madrid;Madrid;España;30-VI-1912;30/06/1912;Mercet;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 413985;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Valladolid;Valladolid;Valladolid;Valladolid;Castilla y León;España;14.6.[18]92;140/06/1892;sin datos;;;macho;;P. Álvarez;2022
MNCN_Ent 413986;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Valladolid;Valladolid;Valladolid;Valladolid;Castilla y León;España;14.6.[18]92;14/06/1892;sin datos;;;hembra;;P. Álvarez;2022
MNCN_Ent 413987;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Valladolid;Valladolid;Valladolid;Valladolid;Castilla y León;España;14.6.[18]92;14/06/1892;sin datos;;;hembra;;P. Álvarez;2022
MNCN_Ent 413988;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;5-7-27;05/07/1927;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413989;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Vaciamadrid;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;24-5-23;24/05/1923;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413990;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;6-6-24;06/06/2024;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413992;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tiermas;Tiermas;Sigüés;Zaragoza;Aragón;España;VIII-26;ago-26;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413993;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tiermas;Tiermas;Sigüés;Zaragoza;Aragón;España;VIII-26;ago-26;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413994;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tiermas;Tiermas;Sigüés;Zaragoza;Aragón;España;VIII-26;ago-26;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413995;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tiermas;Tiermas;Sigüés;Zaragoza;Aragón;España;VIII-26;ago-26;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 413996;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Tiermas;Tiermas;Sigüés;Zaragoza;Aragón;España;VIII-26;ago-26;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
