Catalogue;N_EJS;FAMILIA;SUBFAMILIA;GENERO;SUBGEN;ESPECIE;AUT_TAXON;LOCALIDAD_ORIG;LOCALIDAD_ACTUAL;MUNICIPIO;PROVINCIA;AUTONOMIA;PAIS;Fecha colecta en etiqueta;fecha standard;COLECTOR;ALTITUD;UTM;SEXO;PROCEDENCIA;DETERM;ANHO_DETERM
MNCN_Ent 404835;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1.VIII.2015;01/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404849;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;16.VIII.2015;16/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404852;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;21.VIII.2015;21/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 404853;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;24.VIII.2015;24/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 404857;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;6.IX.2015;06/09/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 404859;1;Halictidae;Halictinae;Halictus;Tytthalictus;maculatus;Smith, 1848;La Plaza (Teverga) (Asturias);La Plaza;Teverga;Asturias;Asturias;España;8.IX.2015;08/09/2015;F. Fresno;370 m;;macho;;P. Álvarez;2022
MNCN_Ent 404915;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Vega del Rey (Lena) (Asturias);Vega del Rey;Vega;Asturias;Asturias;España;28.VIII.2015;28/08/2015;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 404916;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Vega del Rey (Lena) (Asturias);Vega del Rey;Vega;Asturias;Asturias;España;28.VIII.2015;28/08/2015;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 404954;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1.VIII.2015;01/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 404955;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;10.VIII.2015;10/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 404956;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;10.VIII.2015;10/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404957;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;9.VIII.2015;09/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404958;1;Halictidae;Halictinae;Lasioglossum;Leuchalictus;leucozonium;(Schrank, 1781);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;24.VIII.2015;24/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404988;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;pauxillum;(Schenck, 1853);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1.VIII.2015;01/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404989;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;pauxillum;(Schenck, 1853);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1.VIII.2015;01/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404990;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;pauxillum;(Schenck, 1853);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;10.VIII.2015;10/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404991;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;pauxillum;(Schenck, 1853);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;15.VIII.2015;15/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 404992;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;pauxillum;(Schenck, 1853);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19.VIII.2015;19/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 405004;1;Megachilidae;Megachilinae;Osmia;Helicosmia;caerulescens;(Linnaeus, 1758);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;9.VIII.2015;09/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 405005;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19.VIII.2015;19/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 405006;1;Megachilidae;Megachilinae;Hoplitis;Anthocopa;albiscopa;(Friese, 1899);Tres Cantos (Madrid);Tres Cantos;Tres Cantos;Madrid;Madrid;España;21-IV-2023;21/04/2023;F. Fresno;;;hembra;;P. Álvarez;2023
MNCN_Ent 407784;1;Halictidae;Halictinae;Seladonia;Seladonia;subaurata;(Rossi, 1792);La Plaza (Teverga) (Asturias);La Plaza;Teverga;Asturias;Asturias;España;8.IX.2015;08/09/2015;F. Fresno;470 m;;macho;;P. Álvarez;2022
MNCN_Ent 407785;1;Halictidae;Halictinae;Seladonia;Seladonia;subaurata;(Rossi, 1792);La Plaza (Teverga) (Asturias);La Plaza;Teverga;Asturias;Asturias;España;8.IX.2015;08/09/2015;F. Fresno;470 m;;macho;;P. Álvarez;2022
MNCN_Ent 407788;1;Halictidae;Halictinae;Seladonia;Seladonia;subaurata;(Rossi, 1792);La Isla (Colunga) (Asturias);La Isla;Colunga;Asturias;Asturias;España;8.IX.2015;08/09/2015;F. Fresno;470 m;;macho;;P. Álvarez;2022
MNCN_Ent 407791;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;8.VIII.2015;08/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 407792;1;Megachilidae;Megachilinae;Hoplitis;Alcidamea;leucomelana;(Kirby, 1802);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;16.VIII.2015;16/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2023
MNCN_Ent 407793;1;Megachilidae;Megachilinae;Hoplitis;Alcidamea;leucomelana;(Kirby, 1802);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;10.VIII.2015;10/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2023
MNCN_Ent 407892;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;14.VIII.1972;14/08/1972;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407893;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;30.VIII.1984;30/08/1984;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407894;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);Colunga (Asturias);Colunga;Colunga;Asturias;Asturias;España;05.VIII.2006;05/08/2006;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407895;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);Colunga (Asturias);Colunga;Colunga;Asturias;Asturias;España;28.VIII.2007;28/08/2007;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407896;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);Colunga (Asturias);Colunga;Colunga;Asturias;Asturias;España;17.VIII.2007;17/08/2007;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407897;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;17.VIII.2010;17/08/2010;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407898;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;19.VIII.2009;19/08/2009;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407899;1;Megachilidae;Megachilinae;Megachile;Megachile;centuncularis;(Linnaeus, 1758);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;19.VIII.2009;19/08/2009;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 407900;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 407901;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 407902;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 407903;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 407904;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 407905;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 407906;1;Megachilidae;Megachilinae;Megachile;Eutricharaea;leachella;Curtis, 1828;La Franca (Asturias);La Franca;Ribadedeva;Asturias;Asturias;España;7.VIII.2008;07/08/2008;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408596;1;Megachilidae;Megachilinae;Osmia;Osmia;tricornis;Latreille, 1811;Muñopepe (Avila);Muñopepe;Muñopepe;Ávila;Castilla y León;España;VII-2014;jul-14;M. Hitado;;;hembra;;P. Álvarez;2024
MNCN_Ent 408647;1;Megachilidae;Megachilinae;Stelis;Stelis;odontopyga;Noskiewicz, 1926;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1.VIII.2015;01/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2022
MNCN_Ent 408657;1;Megachilidae;Megachilinae;Stelis;Stelis;odontopyga;Noskiewicz, 1926;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;19.VIII.2015;19/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 408669;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;malachurum;(Kirby, 1802);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;6.IX.2015;06/09/2015;F. Fresno;350 m;;macho;;P. Álvarez;2023
MNCN_Ent 408673;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;malachurum;(Kirby, 1802);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;15.VIII.2015;15/08/2015;F. Fresno;350 m;;macho;;P. Álvarez;2022
MNCN_Ent 408764;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;minutissimum;(Kirby, 1802);Villaverde;Madrid, VIllaverde;Madrid;Madrid;Madrid;España;3.VIII.[19]06;03/08/1906;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 408765;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;minutissimum;(Kirby, 1802);Villaverde;Madrid, VIllaverde;Madrid;Madrid;Madrid;España;3.VIII.[19]06;03/08/1906;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 408767;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Barcial del Barco (ZA);Barcial del Barco;Barcial del Barco;Zamora;Castilla y León;España;23-V-2012;23/05/2012;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408768;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Piedraceda (Lena, Asturias);Piedraceda;Lena;Asturias;Asturias;España;28.07.2016;28/07/2016;F. Fresno;420 m;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408769;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Valle La Peral (Lena, Asturias);Valle La Peral;Lena;Asturias;Asturias;España;24.07.2016;24/07/2016;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408770;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Valle La Peral (Lena, Asturias);Valle La Peral;Lena;Asturias;Asturias;España;24.07.2016;24/07/2016;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408771;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Valle La Peral (Lena, Asturias);Valle La Peral;Lena;Asturias;Asturias;España;28.07.2016;28/07/2016;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408772;1;Megachilidae;Megachilinae;Chelostoma;Foveosmia;campanularum;(Kirby, 1802);Soto de Agues (Asturias);Soto de Agues;Sobrescobio;Asturias;Asturias;España;21-VII-2017;21/07/2017;F. Fresno;415 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408773;1;Megachilidae;Megachilinae;Dioxys;;cinctus;(Jurine, 1807);Siero de la Reina (LE);Siero de la Reina;Boca de Huérgano;León;Castilla y León;España;11-VI-1996;11/06/1996;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408776;1;Megachilidae;Megachilinae;Anthidium;Anthidium;punctatum;Latreille, 1809;Rodiezmo (León);Rodiezmo de la Tercia;Villamanín;León;Castilla y León;España;10.VIII.2009;10/08/2009;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 408781;1;Apidae;Andreninae;Andrena;Micrandrena;minutula;(Kirby, 1802);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;12.04.2017;12/04/2017;F. Fresno;305 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 408782;1;Apidae;Andreninae;Andrena;Micrandrena;minutula;(Kirby, 1802);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;12.04.2017;12/04/2017;F. Fresno;305 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 408783;1;Apidae;Andreninae;Andrena;Micrandrena;minutula;(Kirby, 1802);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;16.04.2017;16/04/2017;F. Fresno;305 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 408784;1;Apidae;Andreninae;Andrena;Micrandrena;minutula;(Kirby, 1802);Telledo (Lena) (Asturias);Telledo;Lena;Asturias;Asturias;España;2.VIII.2006;02/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 408785;1;Apidae;Andreninae;Andrena;Micrandrena;minutula;(Kirby, 1802);Zureda (Lena) (Asturias);Zureda;Lena;Asturias;Asturias;España;7.VIII.2006;07/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2023
MNCN_Ent 410317;1;Andrenidae;Andreninae;Andrena;Melandrena;morio;Brullé, 1832;Casa de Campo (Madrid);Madrid, Casa de Campo;Madrid;Madrid;Madrid;España;22-VII-1971;22/07/1971;A. Compte;;;hembra;;P. Álvarez;2024
MNCN_Ent 410960;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;pictipes;Nylander, 1852;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;24.VIII.2015;24/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2023
MNCN_Ent 410961;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;pictipes;Nylander, 1852;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;21.VIII.2015;21/08/2015;F. Fresno;350 m;;hembra;;P. Álvarez;2023
MNCN_Ent 410965;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;mediterraneum;(Blüthgen, 1926);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;9.VIII.2015;09/08/2015;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 410966;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;mediterraneum;(Blüthgen, 1926);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;15.VIII.2015;15/08/2015;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 410967;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;mediterraneum;(Blüthgen, 1926);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;6.VIII.2015;06/08/2015;F. Fresno;;;macho;;P. Álvarez;2023
MNCN_Ent 410987;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Castrovido (Burgos);Castrovido;Salas de Los Infantes;Burgos;Castilla y León;España;27-VIII-1989;27/08/1989;C. Rey;;;macho;;P. Álvarez;2023
MNCN_Ent 410988;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;El Pardo (Madrid), La Quinta;Madrid, El Pardo;Madrid;Madrid;Madrid;España;10-VI-81;10/06/1981;I. Izquierdo;;;macho;;P. Álvarez;2023
MNCN_Ent 410989;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Gargantilla de Lozoya, Madrid;Gargantilla del Lozoya;Gargantilla del Lozoya y Pinilla de Buitrago;Madrid;Madrid;España;10-VI-86;10/06/1986;E. Mingo;;;hembra;;P. Álvarez;2023
MNCN_Ent 410990;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Montejo de la Sierra, Madrid;Montejo de la Sierra;Montejo de la Sierra;Madrid;Madrid;España;3-VII-86;03/07/1986;E. Mingo;;;hembra;;P. Álvarez;2023
MNCN_Ent 410991;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Soto del Real, Madrid;Soto del Real;Soto del Real;Madrid;Madrid;España;21-VII-85;21/07/1985;V. Llorente;;;hembra;;P. Álvarez;2023
MNCN_Ent 410992;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Miraflores de la Sierra, Madrid;Miraflores de la Sierra;Miraflores de la Sierra;Madrid;Madrid;España;18-VI-86;18/06/1986;V. Llorente;;;hembra;;P. Álvarez;2023
MNCN_Ent 410993;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;El Escorial, Madrid;San Lorenzo de El Escorial;San Lorenzo de El Escorial;Madrid;Madrid;España;10-VI-82;10/06/1982;C. Rey;;;hembra;;P. Álvarez;2023
MNCN_Ent 410994;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Aranjuez, Madrid;Aranjuez;Aranjuez;Madrid;Madrid;España;30-V-1982;30/05/1982;sin datos;;;hembra;;P. Álvarez;2023
MNCN_Ent 410995;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Rivas-Vaciamadrid (Madrid);Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;17.VIII.93;17/08/1993;J.I. López-Colón;;;hembra;;P. Álvarez;2023
MNCN_Ent 410996;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Rivas-Vaciamadrid (Madrid);Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;17.VIII.93;17/08/1993;J.I. López-Colón;;;hembra;;P. Álvarez;2023
MNCN_Ent 410997;1;Colletidae;Hylaeinae;Hylaeus;Abrupta;cornutus;Curtis, 1831;Montarco;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;17-6-36;17/06/1936;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2023
MNCN_Ent 411041;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;16-VI-[19]06;16/07/1906;A. Sanz;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411042;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;16-VI-[19]06;16/07/1906;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411043;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;6-6-24;06/06/1924;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411044;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;6-6-24;06/06/1924;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411045;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;6-6-24;06/06/1924;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411047;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;13-6-2;13/06/1902;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411048;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid;Madrid;Madrid;Madrid;Madrid;España;13-6-2;13/06/1902;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411049;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);San Fernando;San Fernando de Henares;San Fernando de Henares;Madrid;Madrid;España;8-6-10;08/06/1910;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411050;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Galapagar (Madrid);Galapagar;Galapagar;Madrid;Madrid;España;11-7-30;11/07/1930;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411051;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);C. Universitaria;Madrid, Ciudad Universitaria;Madrid;Madrid;Madrid;España;4-VIII-43;04/08/1943;Junco;;;macho;;P. Álvarez;2022
MNCN_Ent 411052;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);C. Universitaria;Madrid, Ciudad Universitaria;Madrid;Madrid;Madrid;España;4-VIII-43;04/08/1943;Junco;;;macho;;P. Álvarez;2022
MNCN_Ent 411055;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;10-7-6;10/07/1906;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411056;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;10-7-6;10/07/1906;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411057;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;5-7-27;05/07/1927;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411058;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;5-7-27;05/07/1927;Dusmet;;;macho;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411059;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;5-7-27;05/07/1927;Dusmet;;;hembra;Colección Dusmet;P. Álvarez;2022
MNCN_Ent 411061;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;VI-1908;jun-08;Bolivar;;;hembra;;P. Álvarez;2022
MNCN_Ent 411069;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid, El Pardo;Madrid;Madrid;Madrid;Madrid;España;2-VIII-1912;02/08/1912;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
MNCN_Ent 411070;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;(Fabricius, 1798);Madrid, El Pardo;Madrid;Madrid;Madrid;Madrid;España;2-VIII-1912;02/08/1912;sin datos;;;hembra;Colección Cabrera;P. Álvarez;2022
