Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;"Coordinate precision (e.g. GPS; ~10km) ";Year;month;day;Collector;Determined by;Female;Male;Worker;Not specified;Reference (doi);Flowers visited;Local Box No.;Local_ID;Authors to give credit;Any other additional data;Notes and queries;;;;;;;;;;;
Megachile;NA;apicalis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007576;Félix Torres;``El Gurugu´´-JARAL-TMB;;;;;;;;;;;;
Megachile;NA;apicalis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007577;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;apicalis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007578;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;apicalis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007579;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;apicalis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007580;Félix Torres;``Casas de Bayona´´-pinar-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007581;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;5;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007582;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007583;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007584;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;5;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007585;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007586;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007587;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;5;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007588;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007589;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007590;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;16-30;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007591;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007592;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007593;Félix Torres;Pollos-bosque de rivera-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007594;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007595;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;5;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007596;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007597;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007598;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007599;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007600;Félix Torres;Embalse S. José-chopera-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007601;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007602;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007603;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;centuncularis;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007604;Félix Torres;Embalse S. José-CARRIZAL-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007605;Félix Torres;``La Rinconada´´-encinar-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007606;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007607;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007608;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007609;Félix Torres;Castronuño-MANGA;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007610;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007611;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007612;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007613;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007614;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007615;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007616;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007617;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007618;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007619;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007620;Félix Torres;Embalse S. José-rep. Chop.-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007621;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007622;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007623;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007624;Félix Torres;``Las Lagunas´´-juncal-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007625;Félix Torres;``Casas de Bayona´´-pinar-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007626;Félix Torres;``Casas de Bayona´´-pinar-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007627;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007628;Félix Torres;Embalse S. José-rep. Chop.-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007629;Félix Torres;``Casas de Bayona´´-pinar-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007630;Félix Torres;``Los Pocitos´´-encinar-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007631;Félix Torres;lím. DUNA-``Los Pocitos´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007632;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007633;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007634;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007635;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007636;Félix Torres;``La Rinconada´´-regadio-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007637;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007638;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007639;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007640;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007641;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;5;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007642;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007643;Félix Torres;``Casa Don Mauro´´-PINAR-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007644;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007645;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007646;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007647;Félix Torres;``Casa Don Mauro´´-PINAR-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007648;Félix Torres;``Casa Don Mauro´´-PINAR-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007649;Félix Torres;``El Gurugu´´-JARAL-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007650;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007651;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007652;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007653;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007654;Félix Torres;Castronuño-MANGA;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007655;Félix Torres;``El Gurugu´´-JARAL-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007656;Félix Torres;``El Gurugu´´-JARAL-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007657;Félix Torres;``El Gurugu´´-JARAL-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007658;Félix Torres;``Dehesa de Cubillas´´-monte-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007659;Félix Torres;``Dehesa de Cubillas´´-monte-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007660;Félix Torres;``Dehesa de Cubillas´´-monte-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;0;1;0;0;NA;NA;24;APO-007661;Félix Torres;``Casa Don Mauro´´-PINAR-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007662;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007663;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;16-30;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007664;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007665;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007666;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007667;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007668;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007669;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007670;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;6;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007671;Félix Torres;Arenales de ´´El Villar´´-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;16-30;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007672;Félix Torres;``Dehesa de Cubillas´´-monte-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;7;16-31;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007673;Félix Torres;``Dehesa de Cubillas´´-monte-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007674;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;8;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007675;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
Megachile;NA;leachella;NA;Spain;Valladolid;R. N. Castronuño;NA;NA;NA;2007;9;1-15;S. F. Gayubo et al.;Abalde-Lago, S;1;0;0;0;NA;NA;24;APO-007676;Félix Torres;Castronuño-huerto-TMB;;;;;;;;;;;;
