ID;Familia;Especie;Fecha;Localidad;Municipio;Provincia;País;Hábitat;Altitud;Hora;Sexo;Recolector;Identificador;Identificador 2;Identificador 3;Fila;Armario/estantería;Balda;Caja;latitud;longitud;Observaciones;Identificación inicial;Otra identificación posterior
BOS-HYM-N00018;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00019;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00020;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00021;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00022;Tenthredinidae;Strombocerus delicatulus;27/04/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00023;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00024;Tenthredinidae;Strombocerus delicatulus;04/06/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00025;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00026;Tenthredinidae;Strombocerus delicatulus;08/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00027;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00028;Tenthredinidae;Strombocerus delicatulus;08/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00029;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00030;Tenthredinidae;Strombocerus delicatulus;08/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00031;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00032;Tenthredinidae;Strombocerus delicatulus;15/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00033;Tenthredinidae;Strombocerus delicatulus;27/04/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00034;Tenthredinidae;Strombocerus delicatulus;04/06/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00035;Tenthredinidae;Strombocerus delicatulus;04/06/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00036;Tenthredinidae;Strombocerus delicatulus;08/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00037;Tenthredinidae;Strombocerus delicatulus;08/05/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00038;Tenthredinidae;Strombocerus delicatulus;27/04/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00039;Tenthredinidae;Strongylogaster lineata;23/05/1978;San Lázaro (Oviedo);Oviedo;Asturias;España;Prado;;;Hembra;C. Ocejo Otero;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00040;Tenthredinidae;Strongylogaster lineata;14/04/1977;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00041;Tenthredinidae;Strongylogaster lineata;11/05/1976;La Felguera;Langreo;Asturias;España;;;;Hembra;A. Laso;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00042;Tenthredinidae;Emphytus cinctus;09/09/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00043;Tenthredinidae;Emphytus cinctus;09/04/1981;Feleches;;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00044;Tenthredinidae;Emphytus cinctus;23/07/1981;Llantrales;Grado;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00045;Tenthredinidae;Emphytus pallipes;27/04/1981;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00046;Tenthredinidae;Emphytus pallipes;04/07/1981;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00047;Tenthredinidae;Emphytus carpini;13/03/1977;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00048;Tenthredinidae;Emphytus carpini;13/04/1977;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00049;Tenthredinidae;Ametastegia equiseti;10/10/1981;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00050;Tenthredinidae;Ametastegia equiseti;29/07/1979;Belmonte;;;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00051;Tenthredinidae;Ametastegia equiseti;02/05/1980;Trubia;Oviedo;Asturias;España;Huerta;;;;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00052;Tenthredinidae;Dolerus etruscus;_/05/1978;Lugones;Siero;Asturias;España;;162 m;16 h;Hembra;P. R. Álvarez;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00053;Tenthredinidae;;07/06/1979;Cangas de Onís;Cangas de Onís;Asturias;España;;;;;I. Comas;;;;1;3;;3.2;;;;;
BOS-HYM-N00054;Tenthredinidae;Dolerus etruscus;12/10/1979;Grado;Grado;Asturias;España;;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00055;Tenthredinidae;Dolerus etruscus;03/07/1980;Lugones;Siero;Asturias;España;;;;Hembra;F. J. Ocharan;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00056;Tenthredinidae;Dolerus madidus;12/05/1974;Corias;Pravia;Asturias;España;;;;Hembra;M. A. Álvarez;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00057;Tenthredinidae;Dolerus puncticollis;23/05/1976;El Nocíu;;Asturias;España;;;;Macho;R. Anadón;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00058;Tenthredinidae;Dolerus puncticollis;11/05/1980;Vigaña de Arcello;Belmonte de Miranda;Asturias;España;;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00059;Tenthredinidae;Dolerus nitens;_/05/1978;Axeite;Pola de Lena;Asturias;España;;;;Hembra;R. Rodríguez Álvarez;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00060;Tenthredinidae;Dolerus nigratus;06/06/1976;Lago de Isoba;Puebla de Lillo;León;España;;;;Hembra;R. Anadón;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00061;Tenthredinidae;Loderus palmatus;01/06/1980;Feleches;;Asturias;España;Prado con frutales;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00062;Tenthredinidae;Athalia lugens;30/09/1979;Grado;Grado;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00063;Tenthredinidae;Athalia lugens;30/09/1979;Grado;Grado;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00064;Tenthredinidae;Athalia lugens;30/09/1979;Grado;Grado;Asturias;España;Prado;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00065;Tenthredinidae;Athalia lugens lugens;30/09/1979;Grado;Grado;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00066;Tenthredinidae;Athalia glabricollis;01/06/1980;Feleches;;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00067;Tenthredinidae;Athalia glabricollis glabricollis;24/05/1981;Carbajal de la Legua;Sariegos;León;España;Ribera;;;Hembra;C. Colinas;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00068;Tenthredinidae;Athalia rosae rosae;28/08/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00069;Tenthredinidae;Athalia rosae rosae;28/09/1979;Trubia;Oviedo;Asturias;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00070;Tenthredinidae;Athalia rosae rosae;30/09/1979;Grado;Grado;Asturias;España;Prado;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00071;Tenthredinidae;Athalia rosae rosae;07/06/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00072;Tenthredinidae;Athalia rosae rosae;05/05/1978;La Laguna;Avilés;Asturias;España;;;;Hembra;M. José Valle;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00073;Tenthredinidae;Athalia rosae rosae;28/05/1981;Somió;Gijón;Asturias;España;;;;Macho;Luis Mero;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00074;Tenthredinidae;Athalia rosae rosae;26/09/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00075;Tenthredinidae;Athalia liberta liberta;30/09/1979;Grado;Grado;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00076;Tenthredinidae;Athalia liberta liberta;20/09/1976;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00077;Tenthredinidae;Athalia liberta liberta;18/08/1976;Trubia;Oviedo;Asturias;España;Huerta;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00078;Tenthredinidae;Athalia liberta liberta;06/08/1979;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00079;Tenthredinidae;Athalia liberta;24/05/1980;Gijón;Gijón;Asturias;España;;;;Macho;Villalba;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00080;Tenthredinidae;Athalia cornubiae;10/05/1980;Santo Adriano (Tuñón);Santo Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00081;Tenthredinidae;Athalia cornubiae;17/08/1976;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00082;Tenthredinidae;Athalia cornubiae;18/08/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00083;Tenthredinidae;Athalia cornubiae;18/08/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00084;Tenthredinidae;Athalia cornubiae;11/10/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00085;Tenthredinidae;Athalia cornubiae;28/08/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00086;Tenthredinidae;Athalia cornubiae;20/09/1976;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00087;Tenthredinidae;Athalia cornubiae;26/09/1980;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00088;Tenthredinidae;Athalia cornubiae;26/09/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00089;Tenthredinidae;Athalia cordata;07/05/1976;Grado;Grado;Asturias;España;;;;Macho;J. L. Velasco;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00090;Tenthredinidae;Athalia cordata;15/05/1978;Avilés;Avilés;Asturias;España;Prado;;;Macho;A. Reyero;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00091;Tenthredinidae;Athalia cordata;13/04/1977;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00092;Tenthredinidae;Athalia cordata;09/09/1976;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00093;Tenthredinidae;Athalia cordata;26/03/1977;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00094;Tenthredinidae;Athalia cordata;26/03/1977;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00095;Tenthredinidae;Athalia cordata;27/04/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00096;Tenthredinidae;Athalia cordata;12/03/1977;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00097;Tenthredinidae;Athalia cordata;_/06/1979;;;Asturias;España;;;;Hembra;M. Lebrato;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00098;Tenthredinidae;Athalia cordata;02/10/1979;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00099;Tenthredinidae;Athalia cordata;09/12/1976;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00100;Tenthredinidae;Athalia cordata;13/04/1977;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00101;Tenthredinidae;Athalia cordata;27/03/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00102;Tenthredinidae;Athalia cordata;26/04/1976;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00103;Tenthredinidae;Athalia cordata;29/03/1981;Celorio;Llanes;Asturias;España;;;;Hembra;Milagros Garzo;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00104;Tenthredinidae;Athalia cordata;15/10/1981;Alcubiellas;Grado;Asturias;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00105;Tenthredinidae;Athalia cordata;30/09/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00106;Tenthredinidae;Athalia cordata;30/09/1976;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00107;Tenthredinidae;Athalia cordata;26/03/1977;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00108;Tenthredinidae;Athalia cordata;30/09/1976;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00109;Tenthredinidae;Athalia cordata;06/05/1976;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00110;Tenthredinidae;Athalia lugens;19/10/1979;Grado;Grado;Asturias;España;Prado;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00111;Tenthredinidae;Tomostethus punctatus;11/05/1980;Viagaña de Arcello;Belmonte de Miranda;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00112;Tenthredinidae;Tomostethus fuliginosus;02/09/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;Atomostethus fuliginosus;
BOS-HYM-N00113;Tenthredinidae;Tomostethus fuliginosus;28/07/1979;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00114;Tenthredinidae;Tomostethus ephippium;10/05/1980;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00115;Tenthredinidae;Tomostethus ephippium;10/05/1980;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00116;Tenthredinidae;Tomostethus ephippium;10/05/1980;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00117;Tenthredinidae;Tomostethus ephippium;21/05/1980;Trubia;Oviedo;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00118;Tenthredinidae;Tomostethus ephippium;12/06/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00119;Tenthredinidae;Tomostethus ephippium;03/08/1975;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00120;Tenthredinidae;Tomostethus ephippium;21/05/1980;Trubia;Oviedo;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00121;Tenthredinidae;Eutomastethus epphippium;09/06/1981;Trubia;Oviedo;Asturias;España;Jardín, en hoja de hortensia;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00122;Tenthredinidae;Tomostethus ephippium;10/05/1980;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00123;Tenthredinidae;Tomostethus ephippium;01/06/1980;Lampaya (Naranco);Oviedo;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00124;Tenthredinidae;Monophadnoides ruficruris;24/03/1980;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00125;Tenthredinidae;Monophadnoides ruficruris;26/05/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00126;Tenthredinidae;Monophadnoides ruficruris;06/04/1981;Trubia;Oviedo;Asturias;España;Prado con frutales;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00127;Tenthredinidae;Monophadnoides pallescens;08/06/1980;Villafría;Pravia;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00128;Tenthredinidae;Monophadnoides pallescens;26/05/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00129;Tenthredinidae;Monophadnoides pallescens;30/03/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00130;Tenthredinidae;Monophadnus monticola;23/03/1981;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00131;Tenthredinidae;Blennocampa affinis;01/06/1980;Lampaya (Naranco);Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Fallén;;
BOS-HYM-N00132;Tenthredinidae;Fenella nigrita;21/05/1980;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00133;Tenthredinidae;Caliroa limacina;07/05/1981;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00134;Tenthredinidae;Phyllotoma vagans;18/08/1976;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00135;Tenthredinidae;Hoplocampa minuta;26/09/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00136;Tenthredinidae;Fenella nigrita;24/03/1980;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00137;Tenthredinidae;Hoplocampa minuta;28/08/1976;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
