id;FAMILIA;GeNERO;SUBGÃ‰NERO;ESPECIE;SUBESPECIE;SEXO;DÃA;MES;AÃ‘O;LOCALIDAD;PROVINCIA;COLECTOR;DETERMINADOR;en quÃ© planta
OA580;NA;Osmia;Helicosmia;dimidiata;NA;Macho;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA581;NA;Osmia;Helicosmia;dimidiata;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA582;NA;Osmia;Helicosmia;dimidiata;NA;Macho;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Rosmarinus officinalis
OA583;NA;Osmia;Helicosmia;dimidiata;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA584;NA;Osmia;Helicosmia;dimidiata;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA585;NA;Osmia;Helicosmia;dimidiata;NA;Macho;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Taraxacum officinalis
OA586;NA;Osmia;Helicosmia;dimidiata;NA;Hembra;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA587;NA;Osmia;Helicosmia;dimidiata;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA588;NA;Osmia;Helicosmia;dimidiata;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA589;NA;Osmia;Helicosmia;dimidiata;NA;Hembra;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA590;NA;Osmia;Helicosmia;dimidiata;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA591;NA;Osmia;Helicosmia;dimidiata;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Rubus sp
OA592;NA;Osmia;NA;bicornis;NA;Macho;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Crataegus monogyna
OA593;NA;Osmia;NA;bicornis;NA;Macho;13;5;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Crataegus monogyna
OA594;NA;Osmia;NA;bicornis;NA;Hembra;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Echium vulgare
OA595;NA;Osmia;NA;bicornis;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA596;NA;Megachile;NA;apicalis;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA597;NA;Megachile;NA;apicalis;NA;Hembra;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA598;NA;Megachile;NA;apicalis;NA;Hembra;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA599;NA;Megachile;NA;apicalis;NA;Macho;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Medicago sativa
OA600;NA;Megachile;NA;apicalis;NA;Macho;14;9;2016;Olmedo;Va;G. Aguado;L.O. A.M;Medicago sativa
OA601;NA;Megachile;NA;apicalis;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Rubus sp
OA602;NA;Megachile;NA;apicalis;NA;Macho;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA603;NA;Megachile;NA;apicalis;NA;Macho;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Medicago sativa
OA604;NA;Megachile;NA;apicalis;NA;Macho;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Medicago sativa
OA605;NA;Megachile;NA;apicalis;NA;Macho;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Medicago sativa
OA606;NA;Megachile;NA;apicalis;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Medicago sativa
OA607;NA;Megachile;NA;apicalis;NA;Macho;14;9;2016;Olmedo;Va;G. Aguado;L.O. A.M;Malva sylvestris
OA608;NA;Osmia;Osmia;tricornis;NA;Macho;12;4;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Crataegus monogyna
OA609;NA;Osmia;Osmia;tricornis;NA;Macho;12;4;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Prunus dulcis
OA610;NA;Osmia;Osmia;tricornis;NA;Hembra;7;3;2016;Toro;Za;G. Aguado;L.O. A.M;Prunus dulcis
OA611;NA;Osmia;Osmia;tricornis;NA;Hembra;29;3;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Prunus dulcis
OA612;NA;Osmia;Osmia;tricornis;NA;Hembra;12;4;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Rosmarinus officinalis
OA613;NA;Osmia;Osmia;tricornis;NA;NA;29;3;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Rosmarinus officinalis
OA614;NA;Osmia;Osmia;tricornis;NA;Macho;29;3;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Prunus dulcis
OA615;NA;Osmia;Osmia;tricornis;NA;Hembra;NA;NA;2016;NA;Va;NA;L.O. A.M;Prunus dulcis
OA616;NA;Osmia;Hoplosmia;anceyi;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Rubus sp
OA617;NA;Osmia;Hoplosmia;anceyi;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA618;NA;Osmia;hoplosmia;anceyi;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Silybum marianum
OA619;NA;Osmia;hoplosmia;anceyi;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Silybum marianum
OA620;NA;Osmia;Hoplosmia;anceyi;NA;NA;14;5;2016;Hornillos de Eresma;Va;G. Aguado;NA;Silybum marianum
OA621;NA;Osmia;Hoplosmia;anceyi;NA;NA;14;5;2016;Toro;Za;G. Aguado;NA;Echium vulgare
OA622;NA;Osmia;Hoplandrena;anceyi;NA;NA;14;5;2016;Hornillos de Eresma;Va;G. Aguado;NA;Silybum marianum
OA623;NA;Osmia;Helicosmia;leaiana;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Lavandula officinalis
OA624;NA;Osmia;Helicosmia;leaiana;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Lavandula officinalis
OA625;NA;Osmia;Helicosmia;leaiana;NA;Hembra;24;8;2016;Olmedo;Va;G. Aguado;L.O. A.M;Rubus sp
OA626;NA;Osmia;Helicosmia;leaiana;NA;Hembra;24;8;2016;Olmedo;Va;G. Aguado;L.O. A.M;Malva sylvestris
OA627;NA;Osmia;Helicosmia;leaiana;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Lavandula officinalis
OA628;NA;Osmia;Helicosmia;leaiana;NA;Hembra;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Rubus sp
OA629;NA;Hoplitis;Hoplitis;benoisti;NA;Macho;14;5;2016;hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA630;NA;Hoplitis;Hoplitis;benoisti;NA;NA;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Papaver rhoeas
OA631;NA;Hoplitis;Hoplitis;benoisti;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;NA;Senecio vulgaris
OA632;NA;Hoplitis;Alcidamea;tridentata;NA;Macho;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA633;NA;Hoplitis;Alcidamea;tridentata;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA634;NA;Hoplitis;Alcidamea;tridentata;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA635;NA;Osmia;Hoplosmia;anceyi;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA636;NA;Osmia;Hoplandrena;anceyi;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA637;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA638;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA639;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;12;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA640;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA641;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA642;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Rubus sp
OA643;NA;Lithurgus;Lithurgus;cornutus;NA;Macho;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Silybum marianum
OA644;NA;Lithurgus;Lithurgus;cornutus;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Silybum marianum
OA645;NA;Lithurgus;Lithurgus;cornutus;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA646;NA;Lithurgus;Lithurgus;cornutus;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA647;NA;Lithurgus;Lithurgus;cornutus;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA648;NA;Lithurgus;Lithurgus;cornutus;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA649;NA;Hoplitis;Hoplitis;adunca;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Malva sylvestris
OA650;NA;Hoplitis;Hoplitis;adunca;NA;Macho;12;4;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Crataegus monogyna
OA651;NA;Chalicodoma ;NA;albonotata;NA;Macho;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Echium vulgare
OA652;NA;Chalicodoma ;NA;albonotata;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Echium vulgare
OA653;NA;Lithurgus;NA;chrysurus;NA;Hembra;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Silybum marianum
OA654;NA;Lithurgus;NA;chrysurus;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA655;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA656;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA657;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA658;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA659;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Centaurea sp.
OA660;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA661;NA;Lithurgus;NA;chrysurus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Centaurea sp.
OA662;NA;Lithurgus;NA;chrysurus;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA663;NA;Lithurgus;NA;chrysurus;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA664;NA;Lithurgus;NA;chrysurus;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA665;NA;Lithurgus;NA;chrysurus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Malva sylvestris
OA666;NA;Lithurgus;NA;chrysurus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Malva sylvestris
OA667;NA;Lithurgus;NA;chrysurus;NA;Macho;13;9;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA668;NA;Lithurgus;NA;chrysurus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Malva sylvestris
OA669;NA;Lithurgus;NA;chrysurus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA670;NA;Lithurgus;NA;chrysurus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA671;NA;Lithurgus;NA;chrysurus;NA;Macho;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA672;NA;Lithurgus;NA;chrysurus;NA;Macho;24;8;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA673;NA;Lithurgus;NA;chrysurus;NA;Macho;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA674;NA;Lithurgus;NA;chrysurus;NA;Macho;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA675;NA;Lithurgus;NA;chrysurus;NA;Macho;15;7;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA676;NA;Lithurgus;NA;chrysurus;NA;Macho;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA677;NA;Colletes;NA;fodiens;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA678;NA;Colletes;NA;fodiens;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA679;NA;Colletes;NA;fodiens;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA680;NA;Colletes;NA;fodiens;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA681;NA;Colletes;NA;fodiens;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA682;NA;Colletes;NA;fodiens;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA683;NA;Colletes;NA;nigricans;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;NA
OA684;NA;Colletes;NA;nigricans;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;NA
OA685;NA;Colletes;NA;nigricans;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA686;NA;Colletes;NA;nigricans;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA687;NA;Colletes;NA;nigricans;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;NA
OA688;NA;Colletes;NA;nigricans;NA;Hembra;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA689;NA;Colletes;NA;hylaeiformis;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA690;NA;Colletes;NA;acutus;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA691;NA;Colletes;NA;nigricans;NA;Macho;14;9;2016;Olmedo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA692;NA;Colletes;NA;nigricans;NA;Macho;14;9;2016;Olmedo;Va;G. Aguado;L.O. A.M;Senecio vulgaris
OA693;NA;Colletes;NA;nigricans;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Lavandula officinalis
OA694;NA;Colletes;NA;nigricans;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA695;NA;Colletes;NA;nigricans;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA696;NA;Colletes;NA;nigricans;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Medicago sativa
OA697;NA;Colletes;NA;nigricans;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA698;NA;Colletes;NA;nigricans;NA;NA;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA699;NA;Colletes;NA;nigricans;NA;NA;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA700;NA;Colletes;NA;nigricans;NA;NA;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Achillea millefolium
OA701;NA;Astata;NA;sp.;NA;NA;13;9;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA702;NA;Astata;NA;sp.;NA;NA;10;6;2016;Hornillos de Eresma;Va;G. Aguado;NA;Eryngium campestre/Thapsia villosa
OA703;Icneumonidae;NA;NA;NA;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Thapsia villosa
OA704;Icneumonidae;NA;NA;NA;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;NA
OA705;Icneumonidae;NA;NA;NA;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;NA
OA706;NA;Macrophya;NA;montana;NA;Macho;14;5;2016;Olmedo;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA707;NA;Macrophya;NA;montana;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;L.O. A.M;NA
OA708;NA;Macrophya;NA;montana;NA;Macho;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA709;NA;Macrophya;NA;montana;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA710;NA;Macrophya;NA;montana;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA711;NA;Ammophila;NA;heydeni;NA;Hembra;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA712;NA;Ammophila;NA;heydeni;NA;Hembra;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA713;NA;Prionyx;NA;kirbyi;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA714;NA;Podalonia ;NA;hirsuta;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Rubus sp
OA715;NA;Podalonia ;NA;hirsuta;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA716;NA;Podalonia ;NA;hirsuta;NA;Hembra;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA717;NA;Gorytes;NA;sp.;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA718;NA;Gorytes;NA;sp.;NA;NA;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA719;NA;Gorytes;NA;sp.;NA;NA;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA720;NA;Stizus;NA;ruficornis;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA721;NA;Styzus;NA;hispanicus;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Retama sphaerocarpa
OA722;NA;Styzus;NA;hispanicus;NA;Macho;13;9;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Retama sphaerocarpa
OA723;NA;Cerceris;NA;sp.;NA;NA;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA724;NA;Cerceris;NA;sp.;NA;NA;14;9;2016;Olmedo;Va;G. Aguado;NA;NA
OA725;NA;Cerceris;NA;sp.;NA;NA;14;9;2016;Olmedo;Va;G. Aguado;NA;NA
OA726;NA;Cerceris;NA;sp.;NA;NA;14;9;2016;Olmedo;Va;G. Aguado;NA;NA
OA727;NA;Cerceris;NA;sp.;NA;NA;14;9;2016;Olmedo;Va;G. Aguado;NA;Eryngium campestre
OA728;NA;Cerceris;NA;sp.;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;NA
OA729;NA;Cerceris;NA;sp.;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;NA
OA730;NA;Cerceris;NA;sp.;NA;NA;14;9;2016;Hornillos de Eresma;Va;G. Aguado;NA;NA
OA731;NA;Cerceris;NA;sp.;NA;NA;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA732;NA;Cerceris;NA;sp.;NA;NA;13;9;2016;Vilalba de los Alcores;Va;G. Aguado;NA;NA
OA733;NA;Cerceris;NA;sp.;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;NA
OA734;NA;Cerceris;NA;sp.;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;NA
OA735;NA;Cerceris;NA;sp.;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;NA
OA736;NA;Cerceris;NA;sp.;NA;NA;14;5;2016;Olmedo;Va;G. Aguado;NA;NA
OA737;NA;Philanthus;NA;triangulum;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA738;NA;Philanthus;NA;triangulum;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA739;NA;Philanthus;NA;triangulum;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA740;NA;Philanthus;ibericus;coronatus;NA;Hembra;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA741;NA;Bembecinus;NA;tridens;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Thapsia villosa
OA742;NA;Bembecinus;NA;tridens;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA743;NA;Bembecinus;NA;tridens;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA744;NA;Bembecinus;NA;tridens;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;NA
OA745;NA;Bembecinus;NA;tridens;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;NA
OA746;NA;Bembecinus;NA;tridens;NA;Macho;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA747;NA;Cerceris;NA;arenaria;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Retama sphaerocarpa
OA748;NA;Eumenes;NA;papillarius;NA;Hembra;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA749;NA;Eumenes;NA;sp;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Senecio vulgaris
OA750;NA;Eumenes;NA;sp;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA751;NA;Eumenes;NA;sp;NA;NA;14;5;2016;Olmedo;Va;G. Aguado;L.O. A.M;Echium vulgare
OA752;NA;Eumenes;NA;sp;NA;NA;13;5;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA753;NA;Eumenes;NA;sp;NA;NA;13;5;2016;San Bernardo;Va;G. Aguado;NA;Retama sphaerocarpa
OA754;NA;Eumenes;NA;sp;NA;NA;14;5;2016;Hornillos de Eresma;Va;G. Aguado;NA;Echium vulgare
OA755;NA;Odynerus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Rubus sp
OA756;NA;Ceramius;NA;sp;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Helychrysum stoechas
OA757;NA;Polistes;NA;dominulus;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;NA
OA758;NA;Polistes;NA;dominulus;NA;NA;12;4;2016;Zamaduenas;Va;G. Aguado;NA;Biscutella auriculata
OA759;NA;Polistes;NA;dominulus;NA;NA;11;4;2016;Olmedo;Va;G. Aguado;L.O. A.M;Echium vulgare
OA760;NA;Polistes;NA;dominulus;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Senecio vulgaris
OA761;NA;Polistes;NA;dominulus;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA762;NA;Polistes;NA;dominulus;NA;NA;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Rubus sp
OA763;NA;Bembix;NA;sinuata;NA;Macho;14;9;2016;Olmedo;Va;G. Aguado;L.O. A.M;Senecio vulgaris
OA764;NA;Vespula;NA;vulgaris;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Echium vulgare
OA765;NA;Vespula;NA;germanica;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Echium vulgare
OA766;NA;Vespula;NA;germanica;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
OA767;NA;Polistes;NA;gallicus;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Senecio vulgaris
OA768;NA;Polistes;NA;nympha;NA;NA;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Rosmarinus officinalis
OA769;NA;Polistes;NA;nympha;NA;Macho;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;NA
OA770;NA;Polistes;NA;nympha;NA;Macho;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;NA
OA771;NA;Apis;NA;mellifera;NA;Macho;11;4;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Papaver rhoeas
OA772;NA;Apis;NA;mellifera;NA;Obrera;12;4;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Lamium Amplexicaule
OA773;NA;Apis;NA;mellifera;NA;Obrera;11;4;2016;Olmedo;Va;G. Aguado;L.O. A.M;Crataegus monogyna
OA774;NA;Apis;NA;mellifera;NA;Obrera;12;4;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Viola odorata
OA775;NA;Bombus;Bombus;lucorum;NA;Obrera;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Helianthus annuus
OA776;NA;Bombus;Thoracobombus;pascuorum;NA;Obrera;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Silybum marianum
OA777;NA;Bombus;Thoracobombus;pascuorum;NA;Obrera;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Trifolium pratense
OA778;NA;Bombus;Thoracobombus;pascuorum;NA;Obrera;17;7;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Rubus sp
