",""id"",""genus"",""species"",""num_individuals"",""sex"",""m_IT"",""day"",""month"",""year"",""collector"",""taxonomist"",""Lat2"",""Long2"""
"3170,2514,""Halictus"",""pollinosus"",2,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3171,2270,""Tetralonia"",""tricincta"",1,""female"",4,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3172,2270,""Tetralonia"",""tricincta"",4,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3173,2273,""Tetralonia"",""tricincta"",1,""female"",4.2,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3174,3085,""Lasioglossum"",""discum"",4,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3175,4383,""Hylaeus"",""cornutus"",1,""male"",0.6,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3176,3797,""Osmia"",""bidentata"",7,""male"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3177,1628,""Nomada"",""discedens"",1,""female"",1,27,5,1986,""E. Asensio"",""Schwarz"",41.534312,-0.579094"
"3178,4271,""Colletes"",""dimidiatus"",1,""male"",2,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3179,2043,""Anthophora"",""leucophaea"",1,""female"",3.5,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3180,3871,""Hoplitis"",""brachypogon"",1,""male"",3,27,5,1986,""E. Asensio"",""Tkalcu"",41.534312,-0.579094"
"3181,4428,""Prosopis"",""pictipes"",1,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3182,568,""Andrena"",""boyerella"",2,""male"",2.9,27,5,1986,""E. Asensio"",""Warncke"",41.534312,-0.579094"
"3183,4954,""Ceratina"",""callosa"",1,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3184,4141,""Osmia"",""signata"",1,""male"",2,27,5,1986,""E. Asensio"",""Tkalcu"",41.534312,-0.579094"
"3185,3844,""Hoplitis"",""benoisti"",1,""male"",1.8,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3186,4322,""Colletes"",""similis"",1,""male"",NA,27,5,1986,""E. Asensio"",""Warncke"",41.534312,-0.579094"
"3187,2210,""Heliophila"",""bimaculata"",3,""male"",3,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3188,502,""Andrena"",""asperrima"",1,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3189,456,""Andrena"",""agilissima"",1,""female"",4.3,27,5,1985,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3190,4482,""Prosopis"",""variegatus"",2,""male"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3191,4955,""Ceratina"",""callosa"",1,""male"",1.4,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3192,393,""Melitturga"",""caudata"",2,""female"",3.8,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3193,2894,""Lasioglossum"",""planulum"",3,""male"",0.8,27,5,1986,""E. Asensio"",""Ebmer"",41.534312,-0.579094"
"3194,1200,""Andrena"",""senecionis"",1,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3195,3844,""Hoplitis"",""benoisti"",7,""male"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3196,369,""Panurginus"",""albopilosus"",1,""female"",0.7,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3197,5289,""Nomioides"",""fallax"",5,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3198,3845,""Hoplitis"",""benoisti"",1,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3199,4094,""Hoplitis"",""nasuta"",1,""female"",1.2,10,7,1986,""E. Asensio"",""G. v. d. Zanden"",41.689689,-4.706839"
"3200,4515,""Megabombus"",""hortorum"",1,""female"",8,10,8,1984,""E. Asensio"",""Paddy?Ornosa"",43.361027,-5.849345"
"3236,4079,""Hoplitis"",""leucomelaena"",1,""male"",1.2,18,6,1983,""E. Asensio"",""G. v. d. Zanden"",41.612677,-4.163444"
"3237,3815,""Osmia"",""argyropyga"",1,""male"",3,18,6,1983,""E. Asensio"",""G. v. d. Zanden"",41.612677,-4.163444"
"3249,4039,""Osmia"",""fulviventris"",2,""male"",NA,4,2,1988,""E. Asensio"",""Asensio"",39.539521,2.450143"
"3250,4040,""Osmia"",""fulviventris"",1,""female"",2.5,4,2,1988,""E. Asensio"",""Asensio"",39.539521,2.450143"
"3251,1918,""Anthophora"",""canescens"",2,""female"",NA,4,2,1988,""E. Asensio"",""Asensio"",39.539521,2.450143"
"3252,2765,""Lasioglossum"",""malachurum"",7,""female"",NA,4,2,1988,""E. Asensio"",""Asensio"",39.539521,2.450143"
"3253,1919,""Anthophora"",""canescens"",10,""male"",NA,4,2,1988,""E. Asensio"",""Asensio"",39.539521,2.450143"
"3254,224,""Thyreus"",""histrionicus"",1,""female"",4,30,9,1981,""M. Sacrist?n (Univ. Salamanca)"",""Asensio"",37.162342,-5.928034"
"3255,4685,""Megabombus"",""ruderatus"",1,""female"",5,4,6,1979,""E. Asensio"",""Tkalcu"",42.055796,-6.52756"
"3256,79,""Coelioxys"",""conoidea"",1,""female"",4,8,9,1982,""J.Sanchez (Univ. Salamanca)"",""Asensio"",42.009166,-4.531074"
"3257,225,""Thyreus"",""histrionicus"",1,""female"",NA,30,8,1983,""A. Melero (Univ. Salamanca)"",""Asensio"",42.009166,-4.531074"
"3258,5300,""Nomioides"",""minutissima"",1,""male"",NA,24,6,1985,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",38.110926,-6.15111"
"3259,1638,""Nomada"",""distinguenda"",1,""male"",0.3,24,6,1985,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Schwarz"",38.110926,-6.15111"
"3260,5241,""Sphecodes"",""pseudofasciatus"",1,""male"",NA,15,6,1985,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Schwarz"",38.110926,-6.15111"
"3261,2513,""Halictus"",""pollinosus"",1,""male"",1,24,6,1985,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",38.110926,-6.15111"
"3262,1917,""Anthophora"",""canescens"",14,""female"",NA,3,2,1988,""E. Asensio"",""Asensio"",39.569008,2.647959e-06"
"3263,1016,""Andrena"",""nigroaenea"",2,""female"",NA,3,2,1988,""E. Asensio"",""Warncke"",39.570464,2.649161"
"3264,566,""Andrena"",""binominata "",1,""male"",1.1,3,2,1988,""E. Asensio"",""Warncke"",39.570464,2.649161"
"3265,3217,""Icteranthidium"",""laterale"",1,""male"",5,20,8,1977,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",37.239378,-1.799503"
"3266,4564,""Pyrobombus"",""lapidarius"",1,""male"",6,11,8,1982,""A. L. Hebrero (Univ. Salamanca)"",""Paddy?Ornosa"",42.322611,-3.458121"
"3267,5166,""Sphecodes"",""dusmeti"",1,""male"",1.4,27,7,1985,""F. Sanza (Univ. Salamanca)"",""Schwarz"",41.496695,-3.511431"
"3268,1611,""Nomada"",""blepharipes"",1,""male"",NA,17,7,1985,""F. Sanza (Univ. Salamanca)"",""Schwarz"",41.496695,-3.511431"
"3269,4575,""Bombus"",""lucorum"",1,""female"",5,22,8,1982,""Univ. Salamanca"",""Asensio"",42.322611,-3.458121"
"3271,270,""Epeolus"",""fallax"",1,""female"",NA,13,5,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3272,254,""Ammobates"",""punctatus"",1,""female"",1.9,25,5,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3273,1704,""Nomada"",""linsenmaieri"",1,""male"",NA,5,6,1986,""J. Bosch Esteva (Univ. Salamanca)"",""Schwarz"",41.44657,-0.023773"
"3274,1643,""Nomada"",""ferruginata"",1,""male"",NA,24,5,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3275,1371,""Eucera"",""barbiventris"",1,""male"",4,7,3,1986,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3276,1370,""Eucera"",""barbiventris"",1,""female"",4.5,12,4,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Tkalcu"",41.44657,-0.023773"
"3277,1666,""Nomada"",""fuscicornis"",1,""male"",NA,5,6,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3278,1632,""Nomada"",""discrepans"",1,""female"",NA,2,3,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3279,3322,""Rhodanthidium"",""septemdentatum"",1,""female"",NA,17,4,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3280,1915,""Anthophora"",""biciliata"",1,""male"",NA,27,4,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3281,4359,""Prosopis"",""brevicornis"",1,""female"",0.6,12,6,1986,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3282,1671,""Nomada"",""glaucopis"",1,""female"",0.8,18,5,1985,""J. Bosch Esteva (Univ. Salamanca)"",NA,41.44657,-0.023773"
"3283,3507,""Megachile"",""circumcincta"",1,""female"",4.1,5,6,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3284,4106,""Osmia"",""rhynchoena"",1,""male"",NA,1,5,1986,""J. Bosch Esteva (Univ. Salamanca) "",""Warncke"",41.44657,-0.023773"
"3285,344,""Panurgus"",""dentipes"",1,""male"",1.2,7,6,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3286,1788,""Nomada"",""succincta"",1,""male"",2.7,18,1,1986,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3287,4092,""Osmia"",""nasoproducta"",1,""male"",3,19,4,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Tkalcu"",41.44657,-0.023773"
"3288,851,""Andrena"",""granulosa"",1,""male"",NA,27,3,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Warncke"",41.44657,-0.023773"
"3289,4093,""Osmia"",""nasoproducta"",1,""female"",5,7,6,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Tkalcu"",41.44657,-0.023773"
"3290,1724,""Nomada"",""mutabilis"",1,""male"",NA,15,2,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3291,3572,""Megachile"",""melanopyga"",1,""male"",NA,24,5,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3292,4384,""Hylaeus"",""diplonymus"",1,""female"",NA,1,5,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3293,835,""Andrena"",""fulva"",1,""female"",4,6,4,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Warncke"",41.44657,-0.023773"
"3294,4323,""Colletes"",""similis"",1,""female"",2.8,11,10,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Warncke"",41.44657,-0.023773"
"3295,1689,""Nomada"",""integra"",1,""male"",1.1,24,5,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Schwarz"",41.44657,-0.023773"
"3296,643,""Andrena"",""djelfensis"",1,""male"",NA,17,4,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Warncke"",41.44657,-0.023773"
"3297,2057,""Anthophora"",""mucida"",1,""female"",NA,27,4,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3298,1772,""Nomada"",""sheppardana"",1,""male"",0.7,3,3,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Schwarz"",41.44657,-0.023773"
"3299,59,""Coelioxys"",""afra"",1,""male"",3.2,20,6,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3300,850,""Andrena"",""granulosa"",1,""female"",NA,24,4,1986,""J. Bosch Esteva (Univ. Salamanca)"",""Warncke"",41.44657,-0.023773"
"3301,4884,""Xylocopa"",""cyanescens"",1,""male"",NA,27,4,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3302,4340,""Hylaeus"",""brachycephalus"",1,""male"",0.9,7,6,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3303,3812,""Anthocopa"",""antigae"",1,""female"",NA,20,6,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3304,1631,""Nomada"",""discrepans"",1,""male"",0.7,3,3,1985,""J. Bosch Esteva (Univ. Salamanca)"",NA,41.44657,-0.023773"
"3305,642,""Andrena"",""djelfensis"",1,""female"",NA,1,5,1986,""J. Bosch Esteva (Univ. Salamanca) "",""Warncke"",41.44657,-0.023773"
"3306,345,""Panurgus"",""dentipes"",1,""female"",1,7,6,1985,""J. Bosch Esteva (Univ. Salamanca)"",""Asensio"",41.44657,-0.023773"
"3307,3981,""Osmia"",""exenterata"",1,""male"",1,1,5,1986,""J. Bosch Esteva (Univ. Salamanca) "",""Warncke"",41.44657,-0.023773"
"3308,4341,""Hylaeus"",""brachycephalus"",1,""female"",0.7,29,6,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3309,4055,""Osmia"",""labialis"",1,""male"",NA,12,4,1985,""J. Bosch Esteva (Univ. Salamanca) "",""Asensio"",41.44657,-0.023773"
"3310,490,""Andrena"",""angustior"",1,""male"",3,4,1,1986,""J. Bosch Esteva (Univ. Salamanca)"",""Warncke"",41.44657,-0.023773"
"3311,489,""Andrena"",""angustior"",1,""female"",NA,4,1,1986,""J. Bosch Esteva (Univ. Salamanca) "",""Warncke"",41.44657,-0.023773"
"3312,1519,""Eucera"",""pulveracea"",1,""female"",4,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3313,2267,""Tetralonia"",""tricincta"",3,""female"",NA,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3314,4547,""Megabombus"",""laesus"",3,""female"",NA,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3315,4547,""Megabombus"",""laesus"",1,""female"",5,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3316,602,""Andrena"",""carbonaria"",1,""female"",4,4,7,1982,""E. Asensio"",""Warncke"",41.965189,-4.650572"
"3317,4514,""Megabombus"",""hortorum"",1,""female"",NA,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3318,2170,""Amegilla"",""savignyi"",1,""female"",3,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3319,1518,""Eucera"",""pulveracea"",4,""male"",NA,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3320,977,""Andrena"",""mucida"",1,""female"",2.6,4,7,1982,""E. Asensio"",""Warncke"",41.965189,-4.650572"
"3321,4988,""Ceratina"",""chalcites"",1,""female"",1.7,4,7,1982,""E. Asensio"",""Tkalcu"",41.965189,-4.650572"
"3322,3857,""Anthocopa"",""bisulca"",7,""female"",NA,4,7,1982,""E. Asensio"",""G. v. d. Zanden"",41.965189,-4.650572"
"3323,3858,""Anthocopa"",""bisulca"",2,""male"",NA,4,7,1982,""E. Asensio"",""G. v. d. Zanden"",41.965189,-4.650572"
"3324,4084,""Anthocopa"",""lunata"",1,""female"",2.4,4,7,1982,""E. Asensio"",""G. v. d. Zanden"",41.965189,-4.650572"
"3325,3175,""Anthidium"",""cingulatum"",1,""female"",4,4,7,1982,""E. Asensio"",""Asensio"",41.965189,-4.650572"
"3329,937,""Andrena"",""limbata"",1,""female"",4,13,6,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3330,4699,""Megabombus"",""sylvarum"",1,""female"",7,28,9,1971,""E. Asensio"",""Tkalcu"",41.643099,-4.747883"
"3331,1492,""Eucera"",""nitidiventris"",1,""female"",NA,7,7,1971,""E. Asensio"",""Tkalcu"",41.643099,-4.747883"
"3332,1413,""Eucera"",""clypeata"",1,""male"",3,25,5,1972,""E. Asensio"",NA,41.643099,-4.747883"
"3333,1535,""Eucera"",""trivittata"",2,""male"",NA,9,5,1972,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3334,1856,""Anthophora"",""agama"",1,""female"",5,23,6,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"3335,712,""Andrena"",""flavipes"",1,""female"",3,4,5,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3336,1297,""Andrena"",""variabilis"",1,""female"",2.7,28,9,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3337,1315,""Andrena"",""verticalis"",1,""male"",NA,25,5,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3338,1856,""Anthophora"",""agama"",2,""female"",5,23,6,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"3339,2222,""Tetralonia"",""berlandi"",1,""male"",5,27,6,1972,""E. Asensio"",""Asensio"",41.643131,-4.748269"
"3340,2223,""Tetralonia"",""berlandi"",1,""female"",5,27,6,1972,""E. Asensio"",""Asensio"",41.643131,-4.748269"
"3341,714,""Andrena"",""flavipes"",1,""male"",2.4,9,5,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3342,1206,""Andrena"",""spreta"",1,""female"",1.2,9,5,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3348,2152,""Amegilla"",""quadrifasciata"",1,""male"",NA,18,8,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"3349,106,""Coelioxys"",""rufocaudata"",1,""female"",1.5,17,8,1971,""E. Asensio"",""Pasteels"",41.643099,-4.747883"
"3350,401,""Melitturga"",""clavicornis"",1,""female"",4.7,5,7,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3351,405,""Melitturga"",""clavicornis"",1,""female"",4.7,9,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3352,406,""Melitturga"",""clavicornis"",1,""male"",4.7,9,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3353,403,""Melitturga"",""clavicornis"",1,""female"",4.7,8,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3354,1100,""Andrena"",""ovatula"",1,""female"",NA,27,6,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3355,1053,""Andrena"",""numida"",1,""female"",NA,5,7,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3356,900,""Andrena"",""labialis"",2,""female"",NA,22,6,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3357,1182,""Andrena"",""schencki"",1,""female"",2.2,NA,6,1973,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3358,1415,""Eucera"",""clypeata"",1,""female"",NA,21,6,1972,""E. Asensio"",NA,41.643099,-4.747883"
"3359,1858,""Anthophora"",""agama"",1,""female"",4.9,21,5,1972,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"3360,899,""Andrena"",""labialis"",1,""female"",NA,20,6,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3361,404,""Melitturga"",""clavicornis"",1,""male"",NA,8,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3362,1180,""Andrena"",""schencki"",2,""female"",3,20,6,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3363,1910,""Anthophora"",""biciliata"",1,""female"",5.8,8,6,1973,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3364,1183,""Andrena"",""schencki"",1,""male"",1.5,NA,6,1973,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3365,402,""Melitturga"",""clavicornis"",1,""male"",4.8,6,7,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3366,400,""Melitturga"",""clavicornis"",1,""male"",4.8,17,6,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3367,1101,""Andrena"",""ovatula"",1,""female"",NA,1,7,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3368,1257,""Andrena"",""thoracica"",1,""male"",NA,19,6,1973,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3369,2221,""Tetralonia"",""berlandi"",1,""female"",5.2,20,6,1972,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3370,1253,""Andrena"",""thoracica"",1,""male"",3,17,3,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3371,1417,""Eucera"",""clypeata"",1,""female"",3,12,7,1972,""E. Asensio"",NA,41.643099,-4.747883"
"3372,399,""Melitturga"",""clavicornis"",1,""female"",4.7,5,7,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3373,1107,""Andrena"",""ovatula"",1,""female"",NA,9,6,1973,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3374,1855,""Anthophora"",""agama"",1,""male"",NA,21,6,1971,""E. Asensio"",""Lieftinck"",41.643099,-4.747883"
"3375,398,""Melitturga"",""clavicornis"",1,""male"",4.8,5,7,1971,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3376,1889,""Anthophora"",""atroalba"",1,""male"",4.5,8,6,1972,""E. Asensio"",""Asensio"",41.643099,-4.747883"
"3377,922,""Andrena"",""lepida"",1,""female"",NA,12,7,1972,""E. Asensio"",""Warncke"",41.643099,-4.747883"
"3378,1416,""Eucera"",""clypeata"",6,""male"",NA,7,7,1972,""E. Asensio"",NA,41.643131,-4.748269"
"3388,1410,""Eucera"",""clypeata"",1,""male"",3,28,5,1971,""E. Asensio"",NA,41.643131,-4.748269"
"3389,709,""Andrena"",""flavipes"",1,""female"",3,28,5,1971,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3390,1530,""Eucera"",""trivittata"",1,""female"",4,28,5,1971,""E. Asensio"",""Asensio"",41.643131,-4.748269"
"3391,1592,""Nomada"",""basalis"",1,""male"",2,3,6,1971,""E. Asensio"",""Schwarz"",41.643131,-4.748269"
"3392,1592,""Nomada"",""basalis"",1,""female"",1.4,3,6,1971,""E. Asensio"",""Schwarz"",41.643131,-4.748269"
"3393,1099,""Andrena"",""ovatula"",1,""male"",1.75,9,5,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3394,679,""Andrena"",""ferrugineicrus"",1,""male"",2.6,3,6,1971,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3395,713,""Andrena"",""flavipes"",3,""male"",NA,9,5,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3400,1097,""Andrena"",""ovatula"",1,""female"",NA,19,8,1971,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3402,711,""Andrena"",""flavipes"",1,""male"",NA,18,4,1972,""E. Asensio"",""Warncke"",41.643131,-4.748269"
"3442,2979,""Lasioglossum"",""villosulum"",1,""male"",0.7,4,7,1982,""E. Asensio"",""Ebmer"",42.152683,-4.692188"
"3443,2290,""Halictus"",""consobrinus"",1,""female"",2,6,9,1983,""E. Asensio"",""Ebmer"",42.152683,-4.692188"
"3444,1314,""Andrena"",""ventricosa"",1,""male"",1.2,11,7,1986,""E. Asensio"",""Warncke"",42.152683,-4.692188"
"3445,4096,""Osmia"",""niveocincta"",1,""female"",3.8,4,7,1982,""E. Asensio"",""G. v. d. Zanden"",42.152683,-4.692188"
"3446,3208,""Anthidium"",""florentinum"",1,""male"",5.8,11,7,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3447,1069,""Andrena"",""obsoleta"",1,""female"",1.2,30,5,1983,""E. Asensio"",""Warncke"",42.152683,-4.692188"
"3448,1743,""Nomada"",""pusilla"",1,""female"",NA,14,7,1983,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3449,805,""Andrena"",""flavipes"",2,""female"",NA,4,7,1982,""E. Asensio"",""Warncke"",42.152683,-4.692188"
"3450,3016,""Lasioglossum"",""aegyptiellum"",2,""female"",NA,4,7,1982,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3451,5169,""Sphecodes"",""ephippius"",1,""male"",1,6,9,1983,""E. Asensio"",""Warncke"",42.152683,-4.692188"
"3452,1744,""Nomada"",""pusilla"",3,""male"",NA,14,7,1983,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3453,3258,""Pseudoanthidium"",""lituratum"",1,""male"",NA,3,9,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3454,2629,""Lasioglossum"",""glabriusculum"",1,""female"",0.4,11,7,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3455,4029,""Osmia"",""fulviventris"",1,""male"",NA,NA,NA,1984,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3456,804,""Andrena"",""flavipes"",2,""male"",NA,4,7,1982,""E. Asensio"",""Warncke"",42.152683,-4.692188"
"3457,3912,""Osmia"",""caerulescens"",1,""male"",1.5,NA,NA,1983,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3458,3640,""Megachile"",""pilidens"",1,""female"",NA,11,7,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3459,601,""Andrena"",""carbonaria"",1,""male"",NA,4,7,1982,""E. Asensio"",""Warncke"",42.152683,-4.692188"
"3460,3369,""Stelis"",""cognata"",1,""female"",3,16,7,1986,""A. Rueda  (Univ. Salamanca)"",""Asensio"",42.152683,-4.692188"
"3461,2879,""Lasioglossum"",""pauxillum"",1,""male"",0.8,6,9,1983,""E. Asensio"",""Ebmer"",42.152683,-4.692188"
"3462,3207,""Anthidium"",""florentinum"",1,""female"",NA,NA,NA,1985,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3463,1329,""Andrena"",""verticalis"",1,""female"",NA,11,7,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3464,5086,""Ceratina"",""cyanea"",1,""male"",NA,3,9,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3465,2966,""Lasioglossum"",""truncaticolle"",1,""female"",1.5,3,9,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3466,2589,""Lasioglossum"",""castilianum"",1,""male"",0.4,16,7,1986,""A. Rueda  (Univ. Salamanca)"",""Asensio"",42.152683,-4.692188"
"3467,4496,""Bombus"",""cullumanus"",1,""female"",NA,14,7,1983,""E. Asensio"",""Paddy?Ornosa"",42.152683,-4.692188"
"3468,343,""Panurgus"",""cephalotes"",1,""male"",2.5,11,7,1986,""E. Asensio"",""Asensio"",42.152683,-4.692188"
"3469,2517,""Halictus"",""vestitus"",1,""female"",1.1,4,7,1982,""E. Asensio"",""Asensio"",42.152683,-4.692188"
