",""id"",""genus"",""species"",""num_individuals"",""sex"",""m_IT"",""day"",""month"",""year"",""collector"",""taxonomist"",""Lat2"",""Long2"""
"2905,NA,""Anthophora"",""ventilabris"",1,""female"",4.8,26,4,1998,""E. Asensio"",""L. O. Aguado"",41.431092,-4.664313"
"2906,5190,""Sphecodes"",""gibbus"",1,""female"",NA,24,6,1979,""E. Asensio"",""Warncke"",41.431092,-4.664313"
"2907,556,""Andrena"",""bimaculata"",1,""female"",2.2,24,6,1979,""G. Aguado"",""Warncke"",41.431092,-4.664313"
"2908,NA,""Coelioxys"",""coturnix"",1,""male"",2,20,8,1986,""G. Aguado"",""L. O. Aguado"",41.431092,-4.664313"
"2909,NA,""Nomioides"",""minutissimus"",1,""female"",0.7,19,7,1975,""E. Asensio"",""Warncke"",41.431092,-4.664313"
"2910,2193,""Heliophila"",""bimaculata"",2,""male"",NA,19,7,1975,""E. Asensio"",""Lieftinck"",41.431092,-4.664313"
"2911,NA,""Metallinella"",""brevicornis"",1,""female"",3,17,7,1982,""E. Asensio"",""L. O. Aguado"",41.431092,-4.664313"
"2912,3884,""Osmia"",""caerulescens"",3,""male"",1.5,19,7,1975,""E. Asensio"",""Tkalcu"",41.431092,-4.664313"
"2913,2276,""Halictus"",""brunnescens"",1,""male"",2.1,NA,NA,NA,""E. Asensio"",""Asensio"",41.757053,-3.7093e-07"
"2915,4959,""Ceratina"",""callosa"",10,""female"",NA,NA,NA,1986,""E. Asensio"",""Asensio"",41.743743,-0.307759"
"2916,17,""Heriades"",""crenulatus"",1,""female"",1.3,NA,NA,1986,""E. Asensio"",""Asensio"",41.743743,-0.307759"
"2917,4958,""Ceratina"",""callosa"",5,""male"",NA,NA,NA,1986,""E. Asensio"",""Asensio"",41.743743,-0.307759"
"2918,5087,""Ceratina"",""cyanea"",2,""male"",NA,NA,NA,1986,""E. Asensio"",""Asensio"",41.743743,-0.307759"
"2919,3457,""Megachile"",""apicalis"",1,""female"",2.5,NA,NA,1986,""E. Asensio"",""Asensio"",41.757053,-3.7093e-07"
"2920,2521,""Halictus"",""vestitus"",1,""male"",0.8,NA,NA,1986,""E. Asensio"",""Asensio"",41.757053,-3.7093e-07"
"2921,4746,""Bombus"",""terrestris"",1,""female"",NA,6,7,1983,""E. Asensio"",""Paddy?Ornosa"",41.647433,-5.805336"
"2922,237,""Thyreus"",""ramosus"",1,""female"",NA,15,10,1983,""F. L?pez (Univ. Salamanca)"",""Asensio"",41.939063,-4.563992"
"2924,1386,""Eucera"",""cineraria"",1,""female"",3,26,6,1975,""E. Asensio"",""Tkalcu"",41.749386,-4.908322"
"2925,1841,""Anthophora"",""aestivalis"",1,""female"",4,27,6,1975,""E. Asensio"",""Lieftinck"",41.749386,-4.908322"
"2926,1388,""Eucera"",""cineraria"",2,""female"",NA,4,7,1975,""E. Asensio"",""Tkalcu"",41.749386,-4.908322"
"2927,247,""Ammobates"",""cristatus"",1,""male"",NA,4,7,1975,""E. Asensio"",""Asensio"",41.749386,-4.908322"
"2928,1387,""Eucera"",""cineraria"",2,""male"",NA,4,7,1975,""E. Asensio"",""Tkalcu"",41.749386,-4.908322"
"2929,NA,""Lasioglossum"",""interruptum"",1,""female"",1.3,26,6,1975,""E. Asensio"",""Ebmer"",41.749386,-4.908322"
"2930,1385,""Eucera"",""cineraria"",1,""male"",2.8,26,6,1975,""E. Asensio"",""Tkalcu"",41.749386,-4.908322"
"2931,2668,""Lasioglossum"",""interruptum"",2,""female"",NA,26,6,1975,""E. Asensio"",""Ebmer"",41.749386,-4.908322"
"2932,5314,""Nomia"",""diversipes"",3,""male"",NA,26,6,1975,""E. Asensio"",""2 m Warncke, 1 m G. v. d. Zanden"",41.749386,-4.908322"
"2933,2198,""Heliophila"",""bimaculata"",1,""male"",2.5,26,6,1975,""E. Asensio"",""Lieftinck"",41.749386,-4.908322"
"2935,NA,""Dasypoda"",""argentata"",1,""female"",4,25,7,1985,""G. Aguado"",""Asensio"",41.5081,-4.458055"
"2936,2302,""Halictus"",""crenicornis"",1,""female"",1.8,25,7,1985,""C. Heras  y A. Espeso (Univ. Salamanca)"",""Ebmer"",41.509008,-4.458141"
"2937,2301,""Halictus"",""crenicornis"",1,""female"",2,23,7,1985,""C. Heras  y A. Espeso (Univ. Salamanca)"",""Ebmer"",41.509008,-4.458141"
"2938,5035,""Ceratina"",""cucurbitina"",1,""male"",NA,11,6,1983,""E. Asensio"",""Asensio"",41.509008,-4.458141"
"2939,4365,""Prosopis"",""clypearis"",1,""male"",0.4,15,6,1985,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",38.154469,-6.213274"
"2940,4765,""Psithyrus"",""campestris"",1,""female"",7,NA,NA,NA,""F. Mu?oz Alaminos"",""Paddy?Ornosa"",42.390258,-3.211928"
"2941,4762,""Psithyrus"",""bohemicus"",2,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2942,4761,""Psithyrus"",""bohemicus"",1,""female"",8,NA,NA,NA,""F. Mu?oz Alaminos"",""Paddy?Ornosa"",42.390258,-3.211928"
"2943,1433,""Eucera"",""eucneidea"",1,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2944,1712,""Nomada"",""marshamella"",1,""female"",3,NA,NA,NA,""F. Mu?oz Alaminos"",""Schwarz"",42.390258,-3.211928"
"2945,3171,""Trachusa"",""byssina"",1,""male"",4,NA,NA,NA,""F. Mu?oz Alaminos"",""Van Der Zanden"",42.390258,-3.211928"
"2946,4768,""Psithyrus"",""maxillosus"",1,""female"",8,NA,NA,NA,""F. Mu?oz Alaminos"",""Paddy?Ornosa"",42.390258,-3.211928"
"2947,4529,""Megabombus"",""humilis"",1,""male"",3.8,NA,NA,NA,""Federico Mu?oz"",""Asensio"",42.390258,-3.211928"
"2948,1709,""Nomada"",""marshamella"",1,""female"",NA,NA,NA,1986,""F. Mu?oz Alaminos"",""Warncke ?"",42.390258,-3.211928"
"2949,889,""Andrena"",""humilis"",1,""female"",3,NA,NA,NA,""Federico Mu?oz "",""Warncke"",42.390258,-3.211928"
"2950,4710,""Megabombus"",""sylvarum"",1,""male"",3.6,NA,NA,NA,""F. Mu?oz Alamina"",""Paddy?Ornosa"",42.390258,-3.211928"
"2951,4762,""Psithyrus"",""bohemicus"",1,""male"",4,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2952,3052,""Lasioglossum"",""breviventre"",1,""female"",2.2,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2953,4580,""Bombus"",""magnus"",3,""female"",NA,NA,NA,NA,""F. Mu?oz Alamina"",""Tkalcu"",42.390258,-3.211928"
"2954,961,""Andrena"",""minutuloides"",1,""male"",0.9,NA,NA,NA,""Federico Mu?oz "",""Asensio"",42.390258,-3.211928"
"2955,5168,""Sphecodes"",""ephippius"",1,""female"",2,NA,NA,NA,""F. Mu?oz Alaminos"",""Warncke"",42.390258,-3.211928"
"2956,1693,""Nomada"",""laevilabris"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2957,4772,""Psithyrus"",""rupestris"",1,""female"",7.9,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2958,NA,""Andrena"",""fuscipes"",1,""male"",2.2,10,9,1983,""F. Mu?oz "",""Warncke"",42.390258,-3.211928"
"2959,1698,""Nomada"",""lathburiana"",3,""female"",2,NA,NA,1980,""F. Mu?oz Alaminos"",""Schwarz"",42.390258,-3.211928"
"2960,4252,""Colletes"",""cunicularius"",1,""female"",5,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2961,5194,""Sphecodes"",""gibbus"",1,""female"",1.8,NA,NA,NA,""F. Mu?oz Alaminos"",""Warncke"",42.390258,-3.211928"
"2962,613,""Andrena"",""cineraria"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2963,2456,""Halictus"",""seladonius"",1,""male"",1,NA,NA,1914,""F. Mu?oz Alaminos"",""Ebmer"",42.390258,-3.211928"
"2964,888,""Andrena"",""humilis"",1,""male"",1.5,NA,NA,NA,""Federico Mu?oz "",""Warncke"",42.390258,-3.211928"
"2965,4371,""Prosopis"",""communis"",1,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2966,2543,""Lasioglossum"",""albipes"",1,""male"",NA,NA,NA,1938,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2967,840,""Andrena"",""fuscipes"",1,""female"",2,NA,NA,1978,""F. Mu?oz "",""Warncke"",42.390258,-3.211928"
"2968,2526,""Lasioglossum"",""aeratum"",2,""male"",0.5,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2969,4773,""Psithyrus"",""rupestris"",1,""female"",7.8,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2970,3426,""Megachile"",""albonotata"",1,""female"",4.5,NA,NA,NA,""F. Mu?oz Alaminos"",""Van Der Zanden "",42.390258,-3.211928"
"2971,1138,""Andrena"",""ovatula"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alamina"",""Warncke"",42.390258,-3.211928"
"2972,4252,""Colletes"",""cunicularius"",1,""female"",4.6,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2973,1603,""Nomada"",""bispinosa"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2974,2924,""Lasioglossum"",""quadrasignatum"",1,""female"",1.2,NA,NA,NA,""Fede Mu?oz Alaminos"",""Ebmer"",42.390258,-3.211928"
"2975,4576,""Bombus"",""lucorum"",1,""male"",6,NA,NA,NA,""Federico Mu?oz "",""Asensio"",42.390258,-3.211928"
"2976,2471,""Halictus"",""smaragdulus"",1,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2977,1777,""Nomada"",""striata"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2978,614,""Andrena"",""cineraria"",1,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2979,962,""Andrena"",""minutuloides"",1,""female"",1,NA,NA,NA,""Federico Mu?oz "",""Asensio"",42.390258,-3.211928"
"2980,5172,""Sphecodes"",""ephippius"",1,""male"",1,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2981,1082,""Andrena"",""similis"",2,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2982,1529,""Eucera"",""taurica"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2983,4565,""Pyrobombus"",""lapidarius"",2,""male"",5.9,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2984,2349,""Halictus"",""patellatus"",1,""female"",1.9,NA,NA,NA,""F. Mu?oz Alaminos"",""Ebmer"",42.390258,-3.211928"
"2985,1752,""Nomada"",""rufipes"",1,""male"",1,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2986,4583,""Megabombus"",""mesomelas"",1,""female"",NA,NA,NA,NA,""F. Mu?oz"",""Paddy?Ornosa"",42.390258,-3.211928"
"2987,1202,""Andrena"",""smonturnyella"",1,""female"",1.2,NA,NA,NA,""F.Mu?oz"",""Warncke"",42.390258,-3.211928"
"2988,1159,""Andrena"",""proxima"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2989,1457,""Eucera"",""nigrifacies"",1,""male"",5,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2990,629,""Andrena"",""congruens"",1,""male"",2,NA,NA,NA,""F. Mu?oz"",""Warncke"",42.390258,-3.211928"
"2991,1440,""Eucera"",""hispaliensis"",1,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",NA,42.390258,-3.211928"
"2992,1081,""Andrena"",""similis"",3,""male"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Warncke"",42.390258,-3.211928"
"2993,1655,""Nomada"",""fucata"",1,""female"",NA,NA,NA,NA,""F. Mu?oz Alaminos"",""Asensio"",42.390258,-3.211928"
"2994,3823,""Osmia"",""aurulenta"",1,""female"",NA,27,6,1975,""E. Asensio"",""Tkalcu"",41.691799,-4.984308"
"2995,3851,""Anthocopa"",""bisulca"",1,""male"",3.6,26,6,1975,""E. Asensio"",""Tkalcu"",41.691799,-4.984308"
"2996,3770,""Osmia"",""adunca"",1,""male"",2.8,26,6,1975,""E. Asensio"",""Tkalcu"",41.691799,-4.984308"
"3001,3846,""Hoplitis"",""benoisti"",1,""male"",2,7,6,1986,""E. Asensio"",""Asensio"",38.907609,-6.616796"
"3002,4134,""Anthocopa"",""serrilabris"",1,""female"",4,17,7,1985,""F. Lopez"",""Asensio"",41.911812,1.91377e-07"
"3003,3423,""Megachile"",""albisecta"",1,""female"",NA,12,8,1985,""O. Tabernero (Univ. Salamanca)"",""Asensio"",41.911812,1.91377e-07"
"3004,2547,""Lasioglossum"",""angusticeps"",1,""female"",1.1,14,4,1973,""E. Asensio, de To?o"",""Ebmer"",42.821465,-5.845704"
"3005,3139,""Lasioglossum"",""subfasciatum"",1,""female"",3,14,4,1973,""E. Asensio, m?os de To?o"",""Ebmer"",42.821465,-5.845704"
"3006,4109,""Osmia"",""rufa"",1,""male"",2.5,14,4,1973,""E. Asensio"",""Tkalcu"",42.821465,-5.845704"
"3007,954,""Andrena"",""minutula"",1,""female"",1,14,4,1973,NA,""Warncke"",42.821465,-5.845704"
"3008,1105,""Andrena"",""ovatula"",1,""female"",2,14,4,1973,""E. Asensio"",""Warncke"",42.821465,-5.845704"
"3009,610,""Andrena"",""cineraria"",1,""male"",2.5,14,4,1973,""E. Asensio"",""Warncke"",42.821465,-5.845704"
"3010,2782,""Lasioglossum"",""mediterraneum"",1,""male"",1,14,4,1973,""E. Asensio,  de To?o"",""Ebmer"",42.821465,-5.845704"
"3018,1434,""Eucera"",""gracillipes"",1,""male"",4,8,4,1983,""I. Correa (Univ. Salamanca)"",""Asensio"",39.948037,-1.368034"
"3019,222,""Thyreus"",""hirtus"",1,""female"",NA,8,4,1985,""J. Correa (Univ. Salamanca)"",""Tkalcu"",39.948037,-1.368034"
"3020,NA,""Lasioglossum"",""limbellum"",1,""male"",0.8,1,9,1985,""C. Heras (Uni. Salamanca)"",""Ebmer"",41.144464,-4.187852"
"3021,3154,""Lasioglossum"",""xanthopum"",1,""male"",NA,22,10,1976,""Clara  (Univ. Salamanca)"",""Asensio"",40.903577,-5.779824"
"3022,3155,""Lasioglossum"",""xanthopum"",1,""male"",NA,3,11,1976,""Clara  (Univ. Salamanca)"",""Asensio"",40.903577,-5.779824"
"3024,2316,""Halictus"",""fulvipes"",1,""female"",2,20,4,1985,""E. Asensio"",""Ebmer"",38.039969,-1.491907"
"3025,2098,""Anthophora"",""senescens"",1,""male"",4,11,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3026,1586,""Nomada"",""agrestis"",1,""female"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3027,1554,""Eucera"",""trivittata"",1,""male"",2.9,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3028,1486,""Eucera"",""nigrilabris"",1,""male"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3029,3940,""Osmia"",""cornuta"",1,""female"",5,20,2,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3030,1248,""Andrena"",""tenuistriata"",3,""male"",NA,11,3,1985,""E. Asensio"",""Warncke"",38.039969,-1.491907"
"3031,2582,""Lasioglossum"",""capitale"",1,""female"",1.1,11,3,1985,""E. Asensio"",""Ebmer"",38.039969,-1.491907"
"3032,1483,""Eucera"",""nigrilabris"",1,""male"",4.5,11,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3033,1552,""Eucera"",""trivittata"",2,""male"",NA,28,3,1984,""A. Lacasa"",""Asensio"",38.039969,-1.491907"
"3034,1485,""Eucera"",""nigrilabris"",2,""female"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3035,570,""Andrena"",""brevisccopa"",3,""female"",NA,28,3,1984,""A. Lacasa"",""Asensio"",38.039969,-1.491907"
"3036,2046,""Anthophora"",""leucophaea"",2,""female"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3037,4205,""Osmia"",""tricornis"",1,""male"",3,11,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3038,500,""Andrena"",""asperrima"",2,""female"",3,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3039,2100,""Anthophora"",""senescens"",1,""male"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3040,1247,""Andrena"",""tenuistriata"",1,""female"",1,11,3,1985,""E. Asensio"",""Warncke"",38.039969,-1.491907"
"3041,700,""Andrena"",""ferrugineicrus"",1,""male"",2.6,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3042,1368,""Eucera"",""barbiventris"",1,""male"",NA,28,3,1984,""A. Lacasa"",""Asensio"",38.039969,-1.491907"
"3043,635,""Andrena"",""cyanomicans"",2,""male"",NA,11,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3044,544,""Andrena"",""bicolorata"",1,""female"",4,28,3,1984,""A. Lacasa"",""Asensio"",38.039969,-1.491907"
"3045,2218,""Tetralonia"",""atroalba"",2,""female"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3046,2097,""Anthophora"",""senescens"",1,""female"",4.5,11,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3047,NA,""Anthophora"",""atroalba"",1,""female"",5,28,3,1984,""A. Lacasa"",""L .O. Aguado"",38.039969,-1.491907"
"3048,1345,""Andrena"",""vulpecula"",3,""female"",NA,28,3,1984,""A. Lacasa"",""Warncke"",38.039969,-1.491907"
"3049,1488,""Eucera"",""nigrilabris"",1,""female"",4.5,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3050,987,""Andrena"",""nebularia"",3,""male"",1,28,3,1984,""A. Lacasa"",""Warncke"",38.039969,-1.491907"
"3051,1512,""Eucera"",""obliterata"",1,""female"",2.5,29,3,1985,""E. Asensio"",""Tkalcu"",38.039969,-1.491907"
"3052,4063,""Osmia"",""latreillei"",1,""male"",2.9,11,3,1985,""E. Asensio"",""Asensio, solo sp"",38.039969,-1.491907"
"3053,2094,""Anthophora"",""senescens"",2,""female"",4.2,28,3,1984,""A .Lacasa"",""Asensio"",38.039969,-1.491907"
"3054,4203,""Osmia"",""tricornis"",1,""female"",4.4,NA,NA,1983,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3055,4204,""Osmia"",""tricornis"",1,""male"",3.1,NA,NA,1983,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3056,2218,""Tetralonia"",""atroalba"",1,""female"",5.2,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3057,1598,""Nomada"",""basalis"",1,""male"",1.3,20,4,1985,""E. Asensio"",""Schwarz"",38.039969,-1.491907"
"3058,986,""Andrena"",""nebularia"",1,""male"",NA,20,4,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3059,2047,""Anthophora"",""leucophaea"",1,""male"",NA,29,3,1985,""E. Asensio"",""Asensio"",38.039969,-1.491907"
"3060,496,""Andrena"",""antigana"",1,""male"",1.8,11,3,1985,""E. Asensio"",""Warncke"",38.039969,-1.491907"
"3061,2095,""Anthophora"",""senescens"",2,""male"",4,28,3,1984,""A .Lacasa"",""Asensio"",38.039969,-1.491907"
"3079,3824,""Osmia"",""aurulenta"",1,""male"",3.6,11,5,1978,""E. Asensio"",""G. v. d. Zanden"",42.417007,-2.731181"
"3080,990,""Andrena"",""nigroaenea"",1,""male"",NA,1,4,1972,""E. Asensio de Santos"",""Warncke"",43.383238,-5.866474"
"3081,1800,""Anthophora"",""acervorum"",1,""female"",5,18,4,1973,""E. Asensio de Santos"",""Lieftinck"",43.383238,-5.866474"
"3082,1228,""Andrena"",""taraxaci"",1,""male"",NA,18,3,1973,""E. Asensio, de Santos"",""Warncke"",43.383238,-5.866474"
"3083,881,""Andrena"",""humilis"",2,""female"",2.7,18,3,1973,""E. Asensio de Santos"",""Warncke"",43.383238,-5.866474"
"3084,995,""Andrena"",""nigroaenea"",1,""male"",NA,1,4,1972,""E. Asensio, de Santos"",""Warncke"",43.383238,-5.866474"
"3085,2730,""Lasioglossum"",""malachurum"",1,""female"",1.4,18,3,1973,""E. Asensio, de Santos"",""Asensio"",43.383238,-5.866474"
"3086,NA,""Rhodanthidium"",""caturicense"",1,""female"",3.2,7,7,1989,""C. M. Herrera"",""Asensio"",37.926739,-2.866712"
"3087,NA,""Hoplitis"",""flavifrons"",1,""female"",2.4,4,7,1989,""J. Herrera"",""Tkalcu"",37.926739,-2.866712"
"3099,2299,""Halictus"",""crenicornis"",1,""female"",1,11,4,1977,""Margar. Rodr?guez (Univ. Salamanca)"",""Ebmer"",40.410881,-4.705838"
"3101,3038,""Lasioglossum"",""albocinctum"",1,""male"",NA,3,8,1985,""C. Heras (Univ. Salamanca)"",""Asensio"",41.215409,-4.255966"
"3102,2374,""Halictus"",""quadripartitus"",1,""female"",3,11,4,1977,""Margar. Rodr?guez (Univ. Salamanca)"",""Ebmer"",40.410881,-4.705838"
"3103,5338,""Nomia"",""unidentata"",1,""female"",NA,27,9,1977,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",40.380435,-5.525089"
"3104,560,""Andrena"",""bimaculata"",3,""female"",NA,2,7,1982,""E. Asensio"",""Warncke"",40.362387,-5.131121"
"3105,3276,""Reanthidium"",""nigricolle"",1,""female"",3.7,2,7,1982,""E. Asensio"",""Asensio"",40.362387,-5.131121"
"3106,657,""Andrena"",""dorsata"",1,""female"",2.4,2,7,1982,""E. Asensio"",""Warncke"",40.362387,-5.131121"
"3107,802,""Andrena"",""flavipes"",1,""female"",NA,2,7,1982,""E. Asensio"",""Warncke"",40.362387,-5.131121"
"3108,1745,""Nomada"",""pusilla"",1,""female"",1.2,2,7,1982,""E. Asensio"",""Warncke"",40.362387,-5.131121"
"3110,2010,""Anthophora"",""fulvodimidiata"",1,""female"",3,16,9,1987,""C. Herrera"",""Asensio"",41.742842,-5.919731"
"3111,976,""Andrena"",""morio"",1,""female"",NA,8,8,1984,""R. Herrero  (Univ. Salamanca)"",""Warncke"",41.091804,-5.592133"
"3115,4843,""Dasypoda"",""dusmeti"",1,""male"",NA,6,8,1977,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",40.423853,-5.651463"
"3123,4,""Heriades"",""crenulatus"",1,""male"",1,NA,NA,1971,""E. Asensio"",""Peters"",41.643131,-4.748269"
"3124,3,""Heriades"",""crenulatus"",1,""female"",1.2,NA,NA,1971,""E. Asensio"",""Peters"",41.643131,-4.748269"
"3126,4738,""Bombus"",""terrestris"",1,""female"",3.5,7,4,1980,""E. Asensio"",""Tkalcu"",43.483741,-3.526501"
"3127,4621,""Megabombus"",""pascuorum"",2,""female"",NA,10,6,1978,""E. Asensio"",""Tkalcu"",43.483741,-3.526501"
"3128,4503,""Megabombus"",""hortorum"",2,""male"",5.2,10,6,1978,""E. Asensio"",""Tkalcu"",43.483741,-3.526501"
"3131,5127,""Ceratina"",""parvula"",1,""male"",NA,24,7,1983,""S. Fdez. Gayubo  (Univ. Salamanca)"",""Asensio"",37.343602,-7.518861"
"3138,1042,""Andrena"",""niveata"",1,""male"",1,23,4,1978,""E. Asensio"",""Warncke"",41.291901,-4.710961"
"3139,4222,""Metallinella"",""brevicornis"",1,""female"",3,4,6,1978,""E. Asensio"",""G. v. d. Zanden"",41.291901,-4.710961"
"3140,4291,""Colletes"",""foveolaris"",1,""female"",2.8,4,6,1978,""E. Asensio"",""J. Ortiz"",41.291901,-4.710961"
"3141,4223,""Metallinella"",""brevicornis"",1,""male"",2.1,4,6,1978,""E. Asensio"",""G. v. d. Zanden"",41.291901,-4.710961"
"3142,958,""Andrena"",""minutuloides"",1,""female"",1,23,4,1978,""E. Asensio"",""Warncke"",41.291901,-4.710961"
"3143,NA,""Andrena"",""cinerea"",1,""female"",NA,4,6,1978,""G. Aguado"",""Warncke"",41.291901,-4.710961"
"3144,211,""Melecta"",""tuberculata"",1,""female"",NA,17,5,1979,""E. Asensio"",""Tkalcu"",41.291901,-4.710961"
"3147,3813,""Anthocopa"",""antigae"",2,""female"",2.5,21,7,1987,""A. Rueda"",""Asensio"",42.722105,-4.425889"
"3148,3053,""Lasioglossum"",""breviventre"",1,""male"",2,21,7,1987,""A. Rueda  (Univ. Salamanca)"",""Ebmer"",42.722105,-4.425889"
"3149,3813,""Anthocopa"",""antigae"",1,""female"",2.5,21,7,1987,""A. Rueda"",""Asensio"",42.722105,-4.425889"
"3151,1510,""Eucera"",""obliterata"",1,""male"",2.6,NA,5,1976,""R. Paradinas "",""Tkalcu"",42.339408,-7.864287"
"3152,1260,""Andrena"",""thoracica"",1,""female"",NA,NA,4,1972,""A. Ru?z Tapiador"",""Warncke"",38.640724,-3.885281"
"3153,4862,""Dasypoda"",""visnaga"",2,""male"",NA,20,7,1963,""A. Ru?z Tapiador"",""Warncke"",38.640724,-3.885281"
"3156,2514,""Halictus"",""pollinosus"",1,""female"",1.6,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3157,2518,""Halictus"",""vestitus"",1,""female"",1,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3158,994,""Andrena"",""nigroaenea"",1,""female"",NA,27,5,1986,""E. Asensio"",""Warncke"",41.534312,-0.579094"
"3159,5301,""Nomioides"",""minutissima"",5,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3160,661,""Andrena"",""dorsata"",1,""female"",2.4,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3161,2272,""Tetralonia"",""tricincta"",3,""male"",4,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3162,4427,""Prosopis"",""pictipes"",1,""male"",0.8,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3163,3644,""Megachile"",""pilidens"",1,""female"",NA,27,5,1986,""E. Asensio"",""Tkalcu (yo puse leachella)"",41.534312,-0.579094"
"3164,2271,""Tetralonia"",""tricincta"",5,""male"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3165,NA,""Megachile"",""fertoni"",1,""female"",2.2,27,5,1986,""E. Asensio"",""Asensio, 1 Tkalcu"",41.534312,-0.579094"
"3166,847,""Andrena"",""fuscosa"",1,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3167,3530,""Megachile"",""fertoni"",2,""female"",NA,27,5,1986,""E. Asensio"",""Asensio, 1 Tkalcu"",41.534312,-0.579094"
"3168,3552,""Megachile"",""leachella"",2,""female"",NA,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
"3169,2965,""Lasioglossum"",""truncaticolle"",1,""female"",1.5,27,5,1986,""E. Asensio"",""Asensio"",41.534312,-0.579094"
