nNoCatalogo;bTipo;nNoCatTipos;tCategoTipo;nEjemplares;Superfamilia;Familia;Subfamilia;tGenero;tSubgenero;tEspecie;Infra;tAutor;tNotas;tNotasTaxonomicas;LocalidadOrig;tLocalidad;tMunicipio;Provincia;Comunidad;Pais;tFechaCaptura;nDia;nMes;nAnio;nDia2;nMes2;nAnio2;tColector;tNotasCaptura;tAltitud;tUTM;tSexo;tProcedencia;tAutorDeterminacion;nAnioDeterminacion;tEtiquetaEn;NotasFechas
317877;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(8-15)-V-1991;8;5;1991;15;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317878;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(8-15)-V-1991;8;5;1991;15;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317879;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(8-15)-V-1991;8;5;1991;15;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317880;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317881;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317882;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317883;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317884;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317885;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317886;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317887;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317888;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317889;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317890;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317891;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317892;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317893;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317894;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317895;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317896;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317897;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317898;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Tramapa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317899;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317900;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317901;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317902;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317903;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317904;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317905;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317906;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317907;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317908;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317909;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(16-23)-V-1991;16;5;1991;23;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317910;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusm. macho M. Schwarz 1994//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317911;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni macho Det. Patiny 199 //Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317912;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317913;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317914;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317915;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317916;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317917;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317918;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317919;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317920;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317921;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. macho J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 macho J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 macho det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(24-31)-V-1991;24;5;1991;31;5;1991;Nieves & Rey;Trampa Malaise;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
