nNoCatalogo;bTipo;nNoCatTipos;tCategoTipo;nEjemplares;Superfamilia;Familia;Subfamilia;tGenero;tSubgenero;tEspecie;Infra;tAutor;tNotas;tNotasTaxonomicas;LocalidadOrig;tLocalidad;tMunicipio;Provincia;Comunidad;Pais;tFechaCaptura;nDia;nMes;nAnio;nDia2;nMes2;nAnio2;tColector;tNotasCaptura;tAltitud;tUTM;tSexo;tProcedencia;tAutorDeterminacion;nAnioDeterminacion;tEtiquetaEn;NotasFechas
316744;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;;(Fabricius, 1798);;Etiquetas: Hylaeus (Prosopis) variegatus (Fabricius, 1798) hembra det. P. Álvarez 2021.;Vaciamadrid;Rivas-Vaciamadrid;;Madrid;Madrid;España;12-6-25;12;6;1925;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316745;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;;(Fabricius, 1798);;Etiquetas: Hylaeus (Prosopis) variegatus (Fabricius, 1798) hembra det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;24-6-11;24;6;1911;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316746;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;;(Fabricius, 1798);;Etiquetas: Hylaeus (Prosopis) variegatus (Fabricius, 1798) hembra det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;14-6-22;14;6;1922;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316747;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;;(Fabricius, 1798);;Etiquetas: Hylaeus (Prosopis) variegatus (Fabricius, 1798) hembra det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;16-6-12;16;6;1912;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
316748;FALSKT;;;1;Apoidea;Colletidae;Hylaeinae;Hylaeus;Prosopis;variegatus;;(Fabricius, 1798);;Etiquetas: Hylaeus (Prosopis) variegatus (Fabricius, 1798) hembra det. P. Álvarez 2021.;Escorial;San Lorenzo de El Escorial;;Madrid;Madrid;España;26-6-15;26;6;1915;;;;Dusmet;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295079;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Mijas Costa (Málaga) Río Fuengirola;Mijas Costa;;Málaga;Andalucía;España;(15-16)-VI-2018;15;6;2018;16;6;2018;F. Fresno;Yellow pan trap;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295080;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;;Friese, 1896;;;Mijas Costa (Málaga) Arroyo de los Pilones;Mijas Costa;;Málaga;Andalucía;España;17-VI-2018;17;6;2018;;;;F. Fresno;Yellow pan trap;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295081;FALSKT;;;1;Apoidea;Apidae;Xylocopinae;Ceratina;Dalyatina;parvula;;Smith, 1854;;;Mijas Costa (Málaga) Arroyo de los Pilones;Mijas Costa;;Málaga;Andalucía;España;17-VI-2018;17;6;2018;;;;F. Fresno;Yellow pan trap;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
314627;SANT;10140;Lectotipo;1;Apoidea;Apidae;Colletinae;Colletes;;pulchellus;;Pérez, 1903;Lectotipo de Colletes ibericus Noskiewicz, 1936. MNCN Cat. Tipos Nº 10140;Etiquetas: Types // Cotype // Colletes (macho) ibericus Nosk. det. Noskiewicz // Lectotype Colletes (macho) ibericus Nosk. M. Kuhlmann det. 2000 // Colletes pulchellus Pérez, 1903 det. P. Álvarez 2021;El Pardo;El Pardo;Madrid;Madrid;Madrid;España;26-6-[19]10;26;6;1910;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
87814;FALSKT;;;1;Apoidea;Andrenidae;Andreninae;Andrena;Simandrena;lepida;;Schenck, 1861;;Etiquetas: A. lepida ssp.eleonorae War. det. Dr. Warncke // Andrena lepida (hembra) Schenk, 1861 Det. LOAM 2005 // Andrena (Simandr.) lepida Schenck, 1861 (hembra) det. P. Álvarez, 2021;Zamadueñas ( Valladolid);Zamadueñas;;Valladolid;Castilla y León;España;8-IV-1982;8;4;1982;;;;sin datos;;;;Hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295826;FALSKT;;;1;Apoidea;Megachilidae;Megachilinae;Anthidium;Anthidium;septemspinosum;;Lepeletier, 1841;;;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;20-VIII-2018;20;8;2018;;;;F. Fresno;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295827;FALSKT;;;1;Apoidea;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;;(Linnaeus, 1758);;;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14;8;2019;;;;F. Fresno;Yellow pan trap;445 m.;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295828;FALSKT;;;1;Apoidea;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;;(Linnaeus, 1758);;;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;3-IX-2019;3;9;2019;;;;F. Fresno;Yellow pan trap;346 m.;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295829;FALSKT;;;1;Apoidea;Megachilidae;Megachilinae;Anthidium;Anthidium;manicatum;;(Linnaeus, 1758);;;Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;3-IX-2019;3;9;2019;;;;F. Fresno;Yellow pan trap;346 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295104;FALSKT;;;1;Apoidea;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;;(Scopoli, 1763);;;Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22;8;2018;;;;G. Pueyo y T. Frenso;Platos;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295105;FALSKT;;;1;Apoidea;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;;(Scopoli, 1763);;;Mijas Costa (Málaga);Mijas Costa;;Málaga;Andalucía;España;10-VI-2018;10;6;2018;;;;F. Frenso;Platos;70 m.;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295106;FALSKT;;;1;Apoidea;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;;(Scopoli, 1763);;;Mijas Costa (Málaga);Mijas Costa;;Málaga;Andalucía;España;10-VI-2018;10;6;2018;;;;F. Frenso;Platos;70 m.;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295107;FALSKT;;;1;Apoidea;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;;(Scopoli, 1763);;;Valle La Peral (Lena) (Asturias);Valle La Peral;Lena;Asturias;Asturias;España;6-VIII-2018;6;8;2018;;;;F. Frenso;Yellow pan trap;900 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
295108;FALSKT;;;1;Apoidea;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;;(Scopoli, 1763);;;Mijas Costa (Málaga) Río Fuengirola;Mijas Costa;;Málaga;Andalucía;España;(11-14)-VI-2018;11;6;2018;14;6;2018;F. Frenso;Yellow pan trap;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317707;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;La Cava Tarragona;La Cava;;Tarragona;Cataluña;España;VII-1926;;7;1926;;;;J. Gil;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317708;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. macho [manuscrita de Dusmet]//Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Poblet (Tarragona);Poblet;;Tarragona;Cataluña;España;VIII 1925;;8;1925;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317709;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. macho [manuscrita de Dusmet]//Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Tarragona;Tarragona;;Tarragona;Cataluña;España;VIII-925;;8;1925;;;;J. M. Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317710;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Catalonia Centelles;Centellas;;Barcelona;Cataluña;España;sin datos;;;1912;;;1933;Mas de Xaxars;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1912-1933
317711;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Catalonia Centelles;Centellas;;Barcelona;Cataluña;España;sin datos;;;1912;;;1933;Mas de Xaxars;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1912-1933
317712;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;Catalonia Centelles;Centellas;;Barcelona;Cataluña;España;sin datos;;;1912;;;1933;Mas de Xaxars;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1912-1933
317713;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia armata ???//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;Gavá;Gavá;;Barcelona;Cataluña;España;27.V.94;27;5;1894;;;;C. Radoz (leg.?);;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317714;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia armata A. Cabrera//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;Gavá;Gavá;;Barcelona;Cataluña;España;27.V.94;27;5;1894;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317715;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. A. Cabrera//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;Gavá;Gavá;;Barcelona;Cataluña;España;15.VII.94;15;7;1894;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317716;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. A. Cabrera//Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Gavá;Gavá;;Barcelona;Cataluña;España;15.VII.94;15;7;1894;;;;sin datos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317717;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes hembra det. Friese 1896//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;C. Antunez;Barcelona;;Barcelona;Cataluña;España;22.VI.95;22;6;1895;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317718;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes hembra det. Friese 1896//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;C. Antunez;Barcelona;;Barcelona;Cataluña;España;22.VI.95;22;6;1895;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317719;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. A. Cabrera//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;C. Antunez;Barcelona;;Barcelona;Cataluña;España;10.VI.94;10;6;1894;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317720;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. A. Cabrera//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;C. Antunez;Barcelona;;Barcelona;Cataluña;España;10.VI.94;10;6;1894;;;;sin datos;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317722;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Sierra del Cadí;Sierra del Cadí;;Lérida;Cataluña;España;Agosto 06;;8;1906;;;;Arias;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317723;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;25.VI.1928;25;6;1928;;;;Col: F. Z. Cervera;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317724;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;25.VI.1928;25;6;1928;;;;Col: F. Z. Cervera;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317725;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;27.VI.1928;27;6;1928;;;;Col: F. Z. Cervera;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317726;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;5.VII.1928;5;7;1928;;;;Col: F. Z. Cervera;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317727;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. Macho//Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;23.8.33;23;8;1933;;;;Col: F. C. [Z.] Cervera;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317728;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. macho//Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;25.8.33;25;8;1933;;;;Col: F. C. [Z.] Cervera;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317729;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. hembra//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;20.V.28;20;5;1928;;;;Col: F. C. [Z.] Cervera;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317730;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomia diversipes Latr. hembra//Nomiapis diversipes (Latreille, 1806) hembra det. P. Álvarez 2021.;Godelleta (España);Godelleta;;Valencia;Comunidad Valenciana;España;2.IX.1933;2;9;1933;;;;Col: F. Z. Cervera;;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317731;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Sepúlveda Prov. de Segovia;Sepúlveda;;Segovia;Castilla y León;España;VII y VIII-1939;;7;1939;;8;1939;G. Ceballos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317732;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Sepúlveda Prov. de Segovia;Sepúlveda;;Segovia;Castilla y León;España;VII y VIII-1939;;7;1939;;8;1939;G. Ceballos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317733;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Sepúlveda Prov. de Segovia;Sepúlveda;;Segovia;Castilla y León;España;VII y VIII-1939;;7;1939;;8;1939;G. Ceballos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317734;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Sepúlveda Prov. de Segovia;Sepúlveda;;Segovia;Castilla y León;España;VII y VIII-1939;;7;1939;;8;1939;G. Ceballos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317735;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Bigastro;Bigastro;;Alicante;Comunidad Valenciana;España;3-V-36;3;5;1936;;;;Andréu;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317737;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Barbastro;Barbastro;;Huesca;Aragón;España;VII-18;;7;1918;;;;Dusmet;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317738;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Sahún (Hª);Sahún;;Huesca;Aragón;España;2.VII.29;2;7;1929;;;;sin datos;;;;macho;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317739;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Ventorrillo;El Ventorrillo;Cercedilla;Madrid;Madrid;España;15-7-45;15;7;1945;;;;Esteban;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317740;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;[Ventorrillo];[El Ventorrillo];Cercedilla;Madrid;Madrid;España;[15-7-45];15;7;1945;;;;[Esteban];;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317741;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;[Ventorrillo];[El Ventorrillo];Cercedilla;Madrid;Madrid;España;[15-7-45];15;7;1945;;;;[Esteban];;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317742;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;[Ventorrillo];[El Ventorrillo];Cercedilla;Madrid;Madrid;España;[15-7-45];15;7;1945;;;;[Esteban];;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317743;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;[Ventorrillo];[El Ventorrillo];Cercedilla;Madrid;Madrid;España;[15-7-45];15;7;1945;;;;[Esteban];;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317744;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Cartagena;Cartagena;;Murcia;Murcia;España;sin datos;;;1894;;;1896;Sanchez Gomez;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;1894-1896
317833;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Casa Antunez;Barcelona;;Barcelona;Cataluña;España;21.VIII.98;21;8;1898;;;;sin datos;;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317834;FALSKT;;;1;Apoidea;Halictidae;Nomiinae;Nomiapis;;diversipes;;(Latreille, 1806);;Etiquetas: Nomiapis diversipes (Latreille, 1806) macho det. P. Álvarez 2021.;Orihuela/Huerta;Orihuela;;Alicante;Comunidad Valenciana;España;VII-35;;7;1935;;;;Andréu;;;;hembra;Colección Dusmet;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317871;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Ventorrillo Madrid;El Ventorrillo;Cercedilla;Madrid;Madrid;España;(23-31)-V-1990;23;5;1990;31;5;1990;Nieves & Rey;Trampa Malaise;1480 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2003;ejemplar;
317872;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Ventorrillo Madrid;El Ventorrillo;Cercedilla;Madrid;Madrid;España;(23-31)-V-1990;23;5;1990;31;5;1990;Nieves & Rey;Trampa Malaise;1480 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317873;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Ventorrillo Madrid;El Ventorrillo;Cercedilla;Madrid;Madrid;España;(23-31)-V-1990;23;5;1990;31;5;1990;Nieves & Rey;Trampa Malaise;1480 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317874;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Ventorrillo Madrid;El Ventorrillo;Cercedilla;Madrid;Madrid;España;(1-6)-VI-1990;1;6;1990;6;6;1990;Nieves & Rey;Trampa Malaise;1480 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317875;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Ventorrillo Madrid;El Ventorrillo;Cercedilla;Madrid;Madrid;España;(1-6)-VI-1990;1;6;1990;6;6;1990;Nieves & Rey;Trampa Malaise;1480 m.;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
317876;FALSKT;;;1;Apoidea;Halictidae;Rhophitinae;Dufourea;Dufourea;trautmanni;;Dusmet, 1935;;Etiquetas: Dufourea Lep. hembra J. Ortiz det. 1993//Dufourea trautmanni Dusmet, 1935 hembra J. Ortiz det. 2003//Dufourea (Dufourea) trautmanni Dusmet, 1935 hembra det. P. Álvarez 2021.;El Pardo (El Goloso) Madrid;El Pardo, El Goloso;Madrid;Madrid;Madrid;España;(8-15)-V-1991;8;5;1991;15;5;1991;Nieves & Rey;Trampa Malaise;;;hembra;;P. Álvarez [Piluca Álvarez Fidalgo];2021;ejemplar;
