;ID;site;ITD;Genus;Species;Sex;plant_genus;plant_species;Determined.by;Day;Month;Year
1;1;MEDCA;4.85;Bombus;terrestris;worker;Carpobrotus;edulis;I. Bartomeus;NA;5;2006
2;2;Cap de creus;2.74;Apis;mellifera;worker;Carpobrotus;edulis;I. Bartomeus;NA;5;2006
3;3;MEDCA;3.29;Anthidium;septemspinosum;male;Carpobrotus;edulis;L.O. Aguado;NA;5;2006
4;4;MEDCA;3.75;Anthidium;stictium;male;Cistus;albidus;L.O. Aguado;NA;5;2006
5;5;MEDCA;1.76;Halictus;subauratus;female;Cistus;salvifolius;F.J.Ortiz;5;6;2005
6;6;MED1CA;1.9;Andrena;senecionis;female;Sonchus;tenerrimus;L.O. Aguado;NA;5;2006
7;7;MIQ1OP;1.43;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;6;7;2004
8;8;SEL1OP;0.93;Hylaeus;variegatus;female;Eryngium;sp;F.J.Ortiz;8;7;2004
9;9;BAT2CA;1.24;Lasioglossum;pauxillum;female;Convolvulus;sp;F.J.Ortiz;14;5;2004
10;10;FRA1OP;1.31;Lasioglossum;interruptum;female;Sedum;sp;F.J.Ortiz;22;6;2004
11;11;FRA1OP;1.15;Lasioglossum;gemmeus;male;Eryngium;sp;F.J.Ortiz;22;6;2004
12;12;SEL2OP;1.46;Lasioglossum;interruptum;female;Sedum;sp;F.J.Ortiz;21;6;2004
13;13;FRA2OP;1.49;Lasioglossum;Interruptum;female;Opuntia;sp;F.J.Ortiz;22;6;2004
14;14;Cap de creus;1.31;Lasioglossum;sp;female;Eryngium;sp;;NA;NA;2004
15;15;Cap de creus;1.2;Lasioglossum;interruptum;female;Dianthus;caryophyllus;F.J.Ortiz;NA;NA;2004
16;16;MED2CA;1.75;Lasioglossum;bimaculatum;female;Lavandula;sp;L.O. Aguado;26;4;2004
17;17;FRA1OP;1.6;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;7;4;2004
18;18;SEL1OP;1.41;Lasioglossum;interruptum;female;Sedum;sp;F.J.Ortiz;23;6;2004
19;19;MIQ1OP;1.26;Lasioglossum;pauxillum;female;Sedum;sp;F.J.Ortiz;29;6;2004
20;20;Cap de creus;1.34;Lasioglossum;interruptum;female;Sedum;sp;F.J.Ortiz;NA;NA;2004
21;21;BAT2CA;2.67;Apis;mellifera;worker;Lavandula;sp;I. Bartomeus;27;4;2004
22;22;BAT2CA;2.6;Apis;mellifera;worker;Thymelea;sp;I. Bartomeus;16;3;2004
23;23;BAT2CA;2.84;Apis;mellifera;worker;Lavandula;sp;I. Bartomeus;27;4;2004
24;24;SEL2OP;1.16;Lasioglossum;gemmeus;female;Dianthus;caryophyllus;L.O. Aguado;21;6;2004
25;25;SEL2OP;1.24;Lasioglossum;gemmeus;female;Eryngium;sp;L.O. Aguado;21;6;2004
26;26;MED2CA;1.72;Lasioglossum;bimaculatum;female;Cistus;albidus;L.O. Aguado;28;10;2004
27;27;MED2CA;1.55;Lasioglossum;sp;female;Carpobrotus;edulis;L.O. Aguado;18;5;2005
28;28;SEL1OP;0.99;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;8;7;2004
29;29;MIQ2OP;1;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;6;7;2004
30;30;SEL1OP;0.85;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;23;6;2004
31;31;MIQ1OP;1.03;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;6;7;2004
32;32;FRA1OP;1.01;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;22;6;2004
33;33;FRA1OP;0.97;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;22;6;2004
34;34;FRA1OP;0.87;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;22;6;2004
35;35;Cap de Vol;0.88;Lasioglossum;bimaculatum;female;Daucus;sp;L.O. Aguado;16;3;2004
36;36;Cap de creus;1.4;Lasioglossum;bimaculatum;female;Erica;sp;L.O. Aguado;16;3;2004
37;37;FRA1OP;1.88;Halictus;sp;female;Sedum;sp;;22;6;2004
38;38;MIQ1OP;1.92;Halictus;pyrenaeus;male;Sedum;sp;L.O. Aguado;29;6;2005
39;39;FRA1OP;1.96;Halictus;cremicornis;male;Sedum;sp;F.J.Ortiz;22;6;2004
40;40;SEL1OP;1.19;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;23;6;2004
41;41;SEL1OP;1.02;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;23;6;2004
42;42;FRA1OP;1.24;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;22;6;2004
43;43;MIQ1OP;1.16;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;29;6;2004
44;44;SEL1OP;1.09;Lasioglossum;sp;female;Eryngium;sp;L.O. Aguado;23;6;2004
45;45;MIQ1OP;1.2;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;29;6;2004
46;46;FRA2OP;1.25;Halictus;gemmeus;female;Dianthus;sp;L.O. Aguado;7;4;2004
47;47;FRA2OP;1.11;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;7;7;2004
48;48;MIQ2OP;1.2;Lasioglossum;gemmeus;female;Sedum;sp;L.O. Aguado;29;6;2004
49;49;FRA2OP;1.31;Halictus;gemmeus;female;Allium;sp;L.O. Aguado;22;6;2004
50;50;FRA1OP;1.25;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;22;6;2004
51;51;Cap de creus;1.21;Lasioglossum;sp;female;NA;NA;;NA;NA;2005
52;52;MIQ1OP;1.39;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;29;6;2004
53;53;FRA1OP;1.28;Lasioglossum;smaragdulus;female;Daucus;sp;L.O. Aguado;23;6;2004
54;54;MIQ1OP;1.16;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;29;6;2004
55;55;FRA1OP;1.22;Halictus;gemmeus;female;Daucus;sp;L.O. Aguado;22;6;2004
56;56;MIQ1OP;1.2;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;6;7;2004
57;57;Cap de creus;1.15;Lasioglossum;smaragdulus;female;NA;NA;;NA;NA;2005
58;58;SEL2OP;1.26;Halictus;gemmeus;female;Allium;sp;F.J.Ortiz;21;6;2004
59;59;FRA2OP;2.69;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;22;6;2004
60;60;FRA2OP;2.68;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;22;6;2004
61;61;FRA2OP;2.53;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;22;6;2004
62;62;FRA2OP;2.83;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;22;6;2004
63;63;BAT2CA;2.71;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;16;3;2004
64;64;MED1CA;2.61;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;28;4;2004
65;65;BAT2CA;2.56;Apis;mellifera;worker;Opuntia;sp;I. Bartomeus;16;3;2004
66;66;MIQ1OP;1.33;Ceratina;sp;female;Eryngium;sp;C.Molina;01;NA;2005
67;67;FRA2OP;1.83;Halictus;pyrenaeus;male;Allium;sp;L.O. Aguado;22;6;2005
68;68;FRA2OP;1.76;Halictus;crenicornis;male;Allium;sp;L.O. Aguado;22;6;2004
69;69;SEL1OP;1.53;Halictus;subauratus;female;Sedum;sp;L.O. Aguado;23;6;2004
70;70;MIQ1OP;1.26;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;29;6;2004
71;71;MED2CA;1.08;Halictus;pauxillum;female;Cistus;salvifolius;F.J.Ortiz;28;4;2004
72;72;FRA1OP;1.24;Halictus;sp;female;Eryngium;sp;;22;6;2004
73;73;Cap de creus;1.29;Lasioglossum;interruptum;female;Sedum;sp;F.J.Ortiz;NA;NA;2005
74;74;FRA1OP;3.05;Andrena;grupo (morio);female;Eryngium;sp;L.O. Aguado;22;6;2004
75;75;MED2CA;2.43;Andrena;villipes;female;Lavandula;sp;L.O. Aguado;28;4;2004
76;76;Cap de Vol;1.84;Andrena;flava;female;Allyssum;sp;L.O. Aguado;16;3;2004
77;77;Cap de Vol;1.32;Andrena;tenuistriata;female;Erica;sp;L.O. Aguado;16;3;2004
78;78;FRA1OP;1.19;Andrena;(microandrena);female;Daucus;sp;L.O. Aguado;22;6;2004
79;79;Cap de creus;1.09;NA;NA;unknown;NA;NA;;NA;NA;2005
80;80;SEL2OP;1.12;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;21;6;2004
81;81;SEL2OP;1.03;Halictus;sp;unknown;Eryngium;sp;L.O. Aguado;21;6;2004
82;82;MIQ2OP;1.25;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;6;7;2004
83;83;MIQ1OP;1.28;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;29;6;2004
84;84;FRA2OP;1.04;Hylaeus;nigritus;male;Sonchus;sp;L.O. Aguado;14;6;2005
85;85;FRA1OP;1.31;Hylaeus;variegatus;male;Daucus;sp;F.J.Ortiz;21;6;2005
86;86;MIQ2OP;1.36;Lasioglossum;interruptum;male;Eryngium;sp;F.J.Ortiz;6;7;2004
87;87;FRA1OP;0.89;Hylaeus;variegatus;female;Daucus;sp;F.J.Ortiz;7;7;2004
88;88;MIQ1OP;1.4;Lasioglossum;pauxillum;male;Eryngium;sp;F.J.Ortiz;29;6;2004
89;89;Cap de creus;0.85;Lasioglossum;parvulum;female;Eryngium;sp;F.J.Ortiz;6;7;2004
90;90;MIQ2OP;1.33;Lasioglossum;interruptum;male;Eryngium;sp;F.J.Ortiz;6;7;2004
91;91;BAT2CA;1.44;Lasioglossum;pauxillum;female;Carpobrotus;sp;F.J.Ortiz;14;5;2004
92;92;SEL1OP;0.94;Hylaeus;nigritus;female;Eryngium;sp;L.O. Aguado;8;7;2004
93;93;Cap de creus;0.93;Hylaeus;bisinuatus;female;NA;NA;;NA;NA;2005
94;94;FRA1OP;1.23;Hylaeus;nigritus;female;Eryngium;sp;F.J.Ortiz;7;7;2004
95;95;SEL1OP;1.02;Hylaeus;imparallis;male;Eryngium;sp;F.J.Ortiz;8;7;2004
96;96;SEL1OP;0.88;Hylaeus;bisinuatus;male;Daucus;sp;L.O. Aguado;23;6;2004
97;97;MED4CA;1.98;Colletes;nigricans;male;Dorycnium;pentaphyllum;F.J.Ortiz;18;5;2004
98;98;MIQ2OP;2.22;Colletes;nigricans;male;Eryngium;sp;F.J.Ortiz;6;7;2004
99;99;Cap de creus;1.17;Andrena;tenuistriata;female;NA;NA;L.O. Aguado;NA;NA;2005
100;100;BAT2CA;1.36;Lasioglossum;pauxillum;female;Aetheorrina;bulbosa;F.J.Ortiz;16;4;2005
101;101;Cap de creus;1.39;Lasioglossum;interruptum;female;Thymelea;hirsuta;F.J.Ortiz;NA;NA;2005
102;102;SEL1OP;1.32;Lasioglossum;sp;female;Ruta;sp;F.J.Ortiz;16;6;2005
103;103;MIQ1OP;1.26;Lasioglossum;pauxillum;female;Sonchus;sp;F.J.Ortiz;10;6;2005
104;104;SEL2OP;1.15;Andrena;sp;female;Ruta;sp;;8;6;2005
105;105;FRA2OP;1.22;Lasioglossum;interruptum;female;Daucus;carota;F.J.Ortiz;21;6;2005
106;106;MED2CA;1.64;Lasioglossum;pauxillum;female;Cistus;monspeliensis;F.J.Ortiz;11;5;2005
107;107;MED1CA;1.36;Lasioglossum;bimaculatum;female;Cistus;monspeliensis;L.O. Aguado;25;5;2005
108;108;MED4CA;1.7;Lasioglossum;bimaculatum;female;Cistus;monspeliensis;L.O. Aguado;25;5;2005
109;109;MIQ2OP;1.35;Lasioglossum;interruptum;female;Convolvulus;sp;F.J.Ortiz;10;6;2005
110;110;Cap de creus;1.45;Lasioglossum;interruptum;female;Eryngium;sp;F.J.Ortiz;NA;NA;2005
111;111;SEL1OP;0.99;Hylaeus;nigritus;male;Ruta;sp;L.O. Aguado;16;6;2005
112;112;MIQ2OP;0.82;Hylaeus;nigritus;male;Eryngium;sp;L.O. Aguado;28;6;2005
113;113;MIQ1OP;1.14;Hylaeus;nigritus;female;Daucus;sp;F.J.Ortiz;23;6;2005
114;114;BAT CA;1.04;Hylaeus;gredieri;female;Sonchus;tenerrimus;F.J.Ortiz;8;5;2005
115;115;BAT2CA;0.99;Hylaeus;gredieri;female;Sonchus;tenerrimus;F.J.Ortiz;8;5;2005
116;116;MED2CA;0.91;Hylaeus;taeniolatus;male;Cistus;monspeliensis;F.J.Ortiz;24;5;2005
117;117;FRA1OP;1.27;Hylaeus;variegatus;male;Daucus;carota;F.J.Ortiz;14;6;2005
118;118;MIQ1OP;1.29;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;28;5;2005
119;119;MIQ1OP;1.17;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;28;6;2005
120;120;FRA2OP;1.56;Lasioglossum;bimaculatum;female;Sonchus;sp;L.O. Aguado;9;6;2005
121;121;FRA2OP;1.47;Lasioglossum;pauxillum;female;Sonchus;sp;F.J.Ortiz;9;6;2005
122;122;FRA1OP;1.25;Lasioglossum;pauxillum;female;Sedum;sp;F.J.Ortiz;30;6;2005
123;123;Cap de creus;1.45;Lasioglossum;interruptum;female;Cistus;monspeliensis;F.J.Ortiz;NA;NA;2005
124;124;Cap de creus;1.32;Lasioglossum;interruptum;female;Ruta;sp;F.J.Ortiz;NA;NA;2005
125;125;SEL1OP;1.36;Lasioglossum;bimaculatum;female;Ruta;sp;L.O. Aguado;3;6;2005
126;126;SEL1OP;1.42;Lasioglossum;pauxillum;female;Ruta;sp;F.J.Ortiz;8;6;2005
127;127;MIQ2OP;1.39;Lasioglossum;interruptum;female;Opuntia;sp;F.J.Ortiz;10;6;2005
128;128;MIQ2OP;1.41;Lasioglossum;pauxillum;female;Daucus;carota;F.J.Ortiz;11;6;2005
129;129;MIQ1OP;1.3;Lasioglossum;sp;female;Scabiosa;sp;F.J.Ortiz;11;6;2005
130;130;MIQ2OP;1.35;Lasioglossum;pauxillum;female;Daucus;carota;F.J.Ortiz;11;6;2005
131;131;FRA2OP;1.27;Andrena;sp;female;Sonchus;sp;L.O. Aguado;14;6;2005
132;132;FRA1OP;0.93;Lasioglossum;pauxillum;male;Sonchus;sp;F.J.Ortiz;9;6;2005
133;133;FRA1OP;0.92;Lasioglossum;pauxillum;male;Sonchus;sp;F.J.Ortiz;21;6;2005
134;134;FRA1OP;0.78;Lasioglossum;pauxillum;male;Daucus;carota;F.J.Ortiz;21;6;2005
135;135;SEL1OP;1.34;Halictus;subauratus;female;Sedum;sp;F.J.Ortiz;29;6;2005
136;136;FRA1OP;1.03;Lasioglossum;pauxillum;female;Sonchus;sp;F.J.Ortiz;21;6;2005
137;137;FRA2OP;1.03;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;30;6;2005
138;138;SEL2OP;1.13;Lasioglossum;pauxillum;female;Bituminaria;bituminosa;F.J.Ortiz;16;6;2005
139;139;MED3CA;1.18;Lasioglossum;pauxillum;female;Cistus;monspeliensis;F.J.Ortiz;27;4;2005
140;140;Cap de creus;1.32;Lasioglossum;interruptum;female;Daucus;carota;F.J.Ortiz;01;01;2005
141;141;MIQ1OP;1.26;Lasioglossum;interruptum;female;Daucus;carota;F.J.Ortiz;22;6;2005
142;142;MIQ1OP;1.31;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;22;6;2005
143;143;MIQ1OP;1.33;Lasioglossum;pauxillum;female;Eryngium;sp;F.J.Ortiz;22;6;2005
144;144;MIQ1OP;1.3;Lasioglossum;pauxillum;female;Daucus;carota;F.J.Ortiz;22;6;2005
145;145;MIQ2OP;1.3;Lasioglossum;pauxillum;female;Daucus;carota;F.J.Ortiz;22;6;2005
146;146;SEL1OP;1.41;Lasioglossum;pauxillum;female;Sedum;sp;F.J.Ortiz;29;6;2005
147;147;SEL2OP;1.34;Lasioglossum;pauxillum;female;Sedum;sp;F.J.Ortiz;29;6;2005
148;148;Cap de creus;1.38;Lasioglossum;interruptum;female;Sonchus;sp;F.J.Ortiz;01;01;2005
149;149;MIQ2OP;1.39;Lasioglossum;pauxillum;female;Daucus;carota;F.J.Ortiz;11;6;2005
150;150;FRA1OP;1.32;Lasioglossum;pauxillum;female;Daucus;carota;F.J.Ortiz;14;6;2005
151;151;FRA2OP;1.15;Halictus;gemmeus;female;Convolvulus;sp;L.O. Aguado;4;6;2005
152;152;FRA1OP;1.24;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;9;6;2005
153;153;SEL2OP;1.14;Halictus;gemmeus;female;Ruta;sp;L.O. Aguado;16;6;2005
154;154;MIQ2OP;1.04;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;28;5;2005
155;155;FRA1OP;1.16;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;21;6;2005
156;156;MIQ2OP;1.11;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;28;5;2005
157;157;MIQ2OP;1.23;Halictus;gemmeus;female;Eryngium;sp;L.O. Aguado;28;5;2005
158;158;BAT2CA;1.33;Halictus;gemmeus;female;Aetheorrina;bulbosa;L.O. Aguado;28;3;2005
159;159;FRA2OP;1;Lasioglossum;pauxillum;female;Sonchus;sp;F.J.Ortiz;21;6;2005
160;160;FRA2OP;1.37;Lasioglossum;bimaculatum;female;Sonchus;sp;L.O. Aguado;14;6;2005
161;161;FRA2OP;1.16;Lasioglossum;pauxillum;female;Opuntia;sp;F.J.Ortiz;30;6;2005
162;162;MED3CA;0.88;Lasioglossum;parvulum;female;Cistus;monspeliensis;F.J.Ortiz;25;5;2005
163;163;FRA1OP;1.14;Lasioglossum;pauxillum;female;Sonchus;sp;F.J.Ortiz;9;6;2005
164;164;MIQ2OP;1.12;Lasioglossum;pauxillum;female;Opuntia;sp;F.J.Ortiz;11;6;2005
165;165;FRA1OP;0.9;Lasioglossum;parvulum;female;Echium;sp;F.J.Ortiz;9;6;2005
166;166;FRA1OP;0.98;Lasioglossum;pauxillum;female;Convolvulus;sp;F.J.Ortiz;9;6;2005
167;167;FRA2OP;1.07;Lasioglossum;pauxillum;female;Sonchus;sp;F.J.Ortiz;21;6;2005
168;168;MED3CA;1.67;Lasioglossum;bimaculatum;female;Cistus;monspeliensis;L.O. Aguado;23;5;2005
169;169;MED3CA;1.75;Lasioglossum;bimaculatum;female;Cistus;monspeliensis;L.O. Aguado;13;4;2005
170;170;MED3CA;1.75;Lasioglossum;bimaculatum;female;Cistus;monspeliensis;L.O. Aguado;23;5;2005
171;171;MED3CA;1.6;Lasioglossum;bimaculatum;female;Cistus;monspeliensis;L.O. Aguado;23;5;2005
172;172;MED1CA;1.61;Lasioglossum;bimaculatum;female;Rosmarinus;officinalis;L.O. Aguado;30;4;2005
173;173;BAT2CA;1.64;Lasioglossum;bimaculatum;female;Lavandula;stoechas;L.O. Aguado;13;4;2005
174;174;BAT1CA;1.48;Lasioglossum;bimaculatum;female;Lavandula;stoechas;L.O. Aguado;21;4;2005
175;175;MIQ2OP;1.22;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;11;6;2005
176;176;FRA2OP;1.15;Halictus;gemmeus;female;Allium;sp;L.O. Aguado;30;6;2005
177;177;MIQ2OP;1.34;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;22;6;2005
178;178;MIQ1OP;1.3;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;22;6;2005
179;179;MIQ1OP;1.31;Halictus;gemmeus;female;Sonchus;sp;L.O. Aguado;10;6;2005
180;180;FRA2OP;1.33;Halictus;gemmeus;female;Sedum;sp;L.O. Aguado;30;6;2005
181;181;FRA2OP;1.15;Halictus;gemmeus;female;Sonchus;sp;L.O. Aguado;14;6;2005
182;182;MIQ1OP;1.04;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;11;6;2005
183;183;FRA1OP;1.21;Halictus;gemmeus;female;Daucus;carota;L.O. Aguado;17;6;2005
184;184;SEL2OP;1.2;Halictus;gemmeus;female;Ruta;sp;L.O. Aguado;8;6;2005
185;185;Port de la selva;3.27;Anthophora;salviae;male;NA;NA;L.O. Aguado;12;4;2005
186;186;Port de la selva;2.94;Osmia;tricornis;female;NA;NA;L.O. Aguado;12;4;2005
187;187;Cap de creus;2.81;Osmia;sp;female;NA;NA;;01;01;2005
188;188;MED4CA;2.09;Halictus;pyrenaeus;male;Cistus;monspeliensis;L.O. Aguado;23;5;2005
189;189;MIQ2OP;2.12;Halictus;pyrenaeus;female;Opuntia;sp;L.O. Aguado;10;6;2005
190;190;MED2CA;2.26;Halictus;pyrenaeus;female;Lavandula;stoechas;L.O. Aguado;11;5;2005
191;191;MED2CA;2.38;Lasioglossum;sp;female;Cistus;salvifolius;L.O. Aguado;30;4;2005
192;192;MED2CA;2.33;Lasioglossum;sp;female;Carpobrotus;edulis;L.O. Aguado;30;4;2005
193;193;MED2CA;2.31;Lasioglossum;sp;female;Carpobrotus;edulis;L.O. Aguado;26;4;2005
194;194;MIQ2OP;2.15;Lasioglossum;sp;female;Scabiosa;sp;L.O. Aguado;10;6;2005
195;195;SEL1OP;2.26;Lasioglossum;sp;female;Scabiosa;sp;L.O. Aguado;16;6;2005
196;196;BAT2CA;2.39;Lasioglossum;sp;female;Carpobrotus;edulis;L.O. Aguado;8;5;2005
197;197;BAT2CA;2.31;Halictus;rubicundus;female;Lavandula;stoechas;L.O. Aguado;24;5;2005
198;198;BAT CA;2.41;Halictus;rubicundus;female;Lavandula;stoechas;L.O. Aguado;24;5;2005
199;199;MED3CA;2.72;Halictus;quadricinctus;female;Galactites;tomentosa;I. Bartomeus;23;5;2005
200;200;BAT2CA;3.25;Eucera;sp;female;Lavandula;stoechas;;01;01;2005
201;201;FRA1OP;1.56;Panurgus;calcaratus;male;Sonchus;sp;L.O. Aguado;14;6;2005
202;202;FRA1OP;1.54;Panurgus;calcaratus;male;Sonchus;sp;L.O. Aguado;14;6;2005
203;203;MIQ1OP;1.6;Panurgus;calcaratus;female;Urospermum;picroides;L.O. Aguado;11;6;2005
204;204;MIQ1OP;1.66;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;11;6;2005
205;205;FRA2OP;1.71;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;14;6;2005
206;206;FRA1OP;1.63;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;14;6;2005
207;207;BAT1CA;1.39;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;3;5;2005
208;208;MIQ2OP;1.49;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;11;6;2005
209;209;FRA1OP;1.33;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;21;6;2005
210;210;MIQ1OP;1.76;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;10;6;2005
211;211;MIQ1OP;2.08;Halictus;pyrenaeus;female;Sonchus;sp;L.O. Aguado;10;6;2005
212;212;FRA2OP;1.92;Halictus;fulvipes;female;Opuntia;sp;F.J.Ortiz;30;6;2005
213;213;FRA1OP;1.83;Halictus;pyrenaeus;male;Sedum;sp;L.O. Aguado;30;6;2005
214;214;FRA2OP;2.14;Halictus;pyrenaeus;female;Sonchus;sp;L.O. Aguado;21;6;2005
215;215;FRA2OP;1.96;Halictus;pyrenaeus;female;Sonchus;sp;L.O. Aguado;9;6;2005
216;216;MED3CA;2.28;Halictus;pyrenaeus;female;Urospermum;picroides;L.O. Aguado;23;5;2005
217;217;FRA2OP;1.75;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;21;6;2005
218;218;FRA1OP;1.59;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;9;6;2005
219;219;FRA2OP;1.72;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;21;6;2005
220;220;MIQ2OP;1.67;Panurgus;calcaratus;female;Urospermum;picroides;L.O. Aguado;10;6;2005
221;221;BAT2CA;1.49;Panurgus;calcaratus;male;Urospermum;picroides;L.O. Aguado;24;5;2005
222;222;MED1CA;1.65;Panurgus;sp;male;Urospermum;picroides;L.O. Aguado;25;5;2005
223;223;FRA2OP;1.58;Panurgus;calcaratus;male;Lavandula;stoechas;L.O. Aguado;11;5;2005
224;224;FRA2OP;1.34;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;21;6;2005
225;225;MIQ1OP;1.62;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;10;6;2005
226;226;MIQ1OP;1.35;Panurgus;calcaratus;female;Urospermum;picroides;L.O. Aguado;11;6;2005
227;227;MED2CA;1.59;Panurgus;calcaratus;male;Cistus;monspeliensis;L.O. Aguado;2;5;2005
228;228;MIQ1OP;1.5;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;11;6;2005
229;229;Cap de creus;1.59;Panurgus;sp;female;Sonchus;tenerrimus;;NA;NA;2005
230;230;MIQ1OP;1.36;Panurgus;calcaratus;female;Sonchus;sp;L.O. Aguado;11;6;2005
231;231;MIQ1OP;1.35;Panurgus;calcaratus;male;Sonchus;sp;L.O. Aguado;10;6;2005
232;232;BAT2CA;6.58;Bombus;terrestris;queen;Thymelea;hirsuta;I. Bartomeus;28;3;2005
233;233;MED2CA;4.28;Bombus;terrestris;worker;Cistus;albidus;I. Bartomeus;14;4;2005
234;234;MIQ2OP;3.83;Bombus;sp;male;Opuntia;sp;I. Bartomeus;22;6;2005
235;235;BAT2CA;3.2;Eucera;nigrencens;male;Carpobrotus;edulis;L.O. Aguado;21;4;2005
236;236;FRA1OP;1.09;Ceratina;dentiventris;female;Echium;sp;L.O. Aguado;9;6;2005
237;237;MIQ1OP;1.28;Hylaeus;nigritus;female;Scabiosa;sp;L.O. Aguado;28;6;2005
238;238;SEL2OP;2.35;Megachile;atratula;male;Allium;sp;;NA;NA;2005
239;239;MIQ1OP;2.89;Apis;mellifera;worker;Daucus;carota;I. Bartomeus;10;6;2005
240;240;BAT2CA;2.9;Apis;mellifera;worker;Carpobrotus;edulis;I. Bartomeus;8;5;2005
241;241;MED1CA;2.75;Apis;mellifera;worker;Rosmarinus;officinalis;I. Bartomeus;14;4;2005
242;242;MED4CA;1.62;Andrena??;sp;female;Cistus;albidus;L.O. Aguado;30;4;2005
243;243;BAT1CA;2.7;Andrena;agilissima;female;Thymelea;hirsuta;L.O. Aguado;28;4;2005
244;244;MED2CA;2.31;Andrena;agilissima;male;Thymelea;hirsuta;L.O. Aguado;30;4;2005
245;245;BAT2CA;1.7;Andrena;colletiformis;female;Sonchus;tenerrimus;L.O. Aguado;24;5;2005
246;246;MED4CA;2.17;Andrena;senecionis;female;Sonchus;tenerrimus;L.O. Aguado;23;5;2005
247;247;BAT2CA;2;Andrena;senecionis;female;Sonchus;tenerrimus;L.O. Aguado;24;5;2005
248;248;BAT2CA;2.22;Andrena;senecionis;female;Urospermum;picroides;L.O. Aguado;24;5;2005
249;249;MED3CA;2.11;Andrena;haemorhoa;female;Cistus;monspeliensis;L.O. Aguado;23;5;2005
250;250;MED2CA;2.39;Andrena;villipes;female;Cistus;monspeliensis;L.O. Aguado;11;5;2005
251;251;MED2CA;2.38;Andrena;villipes;female;Cistus;monspeliensis;L.O. Aguado;11;5;2005
252;252;MED2CA;2.62;Andrena;villipes;female;Cistus;albidus;L.O. Aguado;14;4;2005
253;253;MED2CA;1.83;Andrena;taraxaci;female;Sonchus;tenerrimus;L.O. Aguado;11;5;2005
254;254;MED2CA;1.91;Andrena;taraxaci;female;Sonchus;tenerrimus;L.O. Aguado;11;5;2005
255;255;MED1CA;1.87;Andrena;lepida;female;Cistus;monspeliensis;L.O. Aguado;11;5;2005
