"","Genus","Subgenus","Species","Subspecies","Accepted_name","Original_name","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_id","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Uid"
"1348","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cetrero","37.314","-7.093","<1km",2011,4,15,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_367"
"1349","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cetrero","37.314","-7.093","<1km",2011,4,15,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_368"
"1350","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Curva","37.291","-7.287","<1km",2011,5,3,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Galactites_tomentosa",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_399"
"1351","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2011,4,13,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_467"
"1352","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2011,4,12,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_469"
"1353","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2011,4,12,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_470"
"1354","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2011,4,12,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_471"
"1355","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2011,4,12,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_472"
"1356","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2011,4,13,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_473"
"1357","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Gravera","37.275","-7.241","<1km",2011,5,4,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_528"
"1358","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Gravera","37.275","-7.241","<1km",2011,5,4,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_537"
"1359","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Gravera","37.275","-7.241","<1km",2011,5,4,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Halimium_halimifolium",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_545"
"1360","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Villablanca","37.293","-7.325","<1km",2011,4,26,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Echium_plantagineum",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1142"
"1361","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Villablanca","37.293","-7.325","<1km",2011,4,26,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Phlomis_purpurea",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1145"
"1362","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Huelva","Bonares","37.332","-6.668","<1km",2012,4,30,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1345"
"1363","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Bonares","37.332","-6.668","<1km",2012,3,22,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1354"
"1364","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Bonares","37.332","-6.668","<1km",2012,3,22,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1355"
"1365","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Bonares","37.332","-6.668","<1km",2012,3,22,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1357"
"1366","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Bonares","37.332","-6.668","<1km",2012,3,22,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1362"
"1367","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1484"
"1368","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1490"
"1369","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1496"
"1370","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1497"
"1371","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1498"
"1372","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1509"
"1373","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Elaeoselinum_foetidum",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1526"
"1374","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,5,16,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1540"
"1375","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,4,17,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1551"
"1376","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,4,17,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1553"
"1377","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,4,17,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1573"
"1378","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.263","-7.144","<1km",2012,4,17,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1574"
"1379","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cetrero","37.314","-7.093","<1km",2012,5,14,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1658"
"1380","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2012,4,21,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1763"
"1381","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Estanque","37.234","-7.280","<1km",2012,4,21,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1765"
"1382","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Lucena","37.292","-6.753","<1km",2012,3,23,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1904"
"1383","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Lucena","37.292","-6.753","<1km",2012,3,28,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1908"
"1384","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Lucena","37.292","-6.753","<1km",2012,3,28,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1909"
"1385","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Lucena","37.292","-6.753","<1km",2012,3,28,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1910"
"1386","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Lucena","37.292","-6.753","<1km",2012,3,28,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_salvifolius",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_1911"
"1387","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Huelva","Niebla","37.405","-6.680","<1km",2012,4,18,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_2258"
"1388","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Huelva","Niebla","37.405","-6.680","<1km",2012,4,18,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_monspeliensis",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_2259"
"1389","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Huelva","Niebla","37.405","-6.680","<1km",2012,4,18,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_ladanifer",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_2265"
"1390","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Pinar","37.276","-7.111","<1km",2012,4,23,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_2324"
"1391","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Villablanca","37.293","-7.325","<1km",2012,4,8,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_2585"
"1392","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","La Rocina","37.131","-6.528","GPS",2019,5,13,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",0,0,0,1,NA,"Halimium halimifolium",NA,"B. Arroyo-Correa",NA,NA,"4_Arroyo-Correa_13"
"1393","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Cabo Sardão, Cavaleiro","37.590","-8.810","uncert. < than 1km",1970,NA,NA,NA,"31/12/1998","J. M. Dusmet",NA,NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"before 1970 MCN","54_Wood_etal_21923"
"1394","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","La Pedriza","40.783","-3.889","uncert. < than 1km",1999,NA,NA,NA,"06/05/1999","Weiring","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"ZMA","54_Wood_etal_22147"
"1395","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Valencia/València","Saler","39.405","-0.387","uncert. < than 1km",1952,NA,NA,NA,"03/06/2002","Beaumont","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Lausanne","54_Wood_etal_22614"
"1396","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Asturias","La Lloraza","43.529","-5.449",NA,2018,9,20,NA,NA,"A. Núñez","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_31"
"1397","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Asturias","Fozana","43.372","-5.753","0,1 km",2016,4,11,NA,NA,NA,"O. Aguado",1,0,0,0,NA,NA,"PRE-1198","M. Miñarro, A. Núñez","Caught by netting in apple orchard groundcover",NA,"51_Minarro_1838"
"1398","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Ávila","Navalperal","40.598","-4.359","uncert. < than 1km",1900,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,"Confirmed from paper","54_Wood_etal_970"
"1399","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Barcelona","Teyá","41.505","2.341","uncert. < than 1km",1901,NA,NA,NA,"25/05/1901",NA,NA,NA,1,NA,NA,"Ornosa C 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_990"
"1400","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Barcelona","Centellas","41.774","2.218","uncert. < than 1km",1901,NA,NA,NA,"24/09/1901",NA,NA,1,NA,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1033"
"1401","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Barcelona","Centellas","41.774","2.218","uncert. < than 1km",1901,NA,NA,NA,"24/09/1901",NA,NA,NA,1,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1034"
"1402","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","San Ildefonso","40.872","-4.009","uncert. < than 1km",1902,NA,NA,NA,"15/07/1902",NA,NA,NA,1,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1051"
"1403","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Nevada, Sierra","37.091","-3.169","uncert. < than 1km",1903,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1090"
"1404","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",1904,NA,NA,NA,NA,NA,"Warncke K",NA,NA,NA,1,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_1099"
"1405","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Spain","Valladolid","Jaramiel, Arroyo","41.585","-4.620","uncert. < than 1km",1905,NA,NA,NA,"28/05/1905",NA,NA,NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1146"
"1406","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Zaragoza","Zaragoza","41.668","-0.898","uncert. < than 1km",1907,NA,NA,NA,"03/07/1907",NA,NA,NA,2,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1179"
"1407","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Cercedilla","40.690","-4.124","uncert. < than 1km",1911,NA,NA,NA,"23/07/1911","Mercet","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Madrid","54_Wood_etal_1228"
"1408","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Cercedilla","40.690","-4.124","uncert. < than 1km",1911,NA,NA,NA,"23/07/1911",NA,NA,1,NA,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1229"
"1409","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Barcelona","Montseny","41.776","2.458","uncert. < than 1km",1922,NA,NA,NA,"06/07/1922",NA,NA,1,NA,NA,NA,"Ornosa C 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1470"
"1410","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Barcelona","Tordera","41.686","2.700","uncert. < than 1km",1923,NA,NA,NA,"11/08/1923",NA,NA,NA,1,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1534"
"1411","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",1924,NA,NA,NA,"18/07/1924","Zerny","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"NMV","54_Wood_etal_1575"
"1412","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",1924,NA,NA,NA,"18/07/1924",NA,"Warncke K",NA,NA,NA,1,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_1576"
"1413","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Madrid (El Pardo)","40.424","-3.648","uncert. < than 1km",1924,NA,NA,NA,"18/07/1924",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_1577"
"1414","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cádiz","Algeciras","36.164","-5.501","uncert. < than 1km",1925,NA,NA,NA,"10/05/1925",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_1620"
"1415","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Ávila","Arenas de San Pedro","40.227","-5.057","uncert. < than 1km",1926,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_2034"
"1416","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Cádiz","Chiclana","36.426","-6.156","uncert. < than 1km",1926,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_2035"
"1417","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Burgos","Terminón","42.677","-3.427","uncert. < than 1km",1927,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_2150"
"1418","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain",NA,NA,"36.519","-6.264","uncert. < than 1km",1928,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_2222"
"1419","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","37.091","-8.719","uncert. < than 1km",1928,12,31,"31/12/1928","31/12/1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood","Quilis (1928)",NA,"54_Wood_etal_2228"
"1420","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Córdoba","Villaharta","38.158","-4.883","uncert. < than 1km",1929,NA,NA,NA,"27/04/1929","Dusmets","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Madrid","54_Wood_etal_2230"
"1421","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Córdoba","Villaharta","38.158","-4.883","uncert. < than 1km",1929,NA,NA,NA,"27/04/1929",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_2231"
"1422","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Portugal",NA,"Gambelas","37.087","-7.931","uncert. < than 1km",1930,4,2,"02/04/1930","02/04/1930","Teunissen","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"needs  verification RNHL","54_Wood_etal_2242"
"1423","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Cercedilla","40.690","-4.124","uncert. < than 1km",1930,NA,NA,NA,"12/06/1930",NA,NA,NA,2,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_2251"
