"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"11733",41.625603,2.682515,"Andrenidae","Andrena limata",1999,6,17,"Lefeber V.","Wood T.","FEMALE","Catalu?a","Pineda de Mar",NA,"i1_Gbif_11733"
"11734",41.674771,2.79,"Andrenidae","Andrena pilipes",1999,6,26,"Lefeber V.","Wood T.","FEMALE","Catalu?a","Blanes",NA,"i1_Gbif_11734"
"11735",42.481779,-1.653442,"Andrenidae","Andrena hypopolia",1999,7,29,"Kunst F.P.","Wood T.","FEMALE","Navarre","Olite",NA,"i1_Gbif_11735"
"11736",40.115365,-5.847263,"Andrenidae","Andrena fabrella",1998,5,23,"Duffels J.P.","Wood T.","MALE","Extremadura, C?ceres","Pto. del Piornal NW Jaraiz de la Vera",NA,"i1_Gbif_11736"
"11737",40.115365,-5.847263,"Andrenidae","Andrena fabrella",1998,5,23,"Duffels J.P.","Wood T.","MALE","Extremadura, C?ceres","Pto. del Piornal NW Jaraiz de la Vera",NA,"i1_Gbif_11737"
"11738",38.2,-1.883333,"Andrenidae","Andrena pilipes",1998,6,3,"M. Forst",NA,NA,NA,"Moratalla, Murcia, Murcia",NA,"i1_Gbif_11738"
"11739",38.01974,-0.656914,"Andrenidae","Andrena verticalis",1997,4,12,"Gijswijt M.J.","Wood T.","MALE","Comunidad Valenciana, Alicante","La Mata",NA,"i1_Gbif_11739"
"11740",38.01974,-0.656914,"Andrenidae","Andrena longibarbis",1997,4,12,"Gijswijt M.J.","Wood T.","FEMALE","Comunidad Valenciana, Alicante","La Mata",NA,"i1_Gbif_11740"
"11741",38.299813,-0.982361,"Andrenidae","Andrena pandosa",1997,4,15,"Gijswijt M.J.","Wood T.","FEMALE","Murcia","Canton",NA,"i1_Gbif_11741"
"11742",38.271256,-0.929355,"Andrenidae","Andrena astrella",1997,5,15,"Gijswijt M.J.","Wood T.","FEMALE","Comunidad Valenciana, Alicante","Hondon de las Frailes",NA,"i1_Gbif_11742"
"11743",38.716,0.053,"Andrenidae","Andrena fulvata",1997,9,28,"E. Scheuchl","Stefan Schmidt",NA,NA,"Valencia - Benissa",NA,"i1_Gbif_11743"
"11745",37.332793,-1.694523,"Andrenidae","Andrena tenuistriata",1996,4,6,"Gijswijt M.J.","Wood T.","FEMALE","Andalucia, Ameria","El Pozo del Esparto",NA,"i1_Gbif_11745"
"11746",37.141481,-1.851052,"Andrenidae","Andrena astrella",1996,4,3,"Gijswijt M.J.","Wood T.","FEMALE","Andalucia, Ameria","Mojacar",NA,"i1_Gbif_11746"
"11747",40.06312,-5.188247,"Andrenidae","Andrena vetula",1996,4,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11747"
"11775",40.06312,-5.188247,"Andrenidae","Andrena dorsata",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11775"
"11776",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11776"
"11777",40.104659,-5.727264,"Andrenidae","Andrena dorsata",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11777"
"11778",39.973471,-5.870909,"Andrenidae","Andrena ovatula",1996,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","7 km S of Tejeda de Tietar",NA,"i1_Gbif_11778"
"11779",40.062178,-5.727,"Andrenidae","Andrena similis",1996,5,8,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Collado",NA,"i1_Gbif_11779"
"11780",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11780"
"11781",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11781"
"11782",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11782"
"11783",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11783"
"11784",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11784"
"11785",39.78199,-5.483257,"Andrenidae","Andrena spreta",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11785"
"11786",40.104659,-5.727264,"Andrenidae","Andrena pilipes",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11786"
"11787",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11787"
"11788",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11788"
"11789",40.104659,-5.727264,"Andrenidae","Andrena similis",1996,5,4,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11789"
"11790",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11790"
"11791",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11791"
"11792",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11792"
"11793",39.78199,-5.483257,"Andrenidae","Andrena tenuistriata",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11793"
"11794",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11794"
"11795",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11795"
"11796",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11796"
"11797",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11797"
"11798",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11798"
"11799",40.104659,-5.727264,"Andrenidae","Andrena dorsata",1996,5,20,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11799"
"11800",40.104659,-5.727264,"Andrenidae","Andrena dorsata",1996,5,20,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11800"
"11801",40.060441,-5.763837,"Andrenidae","Andrena spreta",1996,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Jaraiz de la Vera",NA,"i1_Gbif_11801"
"11802",40.06312,-5.188247,"Andrenidae","Andrena pilipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11802"
"11803",40.06312,-5.188247,"Andrenidae","Andrena dorsata",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11803"
"11804",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11804"
"11805",39.973471,-5.870909,"Andrenidae","Andrena flavipes",1996,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","7 km S of Tejeda de Tietar",NA,"i1_Gbif_11805"
"11806",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11806"
"11807",40.104659,-5.727264,"Andrenidae","Andrena tenuistriata",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11807"
"11808",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11808"
"11809",40.06312,-5.188247,"Andrenidae","Andrena nigroaenea",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11809"
"11810",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11810"
"11811",40.06312,-5.188247,"Andrenidae","Andrena spreta",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11811"
"11812",39.78199,-5.483257,"Andrenidae","Andrena tenuistriata",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11812"
"11813",40.06312,-5.188247,"Andrenidae","Andrena tunetana",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11813"
"11814",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11814"
"11815",40.104659,-5.727264,"Andrenidae","Andrena similis",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11815"
"11816",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11816"
"11817",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11817"
"11818",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11818"
"11819",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11819"
"11820",40.06312,-5.188247,"Andrenidae","Andrena dorsata",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11820"
"11821",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11821"
"11822",40.104659,-5.727264,"Andrenidae","Andrena similis",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11822"
"11823",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11823"
"11824",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11824"
"11825",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11825"
"11826",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11826"
"11827",39.78199,-5.483257,"Andrenidae","Andrena spreta",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11827"
"11828",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11828"
"11829",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11829"
"11830",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11830"
"11831",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11831"
"11832",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11832"
"11833",39.617025,-2.160612,"Andrenidae","Andrena granulosa",1996,5,20,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Cuenca","10 km E of Honrubia",NA,"i1_Gbif_11833"
"11834",39.973471,-5.870909,"Andrenidae","Andrena minutula",1996,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","7 km S of Tejeda de Tietar",NA,"i1_Gbif_11834"
"11835",40.06312,-5.188247,"Andrenidae","Andrena dorsata",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11835"
"11836",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11836"
"11837",40.104659,-5.727264,"Andrenidae","Andrena dorsata",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11837"
"11838",39.78199,-5.483257,"Andrenidae","Andrena oviventris",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11838"
"11839",39.78199,-5.483257,"Andrenidae","Andrena flavipes",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11839"
"11840",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11840"
"11841",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11841"
"11842",40.104659,-5.727264,"Andrenidae","Andrena pilipes",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11842"
"11843",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11843"
"11844",40.104659,-5.727264,"Andrenidae","Andrena hesperia",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11844"
"11845",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11845"
"11846",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11846"
"11847",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11847"
"11848",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11848"
"11849",40.104659,-5.727264,"Andrenidae","Andrena pilipes",1996,5,8,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11849"
"11850",40.06312,-5.188247,"Andrenidae","Andrena dorsata",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11850"
"11851",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11851"
"11852",40.104659,-5.727264,"Andrenidae","Andrena dorsata",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11852"
"11853",40.104659,-5.727264,"Andrenidae","Andrena rhenana",1996,5,4,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11853"
"11854",40.060441,-5.763837,"Andrenidae","Andrena hesperia",1996,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Jaraiz de la Vera",NA,"i1_Gbif_11854"
"11855",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11855"
"11856",40.104659,-5.727264,"Andrenidae","Andrena fabrella",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11856"
"11857",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11857"
"11858",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11858"
"11859",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11859"
"11860",39.78199,-5.483257,"Andrenidae","Andrena tenuistriata",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11860"
"11861",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11861"
"11862",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11862"
"11863",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11863"
"11864",39.78199,-5.483257,"Andrenidae","Andrena tenuistriata",1996,5,12,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Bohonal de Ibor, Roman ruins",NA,"i1_Gbif_11864"
"11865",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11865"
"11866",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11866"
"11867",39.973471,-5.870909,"Andrenidae","Andrena lagopus",1996,5,9,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","7 km S of Tejeda de Tietar",NA,"i1_Gbif_11867"
"11868",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11868"
"11869",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11869"
"11870",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11870"
"11871",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11871"
"11872",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11872"
"11873",40.062178,-5.727,"Andrenidae","Andrena orbitalis",1996,5,8,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Collado",NA,"i1_Gbif_11873"
"11874",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11874"
"11875",40.104659,-5.727264,"Andrenidae","Andrena pilipes",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11875"
"11876",40.06312,-5.188247,"Andrenidae","Andrena flavipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11876"
"11877",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11877"
"11878",40.104659,-5.727264,"Andrenidae","Andrena villipes",1996,5,8,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11878"
"11879",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11879"
"11880",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11880"
"11881",40.104659,-5.727264,"Andrenidae","Andrena simontornyella",1996,5,4,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11881"
"11882",40.062178,-5.727,"Andrenidae","Andrena flavipes",1996,5,8,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Collado",NA,"i1_Gbif_11882"
"11883",40.115464,-5.849302,"Andrenidae","Andrena similis",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11883"
"11884",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11884"
"11885",40.115464,-5.849302,"Andrenidae","Andrena cineraria",1996,5,13,"Wiering H.","Wood T.","MALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11885"
"11886",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11886"
"11887",40.06312,-5.188247,"Andrenidae","Andrena dorsata",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11887"
"11888",40.104659,-5.727264,"Andrenidae","Andrena angustior",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11888"
"11889",40.104659,-5.727264,"Andrenidae","Andrena dorsata",1996,5,4,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11889"
"11890",40.104659,-5.727264,"Andrenidae","Andrena ovatula",1996,5,3,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Cuacos de Yuste",NA,"i1_Gbif_11890"
"11891",40.134646,0.166543,"Andrenidae","Andrena orbitalis",1996,5,21,"Wiering H.","Wood T.","FEMALE","Comunidad Valenciana, Castell?n","Torre de la Sal",NA,"i1_Gbif_11891"
"11892",40.06312,-5.188247,"Andrenidae","Andrena suerinensis",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11892"
"11893",40.115464,-5.849302,"Andrenidae","Andrena trimmerana",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Piornal",NA,"i1_Gbif_11893"
"11894",40.06312,-5.188247,"Andrenidae","Andrena pilipes",1996,5,14,"Wiering H.","Wood T.","FEMALE","Castilla-La Mancha, Toledo","10 km W of Navalcan",NA,"i1_Gbif_11894"
"11895",40.110462,-5.806214,"Andrenidae","Andrena senecionis",1996,5,13,"Wiering H.","Wood T.","FEMALE","Extremadura, C?ceres","Garganta la Olla",NA,"i1_Gbif_11895"
