"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Osmia","niveata",NA,"Spain","La Rioja","Hormilla",4700367,519211,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",5,6,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Calera","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Hylaeus","signatus",NA,"Spain","La Rioja","Hormilla",4700367,519211,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",5,5,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Calera","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Anthidium","manicatum",NA,"Spain","La Rioja","San Asensio",4707140,524752,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",6,2,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Arenillas","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","La Rioja","San Asensio",4707140,524752,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",15,24,0,0,"10.1080/00218839.2017.1282079",NA,"RIOJA2007_Arenillas","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Anthidium","florentinum",NA,"Spain","La Rioja","San Asensio",4707140,524752,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",1,1,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Arenillas","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Hylaeus","pictipes",NA,"Spain","La Rioja","San Asensio",4707140,524752,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",6,1,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Arenillas","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","La Rioja","San Asensio",4704591,520524,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",6,6,0,0,"10.1080/00218839.2017.1282079",NA,"RIOJA2007_Tejera","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","brevicornis",NA,"Spain","La Rioja","San Asensio",4704591,520524,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",91,136,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Tejera","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","niveata",NA,"Spain","La Rioja","San Asensio",4704591,520524,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",1,14,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Tejera","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Stelis","phaeophtera",NA,"Spain","La Rioja","San Asensio",4704591,520524,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",6,3,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Tejera","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia ","caerulescens",NA,"Spain","La Rioja","Briones",4708856,519490,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",78,105,0,0,"10.1080/00218839.2017.1282079",NA,"RIOJA2007_Puentes","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","brevicornis",NA,"Spain","La Rioja","Briones",4708856,519490,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",5,17,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Puentes","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","submicans",NA,"Spain","La Rioja","Briones",4708856,519490,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",0,2,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Puentes","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Anthidium","florentinum",NA,"Spain","La Rioja","Briones",4708856,519490,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",7,1,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Puentes","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","La Rioja","Agoncillo",4700682,558989,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",30,85,0,0,"10.1080/00218839.2017.1282079",NA,"RIOJA2007_Raso","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","brevicornis",NA,"Spain","La Rioja","Agoncillo",4700682,558989,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",8,9,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Raso","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","rufa",NA,"Spain","La Rioja","Agoncillo",4700682,558989,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",1,4,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Raso","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Anthidium","florentinum",NA,"Spain","La Rioja","Agoncillo",4700682,558989,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",2,1,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Raso","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Stelis","phaeophtera",NA,"Spain","La Rioja","Agoncillo",4700682,558989,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",0,2,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Raso","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Stelis","punctulatissima",NA,"Spain","La Rioja","Agoncillo",4700682,558989,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",0,1,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Raso","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","Navarra","Sartaguda",4691201,57825,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",62,92,0,0,"10.1080/00218839.2017.1282079",NA,"RIOJA2007_Pasada","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","niveata",NA,"Spain","Navarra","Sartaguda",4691201,57825,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",6,5,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Pasada","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Stelis","phaeophtera",NA,"Spain","Navarra","Sartaguda",4691201,57825,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",0,4,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Pasada","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","La Rioja","Cenicero",4704240,528385,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",30,20,0,0,"10.1080/00218839.2017.1282079",NA,"RIOJA2007_Prado","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Osmia","niveata",NA,"Spain","La Rioja","Cenicero",4704240,528385,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",4,3,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Prado","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Hylaeus","confusus",NA,"Spain","La Rioja","Cenicero",4704240,528385,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",4,0,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Prado","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Stelis","phaeophtera",NA,"Spain","La Rioja","Cenicero",4704240,528385,"<1 km",2007,9,15,2007-04-15,2007-09-15,"L.Baños-Picón","F. Torres",2,14,0,0,"10.1111/ele.13269",NA,"RIOJA2007_Prado","L. Baños-Picón, J. Tormos, J.D. Asís","TRAP-NEST",NA
"Anthidium","florentinum",NA,"Spain","La Rioja","San Asensio ",4707140,524752,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",1,2,0,0,"10.1016/j.baae.2012.12.008",NA,"RIOJA2008_Arenillas","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","La Rioja","San Asensio ",4707140,524752,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",0,2,0,0,"10.1016/j.baae.2012.12.009",NA,"RIOJA2008_Arenillas","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","dimidata",NA,"Spain","La Rioja","Cenicero",4701972,528801,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",4,0,0,0,"10.1016/j.baae.2012.12.010",NA,"RIOJA2008_Valderrín","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","submicans",NA,"Spain","La Rioja","Cenicero",4701972,528801,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",24,28,0,0,"10.1016/j.baae.2012.12.011",NA,"RIOJA2008_Valderrín","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","caerulescens",NA,"Spain","La Rioja","Cenicero",4701972,528801,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",3,25,0,0,"10.1016/j.baae.2012.12.012",NA,"RIOJA2008_Valderrín","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","niveata",NA,"Spain","La Rioja","Cenicero",4701972,528801,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",0,3,0,0,"10.1016/j.baae.2012.12.013",NA,"RIOJA2008_Valderrín","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Hylaeus","pictipes",NA,"Spain","La Rioja","Cenicero",4701972,528801,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",3,2,0,0,"10.1016/j.baae.2012.12.014",NA,"RIOJA2008_Valderrín","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Hylaeus","signatus",NA,"Spain","La Rioja","Cenicero",4701972,528801,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",5,0,0,0,"10.1016/j.baae.2012.12.015",NA,"RIOJA2008_Valderrín","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Anthidium","florentinum",NA,"Spain","La Rioja","Cenicero",4704456,531578,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",3,4,0,0,"10.1016/j.baae.2012.12.016",NA,"RIOJA2008_Vallehuso","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","niveata",NA,"Spain","La Rioja","Cenicero",4704456,531578,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",45,244,0,0,"10.1016/j.baae.2012.12.017",NA,"RIOJA2008_Vallehuso","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","rufa",NA,"Spain","La Rioja","Cenicero",4704456,531578,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",1,1,0,0,"10.1016/j.baae.2012.12.018",NA,"RIOJA2008_Vallehuso","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Hylaeus","pictipes",NA,"Spain","La Rioja","Cenicero",4704456,531578,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",4,4,0,0,"10.1016/j.baae.2012.12.019",NA,"RIOJA2008_Vallehuso","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Megachile","rotundata",NA,"Spain","La Rioja","Cenicero",4704456,531578,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",1,0,0,0,"10.1016/j.baae.2012.12.020",NA,"RIOJA2008_Vallehuso","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
"Osmia","niveata",NA,"Spain","La Rioja","Cenicero",4701727,530168,"<1 km",2008,9,15,2008-04-15,2008-09-15,"L.Baños-Picón","F. Torres",14,47,0,0,"10.1016/j.baae.2012.12.021",NA,"RIOJA2008_Plano","L. Baños-Picón, J. Tormos, F. Torres, J.D. Asís","TRAP-NEST",NA
