"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","COLLECTION","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Heriades",NA,"Heriades rubicola",NA,"Portugal","Leiria","Vérigo","39.942237"," -8.581661","<1km",2019,7,29,43675,43675,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"495","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Heriades",NA,"Heriades truncorum",NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,5,30,43615,43616,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"567 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Heriades",NA,"Heriades truncorum",NA,"Portugal","Leiria","Vérigo","39.942279"," -8.581516","<1km",2019,7,29,43675,43675,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Helichrysum stoechas ","502","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Pentadentosmia","Hoplitis cadiza ",NA,"Portugal","Porto","Rio Tinto"," 41.187585"," -8.577883","<1km",2019,5,3,43588,43589,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"654 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Anthocopa",NA,NA,"Portugal","Braga","Santo Estêvão (Briteiros)"," 41.516580"," -8.305029","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",NA,2,NA,0,NA,NA,"182,220. FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Anthocopa",NA,NA,"Portugal","Porto","Águas Santas"," 41.217709"," -8.562080","<1km",2019,4,3,43558,43559,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"235 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Anthocopa",NA,NA,"Portugal","Coimbra","Cantanhede","40.368210","-8.621492","<1km",2019,4,29,43584,43585,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"255 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Hoplitis ",NA,NA,"Portugal","Coimbra","Soure","40.044428","-8.599513","<1km",2019,5,20,43605,43606,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"603 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Anthocopa",NA,NA,"Portugal","Porto","Rio Tinto"," 41.187585"," -8.577883","<1km",2019,5,2,43587,43588,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"655 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Hoplitis",NA,NA,"Portugal","Leiria","Vérigo","39.941822"," -8.582084","<1km",2019,4,20,43575,43575,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Echium sp.","435","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Annosmia",NA,NA,"Portugal","Leiria","Vérigo","39.941679"," -8.581731","<1km",2019,5,19,43604,43604,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"470","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hoplitis","Megahoplitis",NA,NA,"Portugal","Leiria","Vérigo","39.941679"," -8.581731","<1km",2019,5,19,43604,43604,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"471","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus",NA,"Hylaeus confusus",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,5,25,43610,43611,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"715 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus",NA,"Hylaeus imparalis",NA,"Portugal","Viana do Castelo","Ganfei"," 42.044703"," -8.632360","<1km",2019,5,1,43586,43587,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"753 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus","Dentigera","Hylaeus imparilis",NA,"Portugal","Leiria","Vérigo","39.941758"," -8.581917","<1km",2019,9,15,43723,43723,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Urginea maritima","567","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus",NA,NA,NA,"Portugal","Porto","Guilhabreu","41.290484","-8.649053","<1km",2019,5,22,43607,43608,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"355 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus",NA,NA,NA,"Portugal","Porto","Unhão e Lordelo","41.325019","-8.227021","<1km",2019,5,25,43610,43611,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"439 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus",NA,NA,NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,7,5,43651,43652,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"865 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus","Paraprosopis",NA,NA,"Portugal","Leiria","Vérigo","39.94164"," -8.581657","<1km",2019,4,12,43567,43567,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"423","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus","Paraprosopis",NA,NA,"Portugal","Leiria","Vérigo","39.94164"," -8.581657","<1km",2019,4,28,43583,43583,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"454","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Hylaeus?",NA,NA,NA,"Portugal","Leiria","São Vicente","39.84425"," -8.642018","<1km",2019,4,27,43582,43582,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,NA,"449","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum aeratum",NA,"Portugal","Viana do Castelo","Vila Fria","41.391071","-8.237358","<1km",2019,5,25,43610,43611,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"480 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum albocinctum",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,5,28,43613,43614,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"747 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum albocinctum ",NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,3,13,43537,43538,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"310 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum albocinctum ",NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,5,30,43615,43616,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"556 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum angusticeps",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,6,11,43627,43628,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"737 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum calceatum",NA,"Portugal","Viana do Castelo","Ganfei"," 42.044703"," -8.632360","<1km",2019,7,2,43648,43649,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"882 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum glabriusculum ",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2018,8,12,43324,43324,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"305","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum griseolum",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,5,28,43613,43614,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"362 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum griseolum",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,6,11,43627,43628,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"734 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,4,2,43557,43558,"H. Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"113 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Coimbra","Cantanhede","40.368210","-8.621492","<1km",2019,5,28,43613,43614,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"458 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2017,6,29,42915,42915,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"138","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2018,8,12,43324,43324,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"301","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2018,8,12,43324,43324,"H.Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"306","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Leiria","São Vicente","39.844312"," -8.641976","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","T. Wood 2020",1,NA,NA,0,NA,"Lamiaceae or Poaceae","513","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum interruptum",NA,"Portugal","Leiria","Penedos ","39.840443"," -8.645044","<1km",2019,8,11,43688,43688,"H.Gaspar & P.Ferreira","T. Wood 2020",1,NA,NA,0,NA,NA,"540","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum laticeps",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2017,6,7,42893,42893,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"118","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Porto","Águas Santas"," 41.217709"," -8.562080","<1km",2019,5,1,43586,43587,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"652 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Braga","Rendufe"," 41.625289","-8.418566","<1km",2019,4,29,43584,43585,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"691 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Aveiro","Silva Escura","40.794095","-8.368753","<1km",2019,8,18,43695,43696,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"728 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Aveiro","Silva Escura","40.794095","-8.368753","<1km",2019,8,18,43695,43696,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"732 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,6,11,43627,43628,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"738 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,8,1,43678,43679,"H. Gaspar","H. Gaspar",NA,2,NA,0,NA,NA,"866,924 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Porto","Pedreira, Rande e Sernande"," 41.331375"," -8.226857","<1km",2019,5,29,43614,43615,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"900 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum leucozonium",NA,"Portugal","Leiria","São Vicente","39.844312"," -8.641976","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","T. Wood 2020",NA,1,NA,0,NA,"Lamiaceae or Poaceae","514","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",5,NA,NA,0,NA,NA,"1,2,3,4,10 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",2,NA,NA,0,NA,NA,"157,158 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Braga","Santo Estêvão (Briteiros)"," 41.516580"," -8.305029","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"181 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Porto","Rio Tinto"," 41.187585"," -8.577883","<1km",2019,4,3,43558,43559,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"224 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,5,26,43611,43612,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"498 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,5,5,43590,43591,"H. Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"708 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2017,6,29,42915,42915,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"139","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Leiria","Vérigo","39.942548"," -8.581561","<1km",2018,8,12,43324,43324,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"299","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Leiria","São Vicente","39.844312"," -8.641976","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,"Lamiaceae or Poaceae","515","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum malachurum",NA,"Portugal","Leiria","Vérigo","39.942377"," -8.581483","<1km",2019,7,27,43673,43673,"H.Gaspar","T. Wood 2020",NA,1,NA,0,NA,NA,"524","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum minutissimum",NA,"Portugal","Leiria","Vérigo","39.942377"," -8.581483","<1km",2019,3,2,43526,43526,"H.Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"370","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum minutissimum ",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",3,NA,NA,0,NA,NA,"19,28,36 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,5,5,43590,43591,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"700 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Porto","Vilar de Andorinho"," 41.100857","-8.578044","<1km",2019,5,24,43609,43610,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"512 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum parvulum",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"38 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum pauxillum",NA,"Portugal","Coimbra","Soure","40.044428","-8.599513","<1km",2019,5,1,43586,43587,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"758 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum pauxillum",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,4,1,43556,43557,"H. Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"60 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum pauxillum",NA,"Portugal","Leiria","Penedos ","39.840443"," -8.645044","<1km",2019,8,11,43688,43688,"H.Gaspar & P.Ferreira","T. Wood 2020",1,NA,NA,0,NA,NA,"544","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum prasinum ",NA,"Portugal","Viana do Castelo","Ganfei"," 42.044703"," -8.632360","<1km",2019,7,2,43648,43649,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"884 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum punctatissimum",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,6,11,43627,43628,"H. Gaspar","T. Wood 2020",NA,1,NA,0,NA,NA,"859 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum semilucens???",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,4,2,43557,43558,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"131 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum sexnotatum",NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,5,30,43615,43616,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"552 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum sphecodimorphum",NA,"Portugal","Leiria","Penedos ","39.840443"," -8.645044","<1km",2019,8,11,43688,43688,"H.Gaspar & P.Ferreira","T. Wood 2020",1,NA,NA,0,NA,NA,"536","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum strictifrons ",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,5,1,43586,43587,"H. Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"270 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum strictifrons ",NA,"Portugal","Coimbra","Cantanhede","40.368210","-8.621492","<1km",2019,5,28,43613,43614,"H. Gaspar","T. Wood 2020",1,NA,NA,0,NA,NA,"469 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
