Genus,species,subspecies,year,latitude,longitude
Bombus,soroeensis,,1988,43.06823,-5.38969
Bombus,soroeensis,,1988,43.24685,-5.06417
Bombus,soroeensis,,1988,43.26797,-5.33511
Bombus,soroeensis,,1988,43.45856,-4.93242
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.30871,-5.12956
Bombus,soroeensis,,1988,43.06497,-5.82899
Bombus,soroeensis,,1988,43.34788,-5.48188
Bombus,soroeensis,,1988,43.39549,-5.90795
Bombus,soroeensis,,1988,43.4701,-5.23336
Bombus,soroeensis,,1988,43.25877,-5.00843
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.06823,-5.38969
Bombus,soroeensis,,1988,43.08649,-5.21671
Bombus,soroeensis,,1988,43.02395,-5.90547
Bombus,soroeensis,,1988,43.48146,-5.13591
Bombus,soroeensis,,1988,43.23696,-4.9919
Bombus,soroeensis,,1988,43.60472,-5.91596
Bombus,soroeensis,,1988,43.15175,-5.2769
Bombus,soroeensis,,1988,43.65716,-5.85463
Bombus,soroeensis,,1988,43.05661,-5.54875
Bombus,soroeensis,,1988,42.98901,-5.76035
Bombus,soroeensis,,1988,43.08152,-5.24529
Bombus,soroeensis,,1988,42.98817,-5.92723
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.15175,-5.2769
Bombus,soroeensis,,1988,43.1766,-5.96961
Bombus,soroeensis,,1988,43.06823,-5.38969
Bombus,soroeensis,,1988,42.98901,-5.76035
Bombus,soroeensis,,1988,43.45856,-4.93242
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.4701,-5.23336
Bombus,soroeensis,,1988,43.65716,-5.85463
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.06823,-5.38969
Bombus,soroeensis,,1988,43.08152,-5.24529
Bombus,soroeensis,,1988,42.98901,-5.76035
Bombus,soroeensis,,1988,42.98817,-5.92723
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.1766,-5.96961
Bombus,soroeensis,,1988,43.08152,-5.24529
Bombus,soroeensis,,1988,43.23696,-4.9919
Bombus,soroeensis,,1988,42.98901,-5.76035
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.24685,-5.06417
Bombus,soroeensis,,1988,43.26797,-5.33511
Bombus,soroeensis,,1988,43.30355,-5.88304
Bombus,soroeensis,,1988,43.03242,-5.26684
Bombus,soroeensis,,1988,43.30871,-5.12956
Bombus,soroeensis,,1988,43.06497,-5.82899
Bombus,soroeensis,,1988,43.39549,-5.90795
Bombus,soroeensis,,1988,43.4701,-5.23336
Bombus,soroeensis,,1988,43.65716,-5.85463
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.05661,-5.54875
Bombus,soroeensis,,1988,43.1766,-5.96961
Bombus,soroeensis,,1988,43.48146,-5.13591
Bombus,soroeensis,,1988,43.60472,-5.91596
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.06497,-5.82899
Bombus,soroeensis,,1988,43.15175,-5.2769
Bombus,soroeensis,,1988,43.65716,-5.85463
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.49021,-5.4366
Bombus,soroeensis,,1988,43.64174,-5.84134
Bombus,soroeensis,,1988,43.24685,-5.06417
Bombus,soroeensis,,1988,43.30355,-5.88304
Bombus,soroeensis,,1988,43.45856,-4.93242
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.34788,-5.48188
Bombus,soroeensis,,1988,43.39549,-5.90795
Bombus,soroeensis,,1988,43.4701,-5.23336
Bombus,soroeensis,,1988,43.25877,-5.00843
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.05661,-5.54875
Bombus,soroeensis,,1988,43.23696,-4.9919
Bombus,soroeensis,,1988,42.98901,-5.76035
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.08649,-5.21671
Bombus,soroeensis,,1988,43.02395,-5.90547
Bombus,soroeensis,,1988,43.26797,-5.33511
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.15175,-5.2769
Bombus,soroeensis,,1988,42.98817,-5.92723
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.08152,-5.24529
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.15175,-5.2769
Bombus,soroeensis,,1988,43.05661,-5.54875
Bombus,soroeensis,,1988,43.39549,-5.90795
Bombus,soroeensis,,1988,43.4701,-5.23336
Bombus,soroeensis,,1988,43.65716,-5.85463
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.64174,-5.84134
Bombus,soroeensis,,1988,43.30355,-5.88304
Bombus,soroeensis,,1988,43.46807,-5.20406
Bombus,soroeensis,,1988,42.98817,-5.92723
Bombus,soroeensis,,1988,43.45856,-4.93242
Bombus,soroeensis,,1988,43.05764,-5.93082
Bombus,soroeensis,,1988,43.4701,-5.23336
Bombus,soroeensis,,1988,43.65716,-5.85463
Bombus,soroeensis,,1988,43.55396,-5.76118
Bombus,soroeensis,,1988,43.05661,-5.54875
Bombus,soroeensis,,1988,43.48146,-5.13591
Bombus,soroeensis,,1988,43.60472,-5.91596
Bombus,soroeensis,,1988,43.24685,-5.06417
Bombus,soroeensis,,1988,42.98901,-5.76035
Bombus,soroeensis,,1988,43.08152,-5.24529
Bombus,soroeensis,,1989,43.28087,-5.22732
Bombus,soroeensis,,1989,43.04234,-5.49581
Bombus,soroeensis,,1989,43.24467,-4.99403
Bombus,soroeensis,,1989,43.33717,-4.69782
Bombus,soroeensis,,1989,43.32698,-4.64041
Bombus,soroeensis,,1989,43.14349,-4.93682
Bombus,soroeensis,,1989,43.35648,-5.11355
Bombus,soroeensis,,1989,43.17559,-5.91326
Bombus,soroeensis,,1989,43.18803,-5.91938
Bombus,soroeensis,,1989,43.28087,-5.22732
Bombus,soroeensis,,1989,43.31281,-4.83733
Bombus,subterraneous,,1989,43.24467,-4.99403
Bombus,subterraneous,,1989,43.04234,-5.49581
Bombus,subterraneous,,1989,43.21538,-4.90457
Bombus,subterraneous,,1989,43.14499,-5.12831
Bombus,subterraneous,,1989,43.11671,-5.17566
Bombus,subterraneous,,1989,43.04476,-5.35022
Bombus,subterraneous,,1989,43.14499,-5.12831
Bombus,subterraneous,,1989,43.11671,-5.17566
Bombus,subterraneous,,1989,43.11671,-5.17566
Bombus,subterraneous,,1989,43.21538,-4.90457
Bombus,subterraneous,,1989,43.14349,-4.93682
Bombus,subterraneous,,1989,43.18803,-5.91938
Bombus,subterraneous,,1989,43.11669,-4.8502
Bombus,sylvarum,,1989,43.15295,-4.91691
Bombus,sylvarum,,1989,43.01528,-5.95593
Bombus,sylvarum,,1989,43.59598,-6.24282
Bombus,sylvarum,,1989,43.04476,-5.35022
Bombus,sylvarum,,1989,43.14349,-4.93682
Bombus,sylvarum,,1989,43.35648,-5.11355
Bombus,sylvarum,,1989,43.18803,-5.91938
Bombus,sylvarum,,1989,43.28087,-5.22732
Bombus,sylvarum,,1989,43.11669,-4.8502
Bombus,sylvarum,,1989,43.14499,-5.12831
Bombus,sylvarum,,1989,43.31281,-4.83733
Bombus,sylvarum,,1989,43.01528,-5.95593
Bombus,sylvarum,,1989,43.04234,-5.49581
Bombus,sylvarum,,1989,43.11671,-5.17566
Bombus,sylvarum,,1989,43.04476,-5.35022
Bombus,sylvarum,,1989,43.17559,-5.91326
Bombus,sylvarum,,1989,43.18803,-5.91938
Bombus,sylvarum,,1989,43.11669,-4.8502
Bombus,sylvarum,,1989,43.15295,-4.91691
Bombus,sylvarum,,1989,43.01528,-5.95593
Bombus,sylvarum,,1989,43.01528,-5.95593
Bombus,sylvarum,,1989,43.01528,-5.95593
Bombus,sylvarum,,1989,43.35648,-5.11355
Bombus,sylvarum,,1989,43.28087,-5.22732
Bombus,sylvarum,,1989,43.63707,-5.79631
Bombus,sylvarum,,1989,43.59598,-6.24282
Bombus,sylvarum,,1989,43.33717,-4.69782
Bombus,sylvarum,,1989,43.32698,-4.64041
Bombus,sylvarum,,1989,43.21538,-4.90457
Bombus,sylvarum,,1989,43.14349,-4.93682
Bombus,sylvarum,,1989,43.35648,-5.11355
Bombus,sylvarum,,1989,43.40126,-4.53317
Bombus,sylvarum,,1989,43.28087,-5.22732
Bombus,sylvarum,,1989,43.63707,-5.79631
Bombus,sylvarum,,1989,43.14499,-5.12831
Bombus,sylvarum,,1989,43.31281,-4.83733
Bombus,sylvarum,,1989,43.15295,-4.91691
Bombus,sylvarum,,1989,43.11671,-5.17566
Bombus,sylvarum,,1989,43.59598,-6.24282
Bombus,sylvarum,,1989,43.33717,-4.69782
Bombus,sylvarum,,1989,43.04476,-5.35022
Bombus,sylvarum,,1989,43.32698,-4.64041
Bombus,sylvarum,,1989,43.18803,-5.91938
Bombus,sylvarum,,1989,43.14499,-5.12831
Bombus,sylvarum,,1989,43.31281,-4.83733
Bombus,sylvarum,,1989,43.11671,-5.17566
Bombus,sylvarum,,1989,43.33717,-4.69782
Bombus,sylvarum,,1989,43.18803,-5.91938
Bombus,sylvarum,,1989,43.11671,-5.17566
Bombus,sylvarum,,1989,43.18803,-5.91938
Bombus,sylvarum,,1989,43.11669,-4.8502
Bombus,sylvarum,,1989,43.01528,-5.95593
Bombus,sylvarum,,1989,43.04234,-5.49581
Bombus,sylvestris,,1989,43.14349,-4.93682
Bombus,sylvestris,,1989,43.18803,-5.91938
Bombus,sylvestris,,1989,43.28087,-5.22732
Bombus,sylvestris,,1989,43.11669,-4.8502
Bombus,sylvestris,,1989,43.14499,-5.12831
Bombus,sylvestris,,1989,43.24467,-4.99403
Bombus,sylvestris,,1989,43.01528,-5.95593
Bombus,sylvestris,,1989,43.04234,-5.49581
Bombus,sylvestris,,1989,43.11671,-5.17566
Bombus,sylvestris,,1989,43.11669,-4.8502
Bombus,sylvestris,,1989,43.01528,-5.95593
Bombus,terrestris,,1989,43.35648,-5.11355
Bombus,terrestris,,1989,43.59598,-6.24282
Bombus,terrestris,,1989,43.33717,-4.69782
Bombus,terrestris,,1989,43.32698,-4.64041
Bombus,terrestris,,1989,43.35648,-5.11355
Bombus,terrestris,,1989,43.40126,-4.53317
Bombus,terrestris,,1989,43.18803,-5.91938
Bombus,terrestris,,1989,43.28087,-5.22732
Bombus,terrestris,,1989,43.63707,-5.79631
Bombus,terrestris,,1989,43.31281,-4.83733
Bombus,terrestris,,1989,43.55396,-5.76118
Bombus,terrestris,,1989,43.24467,-4.99403
Bombus,terrestris,,1989,43.01528,-5.95593
Bombus,terrestris,,1989,43.04234,-5.49581
Bombus,terrestris,,1989,43.59598,-6.24282
Bombus,terrestris,,1989,43.32698,-4.64041
Bombus,terrestris,,1989,43.35648,-5.11355
Bombus,terrestris,,1989,43.28087,-5.22732
Bombus,terrestris,,1989,43.11669,-4.8502
Bombus,terrestris,,1989,43.14499,-5.12831
Bombus,terrestris,,1989,43.01528,-5.95593
Bombus,terrestris,,1989,43.04234,-5.49581
Bombus,terrestris,,1989,43.11671,-5.17566
Bombus,terrestris,,2007,43.08303,-4.7798
Bombus,terrestris,decipiens,2007,43.05233,-5.92101
Bombus,terrestris,,2007,43.16675,-4.75158
Bombus,terrestris,decipiens,2007,43.08303,-4.7798
Bombus,terrestris,decipiens,2007,43.0516,-4.74094
Bombus,terrestris,,2007,43.05233,-5.92101
Bombus,terrestris,,2007,43.08303,-4.7798
Bombus,terrestris,,2007,43.08624,-4.78821
Bombus,terrestris,,2007,43.08763,-4.79235
Bombus,terrestris,,2007,43.05764,-5.93082
Bombus,terrestris,,2007,43.15682,-4.84301
Bombus,terrestris,,2007,43.19457,-4.78815
Bombus,terrestris,,2007,43.22226,-4.79935
Bombus,terrestris,,2007,43.0516,-4.74094
Bombus,terrestris,,2007,43.05233,-5.92101
Bombus,terrestris,,2007,43.16675,-4.75158
Bombus,terrestris,,2007,43.08624,-4.78821
Bombus,terrestris,,2007,43.15682,-4.84301
Bombus,terrestris,,2007,43.05233,-5.92101
Bombus,terrestris,,2007,43.08303,-4.7798
Bombus,terrestris,,2007,43.15682,-4.84301
Bombus,terrestris,,2007,43.19457,-4.78815
Bombus,terrestris,,2007,43.08303,-4.7798
Bombus,terrestris,,2007,43.22226,-4.79935
Bombus,terrestris,,2007,43.16675,-4.75158
Bombus,terrestris,,2007,43.19457,-4.78815
Bombus,terrestris,,2007,43.22226,-4.79935
Bombus,terrestris,,2007,43.15682,-4.84301
Bombus,terrestris,,2007,43.05233,-5.92101
Bombus,terrestris,,2007,43.05764,-5.93082
Bombus,terrestris,,2007,43.15682,-4.84301
Bombus,terrestris,ancaricus,2007,43.05233,-5.92101
Bombus,terrestris,lectitatus,2007,43.05233,-5.92101
Bombus,terrestris,lectitatus,2007,43.16675,-4.75158
Bombus,terrestris,ancaricus,2007,43.16675,-4.75158
Bombus,terrestris,lectitatus,2007,43.08303,-4.7798
Bombus,terrestris,ancaricus,2007,43.08303,-4.7798
Bombus,terrestris,lectitatus,2007,43.08763,-4.79235
Bombus,terrestris,lectitatus,2007,43.05764,-5.93082
Bombus,terrestris,ancaricus,2007,43.05764,-5.93082
Bombus,terrestris,,2007,43.22226,-4.79935
Bombus,terrestris,,2007,43.15682,-4.84301
Bombus,terrestris,,2007,43.05233,-5.92101
Bombus,terrestris,,2007,43.16675,-4.75158
Bombus,terrestris,,2007,43.19457,-4.78815
Bombus,terrestris,,2007,43.22226,-4.79935
Bombus,terrestris,,2008,42.98817,-5.92723
Bombus,terrestris,,2008,42.98817,-5.92723
Bombus,terrestris,decipiens,2008,42.98817,-5.92723
Bombus,terrestris,lapidarius,2008,42.98817,-5.92723
Bombus,terrestris,lapidarius,2008,43.13808,-4.85278
Bombus,terrestris,,2008,43.13808,-4.85278
Bombus,terrestris,,2008,43.13808,-4.85278
Bombus,terrestris,,2008,43.13808,-4.85278
Bombus,terrestris,,2008,42.98817,-5.92723
Bombus,terrestris,,2008,43.13808,-4.85278
Bombus,terrestris,ancaricus,2008,43.13808,-4.85278
Bombus,terrestris,lectitatus,2008,43.13808,-4.85278
Bombus,terrestris,,2008,42.98817,-5.92723
Bombus,terrestris,,2008,42.99277,-5.92287
Bombus,terrestris,,2008,42.98817,-5.92723
Bombus,terrestris,,2009,43.33717,-4.69782
Bombus,terrestris,,2009,43.24685,-5.06417
Bombus,terrestris,,2009,43.32698,-4.64041
Bombus,terrestris,,2009,43.35648,-5.11355
Bombus,terrestris,,2009,43.18803,-5.91938
Bombus,terrestris,,2009,43.28087,-5.22732
Bombus,terrestris,,2009,43.63707,-5.79631
Bombus,terrestris,,2009,43.12669,-4.98037
Bombus,terrestris,,2009,43.65716,-5.85463
Bombus,terrestris,,2009,43.31281,-4.83733
Bombus,terrestris,,2009,43.55396,-5.76118
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,terrestris,,2009,43.48146,-5.13591
Bombus,terrestris,,2009,43.12669,-4.98037
Bombus,terrestris,,2009,43.26797,-5.33511
Bombus,terrestris,,2009,42.98901,-5.76035
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,terrestris,,2009,43.08152,-5.24529
Bombus,terrestris,,2009,43.04234,-5.49581
Bombus,terrestris,decipiens,2009,43.17559,-5.91326
Bombus,terrestris,,2009,43.17559,-5.91326
Bombus,terrestris,lapidarius,2009,43.17559,-5.91326
Bombus,terrestris,decipiens,2009,43.18803,-5.91938
Bombus,terrestris,lapidarius,2009,43.12669,-4.98037
Bombus,terrestris,,2009,43.11669,-4.8502
Bombus,terrestris,decipiens,2009,43.07013,-5.19852
Bombus,terrestris,lapidarius,2009,43.07013,-5.19852
Bombus,terrestris,lapidarius,2009,43.01528,-5.95593
Bombus,terrestris,decipiens,2009,43.01528,-5.95593
Bombus,terrestris,lapidarius,2009,43.11671,-5.17566
Bombus,terrestris,decipiens,2009,43.11671,-5.17566
Bombus,terrestris,,2009,43.33717,-4.69782
Bombus,terrestris,,2009,43.24685,-5.06417
Bombus,terrestris,,2009,43.26797,-5.33511
Bombus,terrestris,,2009,42.98901,-5.76035
Bombus,terrestris,,2009,43.12669,-4.98037
Bombus,terrestris,,2009,43.11669,-4.8502
Bombus,terrestris,,2009,43.31281,-4.83733
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,terrestris,,2009,43.08152,-5.24529
Bombus,terrestris,,2009,43.01528,-5.95593
Bombus,terrestris,,2009,43.48146,-5.13591
Bombus,terrestris,,2009,43.04234,-5.49581
Bombus,terrestris,,2009,43.11671,-5.17566
Bombus,terrestris,,2009,43.17559,-5.91326
Bombus,terrestris,,2009,43.18803,-5.91938
Bombus,terrestris,,2009,43.11669,-4.8502
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,terrestris,,2009,43.01528,-5.95593
Bombus,terrestris,,2009,43.01528,-5.95593
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,terrestris,,2009,43.08152,-5.24529
Bombus,terrestris,,2009,43.04234,-5.49581
Bombus,terrestris,,2009,43.11671,-5.17566
Bombus,terrestris,,2009,43.26797,-5.33511
Bombus,terrestris,,2009,42.98901,-5.76035
Bombus,terrestris,,2009,43.63707,-5.79631
Bombus,terrestris,,2009,43.12669,-4.98037
Bombus,terrestris,,2009,43.11669,-4.8502
Bombus,terrestris,,2009,43.55396,-5.76118
Bombus,terrestris,,2009,43.24467,-4.99403
Bombus,terrestris,,2009,43.04234,-5.49581
Bombus,terrestris,,2009,43.11671,-5.17566
Bombus,terrestris,,2009,43.24685,-5.06417
Bombus,terrestris,,2009,43.18803,-5.91938
Bombus,terrestris,,2009,43.28087,-5.22732
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,terrestris,,2009,43.24467,-4.99403
Bombus,terrestris,,2009,43.08152,-5.24529
Bombus,terrestris,,2009,43.01528,-5.95593
Bombus,terrestris,,2009,43.04234,-5.49581
Bombus,terrestris,,2009,43.11671,-5.17566
Bombus,terrestris,,2009,42.98901,-5.76035
Bombus,terrestris,,2009,43.18803,-5.91938
Bombus,terrestris,,2009,43.07013,-5.19852
Bombus,vestalis,,2009,43.01528,-5.95593
Bombus,vestalis,,2009,43.04234,-5.49581
Bombus,vestalis,,2009,43.11671,-5.17566
Bombus,vestalis,ancaricus,2009,42.98901,-5.76035
Bombus,wurflenii,lectitatus,2009,42.98901,-5.76035
Bombus,wurflenii,ancaricus,2009,43.17559,-5.91326
Bombus,wurflenii,ancaricus,2009,43.18803,-5.91938
Bombus,wurflenii,lectitatus,2009,43.18803,-5.91938
Bombus,wurflenii,lectitatus,2009,43.12669,-4.98037
Bombus,wurflenii,ancaricus,2009,43.12669,-4.98037
Bombus,wurflenii,lectitatus,2009,43.11669,-4.8502
Bombus,wurflenii,lectitatus,2009,43.24467,-4.99403
Bombus,wurflenii,ancaricus,2009,43.24467,-4.99403
Bombus,wurflenii,ancaricus,2009,43.08152,-5.24529
Bombus,wurflenii,lectitatus,2009,43.08152,-5.24529
Bombus,wurflenii,lectitatus,2009,43.01528,-5.95593
Bombus,wurflenii,ancaricus,2009,43.01528,-5.95593
Bombus,wurflenii,ancaricus,2009,43.04234,-5.49581
Bombus,wurflenii,lectitatus,2009,43.04234,-5.49581
Bombus,wurflenii,,2009,43.04234,-5.49581
Bombus,wurflenii,ancaricus,2009,43.11671,-5.17566
Bombus,wurflenii,lectitatus,2009,43.11671,-5.17566
Bombus,wurflenii,,2009,43.11671,-5.17566
Bombus,wurflenii,,2009,43.01528,-5.95593
Bombus,wurflenii,,2009,43.24685,-5.06417
Bombus,wurflenii,,2009,42.98901,-5.76035
Bombus,wurflenii,,2009,43.28087,-5.22732
Bombus,wurflenii,,2009,43.55396,-5.76118
Bombus,wurflenii,,2009,43.07013,-5.19852
Bombus,wurflenii,,2009,43.33717,-4.69782
Bombus,wurflenii,,2009,43.32698,-4.64041
Bombus,wurflenii,,2009,42.98901,-5.76035
Bombus,wurflenii,,2009,43.45856,-4.93242
Bombus,wurflenii,,2009,43.18803,-5.91938
Bombus,wurflenii,,2009,43.28087,-5.22732
Bombus,wurflenii,,2009,43.63707,-5.79631
Bombus,wurflenii,,2009,43.39549,-5.90795
Bombus,wurflenii,,2009,43.65716,-5.85463
Bombus,wurflenii,,2009,43.31281,-4.83733
Bombus,wurflenii,,2009,43.55396,-5.76118
Bombus,wurflenii,,2009,43.08152,-5.24529
Bombus,wurflenii,,2009,43.01528,-5.95593
Bombus,wurflenii,,2009,43.48146,-5.13591
Bombus,wurflenii,,2009,42.98901,-5.76035
Bombus,wurflenii,,2009,43.08152,-5.24529
Bombus,wurflenii,,2009,43.01528,-5.95593
Bombus,wurflenii,,2009,43.04234,-5.49581
