Published by,Author,doi,local_id,family,genus,species,subspecies,sex,individuals,collector,taxonomist,m_plant_genus,m_plant_species,Other plants,day,month,year,Altitude (m),UTM,lat,long,"Precision (GPS, 1km,2km,...)",location,Province,country,Notes,editor
"Boln. Asoc. esp. Ent, 20 (3-4): 1996: 93-10","Ornosa, C., Martínez, M. D.",ISSN: 0210-8984,,,Xylocopa,Xylocopa violácea,,F,2,,,,,"Pinus pinea, Biyonia dioica, Cytisus scoparius",6,4,1994,,30TUL3562,,,,Fuente del Cura,Valladolid,Spain,,Blake
"Boln. Asoc. esp. Ent, 20 (3-4): 1996: 93-10","Ornosa, C., Martínez, M. D.",ISSN: 0210-8984,,,Xylocopa,Xylocopa violácea,,M,2,,,,,"Pinus pinea, Biyonia dioica, Cytisus scoparius",26,3,1994,,30TUL5973,,,,Olmedo,Valladolid,Spain,,Blake
"Boln. Asoc. esp. Ent, 20 (3-4): 1996: 93-10","Ornosa, C., Martínez, M. D.",ISSN: 0210-8984,,,Xylocopa,Xylocopa violácea,,M,1,,,,,"Pinus pinea, Biyonia dioica, Cytisus scoparius",29,4,1994,,30TUL5973,,,,Olmedo,Valladolid,Spain,,Blake
"Boln. Asoc. esp. Ent, 20 (3-4): 1996: 93-10","Ornosa, C., Martínez, M. D.",ISSN: 0210-8984,,,Xylocopa,Xylocopa violácea,,F,1,,,,,"Pinus pinea, Biyonia dioica, Cytisus scoparius",4,6,1994,,30TUL5973,,,,Olmedo,Valladolid,Spain,,Blake
"Boln. Asoc. esp. Ent, 20 (3-4): 1996: 93-10","Ornosa, C., Martínez, M. D.",ISSN: 0210-8984,,,Xylocopa,Xylocopa violácea,,F,4,,,,,"Pinus pinea, Biyonia dioica, Cytisus scoparius",6,6,1994,,30TUL5565,,,,Río Adaja,Valladolid,Spain,,Blake
"Boln. Asoc. esp. Ent, 20 (3-4): 1996: 93-10","Ornosa, C., Martínez, M. D.",ISSN: 0210-8984,,,Xylocopa,Xylocopa violácea,,F,2,,,,,"Pinus pinea, Biyonia dioica, Cytisus scoparius",6,6,1994,,30TUL5363,,,,Torre Caída,Valladolid,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",,,,11,7,1987,750,30TTL7270,,,,Cubo del Vino,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,M,4,,"Asensio, E.",,,,8,7,1987,700,29TQF1875,,,,Fermoselle,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",,,,31,7,1987,700,29TQF1875,,,,Fermoselle,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",,,,27,7,1987,900,29T0G2155,,,,Mombuey,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,2,,"Asensio, E.",,,,16,9,1987,750,30TTM5725,,,,Navianos de Alba,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",,,,5,9,1987,700,30TTM5944,,,,Pueblica de Valverde,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",,,,5,9,1987,750,29TQG3853,,,,Vega de Tera,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,2,,"Asensio, E.",Carlina,Carlina racenzosa,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,2,,"Asensio, E.",Echium,Echium,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,M,3,,"Asensio, E.",Echium,Echium,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",Eryngium,Eryngium campestre,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,F,1,,"Asensio, E.",Foeniculum,Foeniculum vulgare,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,M,1,,"Asensio, E.",Medicago,Medicago sativa,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla albigena,,M,1,,"Asensio, E.",Rhus,Rhus,,,,1987,,,,,,,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla candens,,M,1,,"Asensio, E.",Echium,Echium,,11,7,1987,700,30TTL6579,,,,Cabañas,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla quadrifasciata,,F,1,,"Asensio, E.",,,,15,8,1987,750,29TQF4183,,,,Bermillo de Sayago,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla quadrifasciata,,F,1,,"Asensio, E.",,,,8,8,1987,700,29TQF1875,,,,Fermoselle,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla quadrifasciata,,F,1,,"Asensio, E.",,,,5,9,1987,700,30TTM6131,,,,Moreruela de Tábara,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla quadrifasciata,,F,1,,"Asensio, E.",,,,16,9,1987,750,30TTM5725,,,,Navianos de Alba,Zamora,Spain,,Blake
"Eos, t. 65 (1), págs 61-71 (1989)","Heras, C., Gayubo, S. F.",,,,Amegilla,Amegilla quadrifasciata,,M,1,,"Asensio, E.",,,,22,8,1987,700,30TTM8236,,,,Villafáfila,Zamora,Spain,,Blake
