Published by,Author,doi,local_id,family,genus,species,subspecies,sex,individuals,collector,taxonomist,m_plant_genus,m_plant_species,Other plants,day,month,year,Altitude (m),UTM,lat,long,"Precision (GPS, 1km,2km,...)",location,Province,country,Notes,editor
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Ceratina,Ceratina cucurbitina,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Ceratina,Ceratina dallatorreana,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Chalicodoma,Chalicodoma sicula,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Eucera,Eucera numida,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Eucera,Eucera oraniensis,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Halictus,Halictus gemmeus,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Halictus,Halictus scabiosae,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Hoplitis,Hoplitis prastans,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Hoplosmia,Hoplosmia ligurica,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Hylaeus,Hylaeus clypearis,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Lasioglossum,Lasioglossum sp. 1,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Lasioglossum,Lasioglossum sp. 2,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Megachile,Megachile pilidens,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Osmia,Osmia caerulescens,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Osmia,Osmia niveata,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Agriculture, Ecosystems & Environment","Ana Montero-Castaño, F. Javier Ortiz-Sánchez, Montserrat Vilà",https://doi.org/10.1016/j.agee.2016.02.019,,,Rhodanthidium,Rhodanthidium septemdentatum,,,,,Javier Ortiz-Sánchez,,,,,,2010,,,,,,Menorca,Islas Baleares,Spain,Various sampling points,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Melittidae,Melitta,Melitta tricincta,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Lotus creticus,,6,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Dasypodinae,Dasypoda,Dasypoda cingulata,,M,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Astragalus lusitanicus,Malva hispánica,24,5,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Dasypodinae,Dasypoda,Dasypoda cingulata,,M,4,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Astragalus lusitanicus,Malva hispánica,6,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Dasypodinae,Dasypoda,Dasypoda cingulata,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Astragalus lusitanicus,Malva hispánica,6,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Dasypodinae,Dasypoda,Dasypoda crassicornis,,M,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Galactites tormentosa,,6,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Dasypodinae,Dasypoda,Dasypoda dusmeti,,M,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Galactites tormentosa,,6,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Dasypodinae,Dasypoda,Dasypoda visnaga,,F,2,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Scolymus hispanicus,,29,6,1994,,,41.2619,-4.91901,,Arroyo del Ramo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Megachilidae,Osmia,Osmia cornuta,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Mentha rotundifolia,,9,2,1994,,30T 330904 4562920,41.2,-5.016667,,Bobadilla del campo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Megachilidae,Osmia,Osmia cornuta,,M,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Lathyrus pratensis,,24,5,1994,,,41.2619,-4.91901,,Arroyo del Ramo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Megachilidae,Megachile,Megachile leachella,,F,2,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Lathyrus pratensis,,29,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Megachilidae,Osmia,Osmia niveocincta,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Malva hispanica,,6,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Megachilidae,Osmia,Osmia dimidiata,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Malva hispanica,,6,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Megachilidae,Anthidium,Anthidium manicatum,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Lathyrus pratensis,,29,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Amegilla,Amegilla fasciata,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Mendicago sativa,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Amegilla,Amegilla fasciata,,M,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Mendicago sativa,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora fulvitarsis,,M,5,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Astragalus lusitanicus,,11,4,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora plumipes,,M,4,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Astragalus lusitanicus,,11,4,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora salviae,,M,3,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Galactites tormentosa,,6,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora femorata,,F,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Echium plantagineum,,29,6,1994,,,41.2619,-4.91901,,Arroyo del Ramo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora femorata,,M,3,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Echium plantagineum,,29,6,1994,,,41.2619,-4.91901,,Arroyo del Ramo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora quadricolor,,F,3,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Lathyrus pratensis,,29,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Anthopora,Anthophora robusta,,F,6,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Echium plantagineum,,29,6,1994,,,41.2619,-4.91901,,Arroyo del Ramo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Heliophila,Heliophila bimaculata,,F,14,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Echium plantagineum,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Eucera,Eucera cineraria,,M,3,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Galactites tormentosa,,24,5,1994,,30T 4577669 352130,41.336944,-4.767222,,Molino del Runel,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Eucera,Eucera cineraria,,M,5,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Lathyrus pratensis,,24,5,1994,,30T 4572000 358761,41.287098,-4.68669,,Monte Mohago,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Eucera,Eucera cineraria,,M,1,C. Ornosa & M.D. Martínez,C. Ornosa & M.D. Martínez,,Mentha rotundifolia,,4,6,1994,,30T 4572000 358761,41.287098,-4.68669,,Olmedo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Eucera,Eucera cineraria,,M,1,,,,Salvia pratensis,,29,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Eucera,Eucera trivittata,,F,1,,,,Taraxacum officinale,,24,5,1994,,30T 336453 4560942,41.183333,-4.95,,Cervillego de la Cruz,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina cucurbitina,,M,1,,,,Andryala integrifolia,,24,5,1994,,30T 336453 4560942,41.183333,-4.95,,Cervillego de la Cruz,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina cucurbitina,,F,1,,,,Andryala integrifolia,,24,5,1994,,30T 336453 4560942,41.183333,-4.95,,Cervillego de la Cruz,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina dentiventris,,F,2,,,,Echium plantagineum,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina dentiventris,,F,2,,,,Medicago sativa,,29,6,1994,,30T 4572000 358761,41.287098,-4.68669,,Olmedo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina mocsaryi,,M,1,,,,Echium plantagineum,,29,6,1994,,,41.2619,-4.91901,,Arroyo del Ramo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina mocsaryi,,M,1,,,,Medicago sativa,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina cyanea,,M,1,,,,Echium plantagineum,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Ceratina,Ceratina cyanea,,F,2,,,,Medicago sativa,,29,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,M,2,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",28,5,1994,,30T 333489 4553604,41.116667,-4.983333,,Blasconuño de Matacabras,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,F,3,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",28,5,1994,,30T 330904 4562920,41.2,-5.016667,,Bobadilla del campo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,F,2,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",6,4,1994,,30T 390038 4620891,41.732222,-4.322222,,Fuente del Cura,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,M,2,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",26,3,1994,,30T 4572000 358761,41.287098,-4.68669,,Olmedo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,F,1,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",29,4,1994,,30T 4572000 358761,41.287098,-4.68669,,Olmedo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,F,1,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",4,6,1994,,30T 4572000 358761,41.287098,-4.68669,,Olmedo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,F,4,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",6,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Xylocopa,Xylocopa violacea,,F,2,,,,Pinus pinea,"Bryonia dioica, Cistus scoparius",6,6,1994,,30T 	4656952 308856,42.041389,-5.309444,,Torre Caída,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus terrestris,,F,1,,,,Cirsium arvense,,28,5,1994,,30T 330904 4562920,41.2,-5.016667,,Bobadilla del campo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus terrestris,,F,1,,,,Cirsium arvense,,9,4,1994,,30T 344919 4564460,41.216667,-4.85,,San Vicente de Palacio,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus terrestris,,M,1,,,,Cirsium arvense,,15,8,1994,,30T 354012 4599443,41.533333,-4.75,,Viana de Cega,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus laesus,,F,1,,,,,,24,7,1994,,30T 339535 4573833,41.3,-4.916667,,Medina del Campo,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus ruderatus,,F,1,,,,,,26,5,1994,,30T 332004 4549935,41.083333,-5,,Madrigal de las Altas Torres,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus ,Bombus humilis,,F,1,,,,,,4,6,1994,,30T 390134 4596951,41.516667,-4.316667,,Cogeces del Monte,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus muscorum,,M,4,,,,Mentha rotundifolia,,8,10,1994,,30T 354012 4599443,41.533333,-4.75,,Viana de Cega,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus muscorum,,F,3,,,,Mentha rotundifolia,,8,10,1994,,30T 354012 4599443,41.533333,-4.75,,Viana de Cega,Valladolid,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Ornosa & M.D. Martínez,ISSN: 0210-8984,,Anthophoridae,Bombus,Bombus pascuorum,,F,1,,,,Lathyrus pratensis,,29,6,1994,,30T 4599610 344557,41.533056,-4.863333,,Río Adaja,Ávila,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Heras y S.F. Gayubo,http://www.entomologica.es/cont/publis/boletines/434.pdf,,Megachilidae,Lithurgus,Lithurgus chrysurus,,F,5,C. Heras y S.F. Gayubo,"Asensio, E.",,,"Centaurea sp., Centaurea calcitrapa, Cirsium sp., Mentha rotundifolia, Rhus sp.",2,8,1987,1300,29T 720674 4619832,41.699681,-6.347961,,Alcañices,Zamora,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Heras y S.F. Gayubo,http://www.entomologica.es/cont/publis/boletines/434.pdf,,Megachilidae,Lithurgus,Lithurgus chrysurus,,M,1,C. Heras y S.F. Gayubo,"Asensio, E.",,,"Centaurea sp., Centaurea calcitrapa, Cirsium sp., Mentha rotundifolia, Rhus sp.",2,8,1987,1300,29T 720674 4619832,41.699681,-6.347961,,Alcañices,Zamora,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Heras y S.F. Gayubo,http://www.entomologica.es/cont/publis/boletines/434.pdf,,Megachilidae,Lithurgus,Lithurgus chrysurus,,M,1,C. Heras y S.F. Gayubo,"Asensio, E.",,,"Centaurea sp., Centaurea calcitrapa, Cirsium sp., Mentha rotundifolia, Rhus sp.",8,7,1987,800,29T 4572555 745201,41.267222,-6.072778,,Almeida,Zamora,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Heras y S.F. Gayubo,http://www.entomologica.es/cont/publis/boletines/434.pdf,,Megachilidae,Lithurgus,Lithurgus chrysurus,,F,5,C. Heras y S.F. Gayubo,"Asensio, E.",,,"Centaurea sp., Centaurea calcitrapa, Cirsium sp., Mentha rotundifolia, Rhus sp.",22,8,1987,750,30T 278534 4653575,42.003056,-5.674167,,Benavente,Zamora,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Heras y S.F. Gayubo,http://www.entomologica.es/cont/publis/boletines/434.pdf,,Megachilidae,Lithurgus,Lithurgus chrysurus,,F,3,C. Heras y S.F. Gayubo,"Asensio, E.",,,"Centaurea sp., Centaurea calcitrapa, Cirsium sp., Mentha rotundifolia, Rhus sp.",8,7,1987,700,29T 717624 4577172,41.316667,-6.4,,Fermoselle,Zamora,Spain,,Collado
"Boletín Sociedad Entomológica Aragonesa, 20 (3-4): 1996: 93-106.",C. Heras y S.F. Gayubo,http://www.entomologica.es/cont/publis/boletines/434.pdf,,Megachilidae,Lithurgus,Lithurgus chrysurus,,M,23,C. Heras y S.F. Gayubo,"Asensio, E.",,,"Centaurea sp., Centaurea calcitrapa, Cirsium sp., Mentha rotundifolia, Rhus sp.",8,7,1987,700,29T 717624 4577172,41.316667,-6.4,,Fermoselle,Zamora,Spain,,Collado
