"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","rm","original_species","accepted_name"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7401688570426,-27.3197186572761,"<3km",2014,8,19,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11606","Tolpis azorica","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco84","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7491581559096,-27.3278142640829,"<3km",2014,8,20,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11607","Tolpis azorica","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco85","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7683529035622,-27.2104901263621,"<3km",2013,9,20,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11608","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco86","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7683529035622,-27.2104901263621,"<3km",2014,8,21,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11609","Crepis capillaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco87","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7683529035622,-27.2104901263621,"<3km",2014,8,21,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11610","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco88","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7368181876555,-27.2069457600747,"<3km",2014,8,11,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11611","Prunella vulgaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco89","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7368181876555,-27.2069457600747,"<3km",2014,8,11,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11612","Tolpis azorica","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco90","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7438457763217,-27.2921181741009,"<3km",2013,9,18,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11613","Calluna vulgaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Natural forest",NA,"Vanapicanco91","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7653190496195,-27.3486070512298,"<3km",2013,7,30,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11614","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco92","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7653190496195,-27.3486070512298,"<3km",2014,9,25,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11615","Persicaria capitata","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco93","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7242644626345,-27.167796237428,"<3km",2014,9,25,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,4,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11616","Rubus hochstetterorum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco94","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7441911396627,-27.0677309304248,"<3km",2013,7,4,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11617","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco95","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7441911396627,-27.0677309304248,"<3km",2014,9,24,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11618","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco96","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7340980205267,-27.2161423012284,"<3km",2014,8,13,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11619","Rubus ulmifolius","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco97","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.6485959852801,-27.1446359876539,"<3km",2013,7,19,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11620","Rubus hochstetterorum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco98","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.6485959852801,-27.1446359876539,"<3km",2014,9,24,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11621","Rubus hochstetterorum","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco99","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.6485959852801,-27.1446359876539,"<3km",2014,9,24,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11622","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Naturalized vegetation",NA,"Vanapicanco100","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7223953468395,-27.2092048779179,"<3km",2014,8,13,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,2,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11623","Scutellaria minor","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco101","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7171178805993,-27.1160170426452,"<3km",2013,7,5,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11624","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco102","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7171178805993,-27.1160170426452,"<3km",2014,9,24,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11625","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco103","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7068505557317,-27.3103693443669,"<3km",2013,7,1,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,3,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11626","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco104","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7220837963925,-27.3414947756166,"<3km",2014,9,17,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11627","Crepis capillaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco105","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.7220837963925,-27.3414947756166,"<3km",2014,9,17,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11628","Prunella vulgaris","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco106","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"ruderatus",NA,"Portugal","Azores","Terceira Island",38.753808508571,-27.2714432277762,"<3km",2014,10,3,"2013-06-27","2014-10-03","Ana Picanço","Ana Picanço/Paulo A. V. Borges",0,0,0,1,"DOI:10.1111/icad.12216; DOI:10.3897/natureconservation.18.11629","Trifolium repens","CE3C/IBBC/GBA","Ana Picanço; Paulo A. V.Borges","Semi-natural pasture",NA,"Vanapicanco107","Remove","Bombus ruderatus","Bombus ruderatus"
"Bombus",NA,"rupestris",NA,"Spain","","Noguera",39.9367,11.963,"<1km",1965,NA,NA,"","5/15/1965","Yarrow I.","",2,0,0,1,"Castro, 1993","","","Compiled by T. Wood","","; BMC; ; ","Wood_etal5853","Remove","Bombus rupestris","Bombus rupestris"
"Bombus",NA,"sylvarum",NA,"Spain","","RIELLA",42.7284,5.9658,"<1km",1988,NA,NA,"","6/22/1988","SCHWARZ M.","RASMONT P",0,0,1,1," ","","","Compiled by T. Wood","","; SCHWARZ; ; ","Wood_etal17678","Remove","Bombus sylvarum","Bombus sylvarum"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1960,NA,NA,"","4/21/1960","Lundblad","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal4050","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1960,NA,NA,"","6/1/1960","Lundblad","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal4097","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1972,NA,NA,"","1/3/1972","Lundblad","",2,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal8995","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1973,NA,NA,"","1/12/1973","Erlandsson","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal9660","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1973,NA,NA,"","1/12/1973","Lundblad","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal9661","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","BuenavistaseeBuenavistadelNorte",28.32815,-16.88712,NA,1973,NA,NA,"","1/23/1973","Erlandsson","",2,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal9662","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1973,NA,NA,"","3/12/1973","Lundblad","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal9663","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1973,NA,NA,"","3/14/1973","Gustafsson","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal9665","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","aeropuerto",28.06133,-16.57723,NA,1973,NA,NA,"","3/16/1973","Hedqvist","",2,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal9669","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMontaetas",27.7693,-17.89179,NA,1978,NA,NA," ","12/21/1978","Monserrat V.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal13298","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1981,NA,NA," ","5/3/1981","Ornosa C.","",0,0,4,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal14146","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",30,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20021","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Aguamansa",28.33318,-16.47922,NA,NA,NA,NA,"","8/31/1927","","",0,1,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal33087","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Aguamansa",28.33318,-16.47922,NA,NA,NA,NA,"","8/31/1927","","",0,0,3,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal33088","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaLaguna",28.51573,-16.2774,NA,1970,NA,NA,"","5/14/1970","Machado","",0,1,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal7962","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaPalmaIslade",28.67084,-17.9162,NA,NA,NA,NA," ","//0","Santos","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","","; Dusmet; ; ","Wood_etal522","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaPalmaIslade",28.67084,-17.9162,NA,NA,NA,NA," ","//0","Santos","",0,0,1,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","","; Dusmet; ; ","Wood_etal523","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Bajamar",28.51473,-16.37957,NA,1904,NA,NA," ","5/16/1904","","",0,1,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal1097","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Bajamar",28.51473,-16.37957,NA,1904,NA,NA," ","5/16/1904","","",0,0,1,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal1098","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaLaguna",28.51573,-16.2774,NA,1907,NA,NA," ","11/20/1907","Mercet Ga.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal1182","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1935,NA,NA," ","9/20/1935","","",0,1,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal2565","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1935,NA,NA," ","9/20/1935","","",0,0,1,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal2566","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1947,NA,NA,"","3/14/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2752","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaPaz",28.42227,-16.58255,NA,1947,NA,NA,"","3/19/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2754","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1947,NA,NA,"","3/22/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2755","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1947,NA,NA,"","3/22/1947","","",0,0,2,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2756","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","BarrancoHondo",28.42449,-16.3784,NA,1947,NA,NA,"","3/25/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2757","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LosLlanosseeLosLlanosdeAridane",28.67084,-17.9162,NA,1947,NA,NA,"","4/22/1947","","",3,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2762","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LosLlanosseeLosLlanosdeAridane",28.67084,-17.9162,NA,1947,NA,NA,"","4/22/1947","","",0,0,1,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2763","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaGalga",28.76525,-17.71408,NA,1947,NA,NA,"","4/23/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2765","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaGalga",28.76525,-17.71408,NA,1947,NA,NA,"","4/23/1947","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2766","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Calleaduares",28.49269,-17.80918,NA,1947,NA,NA,"","4/25/1947","","",5,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2767","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Calleaduares",28.49269,-17.80918,NA,1947,NA,NA,"","4/25/1947","","",0,0,4,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2768","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Aguamansa",28.33318,-16.47922,NA,1947,NA,NA,"","5/2/1947","","",0,0,1,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2770","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1947,5,4,"5/4/1947","5/5/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2772","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1947,5,4,"5/4/1947","5/5/1947","","",0,0,1,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2773","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","IcodseeIcoddelosVinos",28.33082,-16.68319,NA,1947,NA,NA,"","5/9/1947","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2774","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","IcodseeIcoddelosVinos",28.33082,-16.68319,NA,1947,NA,NA,"","5/9/1947","","",0,0,3,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2775","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,1947,NA,NA,"","5/10/1947","","",1,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2776","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,1947,NA,NA,"","5/10/1947","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2777","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Aguamansa",28.33318,-16.47922,NA,1947,NA,NA,"","5/15/1947","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2780","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Aguamansa",28.33318,-16.47922,NA,1947,NA,NA,"","5/15/1947","","",0,0,1,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2781","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","RealejoAlto",28.33204,-16.58121,NA,1947,NA,NA,"","5/17/1947","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2786","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1947,5,23,"5/23/1947","5/30/1947","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2795","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1947,5,23,"5/23/1947","5/30/1947","","",0,0,1,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2796","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","CruzdeTejeda",27.97898,-15.55927,NA,1950,3,6,"3/6/1950","3/13/1950","","",2,0,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2918","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","CruzdeTejeda",27.97898,-15.55927,NA,1950,3,6,"3/6/1950","3/13/1950","","",0,1,0,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2919","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","CruzdeTejeda",27.97898,-15.55927,NA,1950,3,6,"3/6/1950","3/13/1950","","",0,0,3,1,"Lieftinck 1958","","","Compiled by T. Wood","","; ; ; ","Wood_etal2920","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HierroSpanishFerroconventional",27.76714,-17.97124,NA,1960,NA,NA,"","6/10/1960","Lundblad","",0,0,5,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal4100","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,1962,NA,NA,"","1/4/1962","Erlandsson","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal4419","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1971,NA,NA," ","7/23/1971","","",0,0,1,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal8907","Remove","Bombus terrestris","Bombus terrestris"
