"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","rm","original_species","accepted_name"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasCaadas",28.33425,-16.37723,NA,1971,NA,NA,"","11/17/1971","Ahlberg","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal8992","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1971,NA,NA,"","12/28/1971","Lundblad","",2,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal8993","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1971,NA,NA,"","12/31/1971","Lundblad","",1,0,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal8994","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasPalmas",28.15989,-15.45835,NA,1973,NA,NA," ","8/4/1973","","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal9927","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LaGomeraseeGomeraIsladela",28.14476,-17.08751,NA,1973,NA,NA," ","11/29/1973","","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal9980","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","ElCedro",28.14317,-17.18928,NA,1974,NA,NA,"","8/1/1974","Machado","",0,15,0,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal10734","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","ElCedro",28.14317,-17.18928,NA,1974,NA,NA,"","8/1/1974","Machado","",0,0,35,1,"Erlandsson 1979","","","Compiled by T. Wood","","; ; ; ","Wood_etal10735","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Puntagorda",28.76098,-17.91871,NA,1978,NA,NA," ","1/3/1978","Monserrat V.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal12630","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HierroSpanishFerroconventional",27.76714,-17.97124,NA,1978,NA,NA," ","7/25/1978","Monserrat V.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal13032","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HierroSpanishFerroconventional",27.76714,-17.97124,NA,1978,NA,NA," ","12/22/1978","Monserrat V.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal13299","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SanSebastindelaGomera",28.05454,-17.08577,NA,1978,NA,NA," ","12/25/1978","Monserrat V.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal13300","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1981,NA,NA," ","5/3/1981","Ornosa C.","",0,6,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal14145","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PicodelIngls",28.51573,-16.2774,NA,1981,NA,NA," ","5/3/1981","Ornosa C.","",0,2,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal14147","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1981,NA,NA," ","5/4/1981","Ornosa C.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal14148","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1981,NA,NA," ","5/4/1981","Ornosa C.","",0,6,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal14149","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1981,NA,NA," ","5/4/1981","Ornosa C.","",0,0,3,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal14150","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/12/1993","RASMONT P","RASMONT P",23,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19975","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/12/1993","RASMONT P","RASMONT P",0,1,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19976","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/12/1993","RASMONT P","RASMONT P",0,5,0,1," ","","","Compiled by T. Wood","",";   ; ; ","Wood_etal19977","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","ELORTIGAL",28.51473,-16.37957,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",15,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19986","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","ELORTIGAL",28.51473,-16.37957,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19987","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","ELORTIGAL",28.51473,-16.37957,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19988","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","ELORTIGAL",28.51473,-16.37957,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",8,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19989","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",14,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19990","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",6,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19991","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19992","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19993","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",0,4,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19994","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",0,3,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19995","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",24,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal19996","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/15/1993","RASMONT P","RASMONT P",0,3,0,1," ","","","Compiled by T. Wood","",";   ; ; ","Wood_etal19997","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","GUAMASA",28.51473,-16.37957,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",6,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20004","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","GUAMASA",28.51473,-16.37957,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",3,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20005","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HUERTAVICHO",28.42449,-16.3784,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20006","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",10,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20007","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",7,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20008","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",0,1,0,1," ","","","Compiled by T. Wood","",";   ; ; ","Wood_etal20009","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",0,0,1,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20010","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","MONTANADELPULPITO",28.51473,-16.37957,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",3,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20011","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","MONTANADELPULPITO",28.51473,-16.37957,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",4,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20012","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","MONTANADELPULPITO",28.51473,-16.37957,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",0,1,0,1," ","","","Compiled by T. Wood","",";   ; ; ","Wood_etal20013","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","MONTANADELPULPITO",28.51473,-16.37957,NA,1993,NA,NA,"","10/16/1993","RASMONT P","RASMONT P",0,0,2,1," ","","","Compiled by T. Wood","",";   ; ; ","Wood_etal20014","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","AGUAGARCIA",28.42449,-16.3784,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",3,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20020","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",2,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20022","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","LAESPERANZA",28.42449,-16.3784,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",0,1,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20023","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","MONTANADELPULPITO",28.51473,-16.37957,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20024","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SANCRISTOBALDELA",28.51473,-16.37957,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",3,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20025","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SANCRISTOBALDELA",28.51473,-16.37957,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20026","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SANCRISTOBALDELA",28.51473,-16.37957,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",1,0,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20027","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SANCRISTOBALDELA",28.51473,-16.37957,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",0,1,0,1," ","","","Compiled by T. Wood","","; RASMONT; ; ","Wood_etal20028","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SANTIAGODELTEIDE",28.32952,-16.78516,NA,1993,NA,NA,"","10/17/1993","RASMONT P","RASMONT P",2,0,0,1," ","","","Compiled by T. Wood","",";   ; ; ","Wood_etal20029","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","GuiadeIsora",28.2393,-16.78365,NA,1999,NA,NA," ","3/21/1999","Delnoye M.","",1,0,0,1,"Burger, orig. data","","","Compiled by T. Wood","","; Burger F.; ; ","Wood_etal21936","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","GuamasaLaLagunaTenerife",28.51473,-16.37957,NA,2001,NA,NA,"","2/8/2001","Ortiz, J","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal22398","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","TenerifeProvinciadeseeSantaCruzdeTenerife",28.1415,-17.29105,NA,NA,NA,NA,"","07/00/1961","Salom F.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal33420","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","BarancodeArureLaGomera",28.1415,-17.29105,NA,2010,NA,NA,"","12/10/2010","1315648783","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal25126","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","RoqueBentayga",27.97853,-15.66095,NA,2014,NA,NA,"","7/11/2014","Rennesson JL","RASMONT P",0,1,0,1,"","","","Compiled by T. Wood","","; Rennesson; ; ","Wood_etal26724","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","TenerifeProvinciadeseeSantaCruzdeTenerife",28.1415,-17.29105,NA,NA,NA,NA,"","6/30/1907","Cabrera","",2,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal32901","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","TenerifeProvinciadeseeSantaCruzdeTenerife",28.1415,-17.29105,NA,NA,NA,NA,"","6/30/1907","Cabrera","",0,7,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal32902","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","SantaCruzdeTenerife",28.42549,-16.27632,NA,NA,NA,NA,"","12/31/1932","Benedito J.M.","",1,0,0,1,"Ornosa Gallego, 1984","","","Compiled by T. Wood","",";  ; ; ","Wood_etal33150","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,1955,NA,NA,"","11/30/1954","Enderlein","",0,0,0,1,"Kr�ger 1956","","","Compiled by T. Wood","","; ; ; ","Wood_etal33343","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,1955,NA,NA,"","11/30/1954","","",0,0,11,1,"Kr�ger 1956","","","Compiled by T. Wood","","; ; ; ","Wood_etal33344","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","VillaflorseeVilaflor",28.15036,-16.68036,NA,1955,NA,NA,"","11/30/1954","","",5,0,0,1,"Kr�ger 1956","","","Compiled by T. Wood","","; ; ; ","Wood_etal33345","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","VillaflorseeVilaflor",28.15036,-16.68036,NA,1955,NA,NA,"","11/30/1954","","",0,2,0,1,"Kr�ger 1956","","","Compiled by T. Wood","","; ; ; ","Wood_etal33346","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal34022","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","HierroSpanishFerroconventional",27.76714,-17.97124,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal34023","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","PalmaseeLaPalmaIslade",28.67084,-17.9162,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal34024","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal34025","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36203","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36204","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36205","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36206","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36207","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36208","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36209","Remove","Bombus terrestris","Bombus terrestris"
"Bombus",NA,"terrestris","canariensis","Spain","Canary Islands","Tacoronte",28.42449,-16.3784,NA,1993,NA,NA,"","00/00/1993","BIOBEST","RASMONT P",0,1,0,1,"COPPEE, 2010","","","Compiled by T. Wood","","; UMH; ; ","Wood_etal36210","Remove","Bombus terrestris","Bombus terrestris"
