Family;Genus;Species;Subspecies;Authority;Notes
Megachilidae;Coelioxys;acanthurus;NA;(Illiger, 1806);NA
Megachilidae;Coelioxys;afer;NA;Lepeletier, 1841;NA
Megachilidae;Coelioxys;argenteus;NA;Lepeletier, 1841;NA
Megachilidae;Coelioxys;aurolimbatus;NA;Förster, 1853;NA
Megachilidae;Coelioxys;brevis;NA;Eversmann, 1852;NA
Megachilidae;Coelioxys;caudatus;NA;Spinola, 1838;NA
Megachilidae;Coelioxys;conoideus;NA;(Illiger, 1806);NA
Megachilidae;Coelioxys;coturnix;NA;Pérez, 1883;NA
Megachilidae;Coelioxys;echinatus;NA;Förster, 1853;NA
Megachilidae;Coelioxys;elongatus;NA;Lepeletier, 1841;NA
Megachilidae;Coelioxys;emarginatus;NA;Förster, 1853;NA
Megachilidae;Coelioxys;haemorrhoa;NA;Förster, 1853;NA
Megachilidae;Coelioxys;inermis;NA;(Kirby, 1802);NA
Megachilidae;Coelioxys;lanceolata;NA;Nylander, 1852;NA
Megachilidae;Coelioxys;mandibularis;NA;Nylander, 1848;NA
Megachilidae;Coelioxys;obtusus;NA;Pérez, 1883;NA
Megachilidae;Coelioxys;osmiae;NA;Alfken, 1928;NA
Megachilidae;Coelioxys;polycentris;NA;Förster, 1853;NA
Megachilidae;Coelioxys;quadridentatus;NA;(Linnaeus, 1758);NA
Megachilidae;Coelioxys;rufescens;NA;Lepeletier & Serville, 1825;NA
Megachilidae;Dioxys;ardens;NA;Gerstäcker, 1869;NA
Megachilidae;Dioxys;cinctus;NA;(Jurine, 1807);NA
Megachilidae;Dioxys;moestus;NA;Costa, 1883;NA
Megachilidae;Dioxys;pumilus;NA;Gerstäcker, 1869;NA
Megachilidae;Ensliniana;bidentata;NA;(Friese, 1899);NA
Megachilidae;Heriades;crenulatus;NA;Nylander, 1856;NA
Megachilidae;Heriades;labiatus;NA;Pérez, 1895;NA
Megachilidae;Heriades;rubicola;NA;Pérez, 1890;NA
Megachilidae;Heriades;truncorum;NA;(Linnaeus, 1758);NA
Megachilidae;Hoplitis;acuticornis;NA;(Dufour & Perris, 1840);NA
Megachilidae;Hoplitis;adunca;NA;(Panzer, 1798);NA
Megachilidae;Hoplitis;albatera;NA;(Warncke, 1991);NA
Megachilidae;Hoplitis;albiscopa;NA;NA;NA
Megachilidae;Hoplitis;annulata;NA;(Latreille, 1811);NA
Megachilidae;Hoplitis;anthocopoides;NA;(Schenck, 1853);NA
Megachilidae;Hoplitis;antigae;NA;(Pérez, 1895);NA
Megachilidae;Hoplitis;batyamae;NA;van der Zanden 1986;NA
Megachilidae;Hoplitis;benoisti;NA;(Alfken, 1935);NA
Megachilidae;Hoplitis;bisulca;NA;(Gerstäcker, 1869);NA
Megachilidae;Hoplitis;brachypogon;NA;(Pérez, 1879);NA
Megachilidae;Hoplitis;cadiza;NA;(Warncke, 1991);NA
Megachilidae;Hoplitis;campanularis;NA;(Morawitz, 1877);NA
Megachilidae;Hoplitis;claviventris;NA;(Thomson, 1872);NA
Megachilidae;Hoplitis;crenulata;NA;(Morawitz, 1871);NA
Megachilidae;Hoplitis;cristatula;NA;(van der Zanden, 1990);NA
Megachilidae;Hoplitis;curtula;NA;(Pérez, 1895);NA
Megachilidae;Hoplitis;curvipes;NA;(Morawitz, 1871);NA
Megachilidae;Hoplitis;dalmatica;NA;(Morawitz, 1871);NA
Megachilidae;Hoplitis;fertoni;NA;(Pérez, 1890);NA
Megachilidae;Hoplitis;grumi;NA;(Morawitz, 1894);NA
Megachilidae;Hoplitis;hilbera;NA;Müller, 2012;NA
Megachilidae;Hoplitis;insularis;NA;(Schmiedeknecht, 1885);NA
Megachilidae;Hoplitis;jakovlevi;NA;Radoszkowski, 1874;NA
Megachilidae;Hoplitis;lepeletieri;NA;(Pérez, 1879);NA
Megachilidae;Hoplitis;leucomelana;NA;(Kirby, 1802);NA
Megachilidae;Hoplitis;lithodorae;NA;Müller, 2012;NA
Megachilidae;Hoplitis;loti;NA;(Morawitz, 1868);NA
Megachilidae;Hoplitis;manuelae;NA;Müller, 2012;NA
Megachilidae;Hoplitis;marchali;NA;(Pérez, 1902);NA
Megachilidae;Hoplitis;mitis;NA;(Nylander, 1852);NA
Megachilidae;Hoplitis;mocsaryi;NA;(Friese, 1895);NA
Megachilidae;Hoplitis;mucidoides;NA;van der Zanden, 1990;NA
Megachilidae;Hoplitis;occidentalis;NA;Müller, 2012;NA
Megachilidae;Hoplitis;ochraceicornis;NA;(Ferton, 1902);NA
Megachilidae;Hoplitis;papaveris;NA;(Latreille, 1799);NA
Megachilidae;Hoplitis;peniculifera;NA;Müller, 2012;NA
Megachilidae;Hoplitis;perezi;NA;(Ferton, 1895);NA
Megachilidae;Hoplitis;praestans;NA;(Morawitz, 1893);NA
Megachilidae;Hoplitis;pulchella;NA;(Pérez, 1895);NA
Megachilidae;Hoplitis;quinquespinosa;NA;(Friese, 1899);NA
Megachilidae;Hoplitis;ravouxi;NA;(Pérez, 1902);NA
Megachilidae;Hoplitis;saundersi;NA;(Vachal, 1891);NA
Megachilidae;Hoplitis;stecki;NA;(Frey-Gessner, 1908);former subspecies of H. mitis, elevated to full species status
Megachilidae;Hoplitis;tkalcuella;NA;Le Goff, 2003;NA
Megachilidae;Hoplitis;tridentata;NA;(Dufour & Perris, 1840);NA
Megachilidae;Hoplitis;villosa;NA;(Schenck, 1853);NA
Megachilidae;Hoplitis;zaianorum;NA;(Benoist, 1927);NA
Megachilidae;Icteranthidium;ferrugineum;NA;(Fabricius, 1787);NA
Megachilidae;Icteranthidium;grohmanni;NA;(Spinola, 1838);NA
Megachilidae;Icteranthidium;laterale;NA;(Latreille, 1809);NA
Megachilidae;Lithurgus;chrysurus;NA;Fonscolombe, 1834;NA
Megachilidae;Lithurgus;cornutus;NA;(Fabricius, 1787);NA
Megachilidae;Lithurgus;tibialis;NA;Morawitz, 1875;NA
Megachilidae;Megachile;albisecta;NA;(Klug, 1817);NA
Megachilidae;Megachile;albonotata;NA;(Radoszkowski, 1886);NA
Megachilidae;Megachile;alpicola;NA;Alfken, 1924;NA
Megachilidae;Megachile;analis;NA;Nylander, 1852;NA
Megachilidae;Megachile;apicalis;NA;Spinola, 1808;NA
Megachilidae;Megachile;centuncularis;NA;(Linnaeus, 1758);NA
Megachilidae;Megachile;circumcincta;NA;(Kirby, 1802);NA
Megachilidae;Megachile;deceptoria;NA;Pérez, 1890;NA
Megachilidae;Megachile;ericetorum;NA;(Lepeletier, 1841);NA
Megachilidae;Megachile;fertoni;NA;Pérez, 1895;NA
Megachilidae;Megachile;genalis;NA;Morawitz, 1880;NA
Megachilidae;Megachile;giraudi;NA;Gerstäcker, 1869;NA
Megachilidae;Megachile;lagopoda;NA;(Linnaeus, 1761);NA
Megachilidae;Megachile;leachella;NA;Curtis, 1828;This is probably the taxon listed by Ortiz-Sanchez as dorsalis
Megachilidae;Megachile;lefebvrei;NA;(Lepeletier, 1841);NA
Megachilidae;Megachile;leucomalla;NA;Gerstäcker, 1869;NA
Megachilidae;Megachile;ligniseca;NA;(Kirby, 1802);NA
Megachilidae;Megachile;marginata;NA;Smith, 1853;valid name for M. picicornis
Megachilidae;Megachile;maritima;NA;(Kirby, 1802);NA
Megachilidae;Megachile;melanogaster;NA;Eversmann, 1852;NA
Megachilidae;Megachile;melanopyga;NA;Costa, 1863;NA
Megachilidae;Megachile;nigriventris;NA;Schenck, 1870;NA
Megachilidae;Megachile;octosignata;NA;Nylander, 1852;NA
Megachilidae;Megachile;opacifrons;NA;Pérez, 1897;NA
Megachilidae;Megachile;parietina;NA;(Geoffroy in Fourcroy, 1785);ssp baetica, probably just a colour form and not a valid species
Megachilidae;Megachile;pilicrus;NA;Morawitz, 1879;NA
Megachilidae;Megachile;pilidens;NA;Alfken, 1924;NA
Megachilidae;Megachile;pusilla;NA;Pérez 1884;this is the species listed as M. concinna by Ortiz-Sanchez
Megachilidae;Megachile;pyrenaea;NA;Pérez, 1890;NA
Megachilidae;Megachile;pyrenaica;NA;(Lepeletier, 1841);NA
Megachilidae;Megachile;rotundata;NA;(Fabricius, 1787);gothalauniensis is probably a synonym, listed by Ortiz-Sanchez
Megachilidae;Megachile;rufitarsis;NA;(Lepeletier, 1841);NA
Megachilidae;Megachile;sicula;NA;(Rossi, 1792);NA
Megachilidae;Megachile;thevestensis;NA;Ferton, 1909;NA
Megachilidae;Megachile;versicolor;NA;Smith, 1844;NA
Megachilidae;Megachile;willughbiella;NA;(Kirby, 1802);NA
Megachilidae;Osmia;alticola;NA;Benoist, 1922;NA
Megachilidae;Osmia;anceyi;NA;Pérez, 1879;O. bidentata is not in Iberia, see Muller 2018
Megachilidae;Osmia;andrenoides;NA;Spinola, 1808;NA
Megachilidae;Osmia;argyropyga;NA;Pérez, 1879;NA
Megachilidae;Osmia;aurulenta;NA;(Panzer, 1799);same taxon as O. tunensis listed by Ortiz-Sanchez
Megachilidae;Osmia;balearica;NA;Schmiedeknecht, 1885;NA
Megachilidae;Osmia;bicolor;NA;(Schrank, 1781);NA
Megachilidae;Osmia;bicornis;NA;(Linnaeus, 1758);NA
Megachilidae;Osmia;brevicornis;NA;(Fabricius, 1798);NA
Megachilidae;Osmia;caerulescens;NA;(Linnaeus, 1758);NA
Megachilidae;Osmia;cephalotes;NA;Morawitz, 1870;NA
Megachilidae;Osmia;clypearis;NA;Morawitz, 1871;NA
Megachilidae;Osmia;corniculata;NA;(van der Zanden, 1989);NA
Megachilidae;Osmia;cornuta;NA;(Latreille, 1805);NA
Megachilidae;Osmia;cyanoxantha;NA;Pérez, 1879;NA
Megachilidae;Osmia;dimidiata;NA;Morawitz, 1870;NA
Megachilidae;Osmia;dusmeti;NA;van der Zanden, 1998;NA
Megachilidae;Osmia;emarginata;NA;Lepeletier, 1841;NA
Megachilidae;Osmia;fallax;NA;Pérez, 1895;NA
Megachilidae;Osmia;ferruginea;NA;Latreille, 1811;NA
Megachilidae;Osmia;frieseana;NA;Ducke, 1899;NA
Megachilidae;Osmia;gallarum;NA;Spinola, 1808;NA
Megachilidae;Osmia;heteracantha;NA;Pérez, 1895;NA
Megachilidae;Osmia;iberica;NA;van der Zanden, 1987;NA
Megachilidae;Osmia;inermis;NA;(Zetterstedt, 1838);NA
Megachilidae;Osmia;labialis;NA;Pérez, 1879;NA
Megachilidae;Osmia;latreillei;iberoafricana;Peters, 1975;NA
Megachilidae;Osmia;leaiana;NA;(Kirby, 1802);NA
Megachilidae;Osmia;ligurica;NA;Morawitz, 1868;NA
Megachilidae;Osmia;lobata;NA;Friese, 1899;NA
Megachilidae;Osmia;lunata;NA;Benoist, 1928;NA
Megachilidae;Osmia;melanogaster;NA;Spinola, 1808;NA
Megachilidae;Osmia;nasoproducta;NA;Ferton, 1910;NA
Megachilidae;Osmia;nasuta;NA;Friese, 1899;NA
Megachilidae;Osmia;niveata;NA;(Fabricius, 1804);NA
Megachilidae;Osmia;niveocincta;NA;Pérez, 1879;NA
Megachilidae;Osmia;notata;NA;(Fabricius, 1804);NA
Megachilidae;Osmia;parietina;NA;Curtis, 1828;NA
Megachilidae;Osmia;pinguis;NA;Pérez, 1895;NA
Megachilidae;Osmia;rufohirta;NA;Latreille, 1811;NA
Megachilidae;Osmia;rutila;NA;Erichson, 1835;NA
Megachilidae;Osmia;saxicola;NA;saxicola Ducke, 1899;NA
Megachilidae;Osmia;scutellaris;NA;Morawitz, 1868;NA
Megachilidae;Osmia;signata;NA;Erichson, 1835;NA
Megachilidae;Osmia;spinulosa;NA;(Kirby, 1802);NA
Megachilidae;Osmia;submicans;NA;Morawitz, 1870;NA
Megachilidae;Osmia;tergestensis;NA;Ducke, 1897;NA
Megachilidae;Osmia;tricornis;NA;Latreille, 1811;NA
Megachilidae;Osmia;uncicornis;NA;Pérez, 1895;NA
Megachilidae;Osmia;versicolor;NA;Latreille, 1811;NA
Megachilidae;Osmia;viridana;NA;Morawitz, 1874;NA
Megachilidae;Osmia;xanthomelana;NA;(Kirby, 1802);NA
Megachilidae;Protosmia;asensioi;NA;Griswold & Parker, 1987;NA
Megachilidae;Protosmia;capitata;NA;(Schletterer, 1889);NA
Megachilidae;Protosmia;exenterata;NA;(Pérez, 1894);NA
Megachilidae;Protosmia;glutinosa;NA;(Giraud, 1871);NA
Megachilidae;Protosmia;humeralis;NA;(Pérez, 1895);NA
Megachilidae;Protosmia;lusitanica;NA;Le Goff and Goncalves, 2017;NA
Megachilidae;Protosmia;minutula;NA;(Pérez, 1896);NA
Megachilidae;Protosmia;stigmatica;NA;(Pérez, 1895);NA
Megachilidae;Pseudoanthidium;eximium;NA;(Giraud, 1863);NA
Megachilidae;Pseudoanthidium;melanurum;NA;(Klug, 1832);NA
Megachilidae;Pseudoanthidium;nanum;aggregate;Mocsary, 1879;Complex under revision, listed as lituratum by Ortiz-Sanchez
Megachilidae;Pseudoanthidium;reticulatum;NA;(Mocsáry, 1884);NA
Megachilidae;Pseudoanthidium;scapulare;NA;(Latreille, 1809);NA
Megachilidae;Rhodanthidium;caturigense;NA;(Giraud, 1863);NA
Megachilidae;Rhodanthidium;infuscatum;NA;(Erichson, 1835);NA
Megachilidae;Rhodanthidium;septemdentatum;NA;(Latreille, 1809);NA
Megachilidae;Rhodanthidium;siculum;NA;(Spinola, 1838);NA
Megachilidae;Rhodanthidium;sticticum;NA;(Fabricius, 1787);NA
Megachilidae;Stelis;annulata;NA;(Lepeletier, 1841);NA
Megachilidae;Stelis;breviuscula;NA;Nylander, 1848;NA
Megachilidae;Stelis;hispanica;NA;Dusmet, 1921;NA
Megachilidae;Stelis;minuta;NA;Lepeletier & Serville, 1825;NA
Megachilidae;Stelis;nasuta;NA;(Latreille, 1809);NA
Megachilidae;Stelis;odontopyga;NA;Noskiewicz, 1926;NA
Megachilidae;Stelis;ornatula;NA;(Klug, 1808);NA
Megachilidae;Stelis;ortizi;NA;Schwarz & Gusenleitner, 2010;NA
Megachilidae;Stelis;phaeoptera;NA;(Kirby, 1802);NA
Megachilidae;Stelis;punctulatissima;NA;(Kirby, 1802);NA
Megachilidae;Stelis;signata;NA;(Latreille, 1809);NA
Megachilidae;Stelis;simillima;NA;Morawitz, 1876;NA
Megachilidae;Trachusa;byssina;NA;(Panzer, 1798);NA
Megachilidae;Trachusa;interrupta;NA;(Fabricius, 1781);NA
Megachilidae;Trachusa;laeviventris;NA;(Dours, 1873);NA
Megachilidae;Trachusa;laticeps;NA;(Morawitz, 1874);NA
Melittidae;Dasypoda;albimana;NA;Pérez, 1905;NA
Melittidae;Dasypoda;argentata;NA;Panzer, 1809;NA
Melittidae;Dasypoda;cingulata;NA;Erichson, 1835;NA
Melittidae;Dasypoda;crassicornis;NA;Friese, 1896;NA
Melittidae;Dasypoda;dusmeti;NA;Quilis, 1928;NA
Melittidae;Dasypoda;hirtipes;NA;(Fabricius, 1793);NA
Melittidae;Dasypoda;iberica;NA;Warncke, 1973;NA
Melittidae;Dasypoda;michezi;NA;Radchencko, 2017;NA
Melittidae;Dasypoda;morotei;NA;Quilis, 1928;NA
Melittidae;Dasypoda;pyrotrichia;eatoni;Saunders, 1881;NA
Melittidae;Dasypoda;visnaga;NA;(Rossi, 1790);NA
Melittidae;Macropis;europaea;NA;Warncke, 1973;NA
Melittidae;Macropis;fulvipes;NA;(Fabricius, 1804);NA
Melittidae;Melitta;dimidiata;NA;Morawitz, 1876;NA
Melittidae;Melitta;haemorrhoidalis;NA;(Fabricius, 1775);NA
Melittidae;Melitta;hispanica;NA;Friese, 1900;NA
Melittidae;Melitta;iberica;NA;Warncke, 1973;NA
Melittidae;Melitta;kastiliensis;NA;Warncke, 1973;NA
Melittidae;Melitta;leporina;NA;(Panzer, 1799);NA
Melittidae;Melitta;maura;NA;(Pérez, 1895);NA
Melittidae;Melitta;murciana;NA;Warncke, 1973;NA
Melittidae;Melitta;nigricans;NA;Alfken, 1905;NA
Melittidae;Melitta;seitzi;NA;Alfken, 1927;NA
Melittidae;Melitta;tricincta;NA;Kirby, 1802;NA
