"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","subspecies"
"2823","Apis mellifera",40.916646,-8.312437,"Apidae",2019,4,14,"Rui Barreira",NA,NA,NA
"2824","Apis mellifera",39.0162,-7.975556,"Apidae",2019,4,16,"David Pereira",NA,NA,NA
"2825","Apis mellifera",39.051066,-7.822598,"Apidae",2019,4,14,"Antonio Xeira",NA,NA,NA
"2826","Apis mellifera",39.072559,-7.82683,"Apidae",2019,4,18,"David Pereira",NA,NA,NA
"2827","Xylocopa violacea",39.051066,-7.822598,"Apidae",2019,4,12,"Antonio Xeira",NA,NA,NA
"2828","Apis mellifera",39.702111,-8.289108,"Apidae",2019,4,19,"Luis Ferreira",NA,NA,NA
"2829","Apis mellifera",40.303093,-8.229669,"Apidae",2019,4,19,"Duarte Frade",NA,NA,NA
"2831","Apis mellifera",37.040596,-7.961995,"Apidae",2019,4,26,"David Claro",NA,NA,NA
"2832","Bombus terrestris",39.806953,-8.775845,"Apidae",2019,4,20,"David Claro",NA,NA,NA
"2833","Apis mellifera",37.189828,-8.043245,"Apidae",2019,4,27,"apalifevolunteer",NA,NA,NA
"2834","Apis mellifera",38.484509,-8.963997,"Apidae",2019,4,16,"Joana Bencatel",NA,NA,NA
"2835","Bombus terrestris",37.72337,-8.780727,"Apidae",2019,4,25,"Christian Rothmann",NA,NA,NA
"2836","Xylocopa violacea",38.664391,-9.165661,"Apidae",2019,4,30,"Luís Lourenço",NA,NA,NA
"2838","Bombus terrestris",38.663932,-9.168095,"Apidae",2019,4,30,"Daniel Raposo",NA,NA,NA
"2839","Apis mellifera",41.398528,-8.756234,"Apidae",2019,4,29,"Elisabete",NA,NA,NA
"2840","Bombus lucorum",37.654099,-8.801937,"Apidae",2019,4,25,"-1929727401",NA,NA,NA
"2841","Apis mellifera",37.472183,-7.471047,"Apidae",2019,4,27,"Duarte Frade",NA,NA,NA
"2843","Xylocopa cantabrita",39.942174,-8.58167,"Apidae",2019,4,20,"Hugo Gaspar",NA,NA,NA
"2844","Xylocopa violacea",39.051066,-7.822598,"Apidae",2019,4,11,"Antonio Xeira",NA,NA,NA
"2845","Apis mellifera",38.782052,-8.393998,"Apidae",2019,4,12,"Sara und Schorsch Fotografie",NA,NA,NA
"2846","Xylocopa violacea",38.782052,-8.393998,"Apidae",2019,4,11,"Sara und Schorsch Fotografie",NA,NA,NA
"2848","Apis mellifera",39.052395,-7.890533,"Apidae",2019,5,3,"David Pereira",NA,NA,NA
"2849","Apis mellifera",38.66448,-9.163077,"Apidae",2019,5,4,"Luis da Costa",NA,NA,NA
"2852","Apis mellifera",38.776177,-9.207908,"Apidae",2019,5,5,"Luis da Costa",NA,NA,NA
"2853","Apis mellifera",38.748748,-9.154366,"Apidae",2019,5,16,"Cristina Luís",NA,NA,NA
"2854","Apis mellifera",38.748805,-9.155678,"Apidae",2019,5,16,"patriciatiago",NA,NA,NA
"2855","Apis mellifera",41.233987,-8.5178,"Apidae",2019,5,22,"pedro_pereira",NA,NA,NA
"2856","Apis mellifera",41.23232,-8.5174,"Apidae",2019,5,22,"pedro_pereira",NA,NA,NA
"2857","Apis mellifera",41.23261,-8.517664,"Apidae",2019,5,22,"mbr28",NA,NA,NA
"2858","Apis mellifera",38.664703,-9.166688,"Apidae",2019,5,25,"Luis da Costa",NA,NA,NA
"2859","Bombus terrestris",38.664742,-9.166872,"Apidae",2019,5,25,"Luis da Costa",NA,NA,NA
"2860","Apis mellifera",38.663842,-9.169164,"Apidae",2019,5,25,"Luis Ferreira",NA,NA,NA
"2861","Bombus terrestris",38.570142,-8.907019,"Apidae",2019,5,25,"Cristina Luís",NA,NA,NA
"2863","Apis mellifera",37.082455,-8.908026,"Apidae",2019,5,27,"kafu",NA,NA,NA
"2864","Apis mellifera",41.2333,-8.518195,"Apidae",2019,5,22,"joaoplgnd",NA,NA,NA
"2865","Apis mellifera",37.1725,-8.4375,"Apidae",2019,5,5,"saytam",NA,NA,NA
"2866","Apis mellifera",37.1725,-8.4375,"Apidae",2019,5,5,"saytam",NA,NA,NA
"2868","Apis mellifera",41.328403,-8.733733,"Apidae",2019,5,25,"Pedro Andrade",NA,NA,NA
"2869","Xylocopa cantabrita",41.196896,-8.139813,"Apidae",2019,5,30,"Hugo Gaspar",NA,NA,NA
"2870","Apis mellifera",38.849957,-9.376941,"Apidae",2019,5,11,"jrolhas",NA,NA,NA
"2874","Xylocopa violacea",37.096325,-8.180467,"Apidae",2019,5,22,"sylvester_k",NA,NA,NA
"2875","Apis mellifera",38.747226,-9.193926,"Apidae",2019,6,3,"Carolina Calado",NA,NA,NA
"2878","Apis mellifera",41.595405,-8.304636,"Apidae",2019,6,12,"Ana Conceição",NA,NA,NA
