"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","subspecies"
"8082","Osmia caerulescens",42.13477,3.12046,"Megachilidae",1963,6,12,"Baker, Donald",NA,NA,NA
"8083","Osmia submicans",41.91976,3.20802,"Megachilidae",1963,6,16,"Baker, Donald",NA,NA,NA
"8084","Osmia submicans",42.05514,3.20036,"Megachilidae",1963,6,9,"Baker, Donald",NA,NA,NA
"8085","Osmia submicans",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8087","Coelioxys aurolimbata",42.05514,3.20036,"Megachilidae",1963,6,21,"Baker, Donald",NA,NA,NA
"8088","Megachile schmiedeknechti",42.05514,3.20036,"Megachilidae",1963,6,9,"Baker, Donald",NA,NA,NA
"8089","Megachile schmiedeknechti",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8090","Megachile schmiedeknechti",42.05514,3.20036,"Megachilidae",1963,6,15,"Baker, Donald",NA,NA,NA
"8091","Megachile schmiedeknechti",42.05514,3.20036,"Megachilidae",1963,6,15,"Baker, Donald",NA,NA,NA
"8092","Megachile schmiedeknechti",42.05514,3.20036,"Megachilidae",1963,6,19,"Baker, Donald",NA,NA,NA
"8093","Megachile dorsalis",42.04362,3.1611,"Megachilidae",1963,6,10,"Baker, Donald",NA,NA,NA
"8094","Megachile dorsalis",42.04362,3.1611,"Megachilidae",1963,6,17,"Baker, Donald","Baker, Donald","MALE",NA
"8095","Megachile dorsalis",42.04362,3.1611,"Megachilidae",1963,6,18,"Baker, Donald",NA,NA,NA
"8096","Megachile dorsalis",42.04362,3.1611,"Megachilidae",1963,6,18,"Baker, Donald",NA,NA,NA
"8097","Megachile dorsalis",42.04362,3.1611,"Megachilidae",1963,6,19,"Baker, Donald",NA,NA,NA
"8098","Megachile dorsalis",42.04362,3.1611,"Megachilidae",1963,6,20,"Baker, Donald",NA,NA,NA
"8099","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,9,"Baker, Donald","Baker, Donald","MALE",NA
"8100","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8101","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8102","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,15,"Baker, Donald",NA,NA,NA
"8103","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,15,"Baker, Donald",NA,NA,NA
"8104","Megachile apicalis",42.13497,3.11791,"Megachilidae",1963,6,20,"Baker, Donald",NA,NA,NA
"8105","Megachile apicalis",42.13497,3.11791,"Megachilidae",1963,6,20,"Baker, Donald",NA,NA,NA
"8106","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,9,"Baker, Donald",NA,NA,NA
"8107","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,9,"Baker, Donald",NA,NA,NA
"8108","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8109","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8110","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8111","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald",NA,NA,NA
"8112","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,15,"Baker, Donald",NA,NA,NA
"8113","Megachile apicalis",42.05514,3.20036,"Megachilidae",1963,6,15,"Baker, Donald",NA,NA,NA
"8114","Megachile apicalis",42.04362,3.1611,"Megachilidae",1963,6,18,"Baker, Donald",NA,NA,NA
"8115","Megachile deceptoria",42.04362,3.1611,"Megachilidae",1963,6,19,"Baker, Donald","Baker, Donald","MALE",NA
"8116","Megachile fertoni",42.05514,3.20036,"Megachilidae",1963,6,9,"Baker, Donald","Baker, Donald","MALE",NA
"8117","Megachile ericetorum",42.05514,3.20036,"Megachilidae",1963,6,11,"Baker, Donald","Baker, Donald",NA,NA
"8118","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8119","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8120","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8121","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8122","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8123","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8124","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8125","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8126","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8127","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8128","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8129","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8130","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8131","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8132","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8133","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8134","Rhodanthidium sticticum",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA,NA
"8135","Rhodanthidium sticticum",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA,NA
"8136","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8137","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8138","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,17,"Baker, D. & Baker, M.",NA,NA,NA
"8139","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8140","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8141","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8142","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8143","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8144","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8145","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8146","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8147","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8148","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8149","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8150","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8151","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8152","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8153","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8154","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8155","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8156","Rhodanthidium sticticum",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA,NA
"8157","Rhodanthidium sticticum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8158","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8159","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8160","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8161","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8162","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8163","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8164","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8165","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8166","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8167","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8168","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8169","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8170","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8171","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8172","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8173","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8174","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8175","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8176","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8177","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8178","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8179","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8180","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8181","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8182","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8183","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,17,"Baker, D. & Baker, M.",NA,NA,NA
"8184","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8185","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8186","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8187","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8188","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8189","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8190","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8191","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8192","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8193","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8194","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8195","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8196","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8197","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8198","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8199","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8200","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8201","Rhodanthidium septemdentatum",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA,NA
"8202","Rhodanthidium septemdentatum",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA,NA
"8203","Rhodanthidium septemdentatum",42.13477,3.12046,"Megachilidae",1962,6,20,"Baker, D. & Baker, M.",NA,NA,NA
"8204","Rhodanthidium septemdentatum",42.13477,3.12046,"Megachilidae",1962,6,20,"Baker, D. & Baker, M.",NA,NA,NA
"8205","Rhodanthidium septemdentatum",42.13477,3.12046,"Megachilidae",1962,6,20,"Baker, D. & Baker, M.",NA,NA,NA
"8206","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,10,"Baker, D. & Baker, M.",NA,NA,NA
"8207","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8208","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8209","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8210","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8211","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8212","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8213","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8214","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8215","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8216","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8217","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8218","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8219","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8220","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8221","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8222","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,14,"Baker, D. & Baker, M.",NA,NA,NA
"8223","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8224","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8225","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8226","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8227","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,17,"Baker, D. & Baker, M.",NA,NA,NA
"8228","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8229","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8230","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,19,"Baker, D. & Baker, M.",NA,NA,NA
"8231","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8232","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8233","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8234","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8235","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8236","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8237","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8238","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8239","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8240","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8241","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8242","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8243","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8244","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8245","Rhodanthidium septemdentatum",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA,NA
"8246","Rhodanthidium septemdentatum",41.91497,3.20151,"Megachilidae",1962,6,14,"Baker, D. & Baker, M.",NA,NA,NA
"8257","Pseudoanthidium scapulare",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8258","Anthidium manicatum",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8259","Anthidium manicatum",42.13477,3.12046,"Megachilidae",1962,6,20,"Baker, D. & Baker, M.",NA,NA,NA
"8260","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8261","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8262","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8263","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8264","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8265","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8266","Anthidium cingulatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8267","Anthidium oblongatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8268","Anthidium oblongatum",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8269","Anthidium oblongatum",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8270","Anthidium oblongatum",41.91497,3.20151,"Megachilidae",1962,6,18,"Baker, D. & Baker, M.",NA,NA,NA
"8271","Stelis signata",41.91976,3.20802,"Megachilidae",1962,6,13,"Baker, D. & Baker, M.","Baker, Donald","MALE",NA
"8272","Dioxys cincta",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.","Baker, Donald","MALE",NA
"8273","Dioxys cincta",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.","Baker, Donald","MALE",NA
"8274","Heriades crenulatus",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,"MALE",NA
"8275","Chelostoma distinctum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8276","Chelostoma distinctum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8277","Chelostoma distinctum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8278","Chelostoma distinctum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.",NA,NA,NA
"8279","Chelostoma distinctum",41.91497,3.20151,"Megachilidae",1962,6,15,"Baker, D. & Baker, M.","Baker, Donald","MALE",NA
"8280","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.","Baker, Donald","MALE",NA
"8281","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8282","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8283","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8284","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,17,"Baker, D. & Baker, M.",NA,NA,NA
"8285","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,17,"Baker, D. & Baker, M.",NA,NA,NA
"8286","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,19,"Baker, D. & Baker, M.",NA,NA,NA
"8287","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8288","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8289","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,19,"Baker, D. & Baker, M.",NA,NA,NA
"8290","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,19,"Baker, D. & Baker, M.",NA,NA,NA
"8291","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8292","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8293","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8294","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8295","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8296","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,12,"Baker, D. & Baker, M.",NA,NA,NA
"8297","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8298","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,16,"Baker, D. & Baker, M.",NA,NA,NA
"8299","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,19,"Baker, D. & Baker, M.",NA,NA,NA
"8300","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8301","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8302","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,21,"Baker, D. & Baker, M.",NA,NA,NA
"8303","Hoplitis adunca",41.91497,3.20151,"Megachilidae",1962,6,22,"Baker, D. & Baker, M.",NA,NA,NA
"8304","Hoplitis benoisti",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.","Baker, Donald","MALE",NA
"8305","Hoplitis benoisti",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
"8306","Hoplitis benoisti",41.91497,3.20151,"Megachilidae",1962,6,11,"Baker, D. & Baker, M.",NA,NA,NA
