"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..GPS;.~10km)","Year","month","day","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Notes.and.queries.(2)"
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-03","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-16","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","La Lloraza",43.528812,-5.44904,"0,1 km",2017,7,7,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-298","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-378","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-38","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-39","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-56","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","La Mata",43.375878,-6.068432,"0,1 km",2016,7,28,NA,"A.Núñez",1,0,0,0,NA,NA,"G-290","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","La Mata",43.375878,-6.068432,"0,1 km",2016,7,28,NA,"A.Núñez",1,0,0,0,NA,NA,"G-310","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Cornellana",43.405241,-6.151523,"0,1 km",2016,6,11,NA,"A.Núñez",1,0,0,0,NA,"Actinidia deliciosa","K16-29","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Grases",43.4524,-5.500788,"0,1 km",2016,6,13,NA,"A.Núñez",1,0,0,0,NA,"Actinidia deliciosa","K16-359","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Caldones",43.492067,-5.631048,"0,1 km",2016,5,30,"D.Luna","F.J.Ortiz",1,0,0,0,NA,NA,"16-1468","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","La Quemada",43.497989,-5.65385,"0,1 km",2016,6,1,"R.Martínez","F.J.Ortiz",1,0,0,0,NA,NA,"16-1555","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2016,5,23,"R.Martínez","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-1721","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauperatum",NA,"Spain","Asturias","La Quemada",43.497989,-5.65385,"0,1 km",2016,6,1,"D.Luna","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-534","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2014,5,16,"M.Miñarro","A.Núñez",1,0,0,0,NA,"Malus domestica","14-256","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2016,8,3,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC-1095B","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,5,31,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-125","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,7,6,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-271","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-31","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-32","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-33","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-354","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-364","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-392","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-440","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-441","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-446","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-449","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-451","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,7,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-455","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","La Lloraza",43.528812,-5.44904,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-490","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-528","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-531","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-546","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-557","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-581","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-602","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2017,8,14,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-611","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-621","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-633","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-648","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-655","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-656","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-657","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-659","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-661","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-672","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-673","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-674","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-675","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,8,11,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-679","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2018,6,18,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC18-11","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2018,9,17,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC18-35","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2018,6,18,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2018,6,18,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2018,6,20,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2018,6,20,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2018,7,23,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2018,9,17,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2018,9,17,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,NA,"M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover","Not pinned and no code assigned",NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2015,5,7,"C.Guardado","F.J.Ortiz",1,0,0,0,NA,"Ranunculus bulbosus","15-221","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,6,1,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-112","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2016,5,23,"R.Martínez","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-1723","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,6,1,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-175","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,6,1,"C.Guardado","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-186","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Fozana",43.371551,-5.752601,"0,1 km",2016,5,20,"R.Martínez","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-262","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Fozana",43.371551,-5.752601,"0,1 km",2016,5,19,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-266","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2016,6,7,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-292","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2016,5,23,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-557","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2013,7,3,"M.Miñarro",NA,1,0,0,0,NA,"Actinidia deliciosa","14-113","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2014,4,24,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-181","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2014,4,24,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-184","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Priesca",43.485051,-5.360553,"0,1 km",2014,4,24,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-190","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,5,8,"M.Miñarro",NA,1,0,0,0,NA,"Hypochaeris radicata","14-220","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,5,8,"M.Miñarro",NA,1,0,0,0,NA,"Hypochaeris radicata","14-226","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-230","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-232","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-236","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-239","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-240","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,16,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-246","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,16,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-247","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2014,5,16,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-257","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.475645,-5.440899,"0,1 km",2014,5,16,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-266","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2014,5,16,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-269","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2014,5,15,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-280","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2014,5,14,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-311","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Vegadali",43.36571,-5.492474,"0,1 km",2014,5,15,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-353","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,5,27,"M.Miñarro",NA,1,0,0,0,NA,"Hypochaeris radicata","14-372","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,5,27,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-374","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2014,5,27,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-384","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,6,2,"M.Miñarro",NA,1,0,0,0,NA,"Malus domestica","14-433","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,6,3,"M.Miñarro",NA,1,0,0,0,NA,"Crepis sp.","14-441","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2014,6,3,"M.Miñarro",NA,1,0,0,0,NA,"Hypochaeris radicata","14-443","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaescusa",43.470536,-5.331098,"0,1 km",2014,6,2,"M.Miñarro",NA,1,0,0,0,NA,NA,"14-472","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2014,6,11,"M.Miñarro",NA,1,0,0,0,NA,"Bellis perennis","14-516","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.473858,-5.442292,"0,1 km",2014,6,13,"M.Miñarro",NA,1,0,0,0,NA,"Ranunculus sp.","14-546","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,"0,1 km",2014,6,16,"M.Miñarro",NA,1,0,0,0,NA,"Bellis perennis","14-563","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","pauxillum",NA,"Spain","Asturias","Tiñana",43.3637,-5.763696,"0,1 km",2015,4,30,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","15-018","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
