Published by;Author;Reference.doi;Local_id;Family;Genus;Species;Subspecies;Sex;Individuals;collector;taxonomist;m_plant_genus;m_plant_species;Other plants;Day;Month;Year;Start.date;End.date;Altitude (m);UTM;Latitude;Longitude;Coordinate.precision;Location;Province;Country;Notes;editor
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Lasioglossum;Lasioglossum sp.;;;;J. Herrera;Asensio, E.;Asparagus;Asparagus aphyllus;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Lasioglossum;Lasioglossum sp.;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Lasioglossum;Lasioglossum sp.;;;;J. Herrera;Asensio, E.;Stauracanthus;Stauracanthus genistoides;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus quadricinctus;;;;J. Herrera;Asensio, E.;Lavandula;Lavandula stoechas;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus quadricinctus;;;;J. Herrera;Asensio, E.;Cistus;Cistus salvifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus quadricinctus;;;;J. Herrera;Asensio, E.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus quadricinctus;;;;J. Herrera;Asensio, E.;Helichrysum;Helichrysum picardii;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus quadricinctus;;;;J. Herrera;Asensio, E.;Halimium;Halimium halimifolium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus quadricinctus;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus fulvipes;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus gemmeus;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus scabiosae;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Halictus;Halictus seladonia-smaragdulus;;;;J. Herrera;Asensio, E.;Asparagus;Asparagus aphyllus;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Sphecodes;Sphecodes hirtellus;;;;J. Herrera;Asensio, E.;Osyris;Osyris quadripartita;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Halictidae;Sphecodes;Sphecodes pellucidus;;;;J. Herrera;Asensio, E.;Cistus;Cistus salvifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Anthidiellum;Anthidiellum strigatum;;;;J. Herrera;Asensio, E.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Anthidiellum;Anthidiellum strigatum;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Stelis;Stelis signata;;;;J. Herrera;Asensio, E.;Armeria;Armeria velutina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Stelis;Stelis signata;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile maritima;;;;J. Herrera;Asensio, E.;Rubus;Rubus ulmifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile maritima;;;;J. Herrera;Asensio, E.;Lonicera;Lonicera periclymenum;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile maritima;;;;J. Herrera;Asensio, E.;Erica;Erica ciliaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile leachella;;;;J. Herrera;Asensio, E.;Myrtus;Myrtus communis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile pilidens;;;;J. Herrera;Asensio, E.;Myrtus;Myrtus communis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile pilidens;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Megachile;Megachile pilidens;;;;J. Herrera;Asensio, E.;Erica;Erica ciliaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Heriades;Heriades crenulatus;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Megachilidae;Osmia;Osmia sp.;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Melittidae;Dasypoda;Dasypoda cingulata;;;;J. Herrera;Asensio, E.;Armeria;Armeria velutina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Melittidae;Dasypoda;Dasypoda cingulata;;;;J. Herrera;Asensio, E.;Rubus;Rubus ulmifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Melittidae;Dasypoda;Dasypoda cingulata;;;;J. Herrera;Asensio, E.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Melittidae;Dasypoda;Dasypoda cingulata;;;;J. Herrera;Asensio, E.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;Melittidae;Dasypoda;Dasypoda iberica;;;;J. Herrera;Asensio, E.;Cistus;Cistus libanotis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Eumenes;Eumenes dubius;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Odynerus;Odynerus sp.;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Camponotus;Camponotus lateralis;;;;J. Herrera;Espadaler, X.;Cistus;Cistus salvifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Camponotus;Camponotus lateralis;;;;J. Herrera;Espadaler, X.;Chamaerops;Chamaerops humilis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Camponotus;Camponotus sicheli;;;;J. Herrera;Espadaler, X.;Osyris;Osyris quadripartita;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Cataglyphis;Cataglyphis viatica;;;;J. Herrera;Espadaler, X.;Asparagus;Asparagus aphyllus;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Crematogaster;Crematogaster auberti;;;;J. Herrera;Espadaler, X.;Armeria;Armeria velutina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Chamaerops;Chamaerops humilis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Cistus;Cistus libanotis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Helichrysum;Helichrysum picardii;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Armeria;Armeria velutina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Smilax;Smilax aspera;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Rubus;Rubus ulmifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lasius;Lasius niger;;;;J. Herrera;Espadaler, X.;Asparagus;Asparagus aphyllus;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Tapinoma;Tapinoma erraticum;;;;J. Herrera;Espadaler, X.;Chamaerops;Chamaerops humilis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Tapinoma;Tapinoma sp.;;;;J. Herrera;Espadaler, X.;Armeria;Armeria velutina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Elis;Elis villosa;;;;J. Herrera;Gayubo, S. F.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Elis;Elis villosa;;;;J. Herrera;Gayubo, S. F.;Helichrysum;Helichrysum picardii;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Elis;Elis villosa;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Ammophila;Ammophila heydeni;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Bembix;Bembix flavescens;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Bembix;Bembix olivacea;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Cerceris;Cerceris arenaria;;;;J. Herrera;Gayubo, S. F.;Smilax;Smilax aspera;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Cerceris;Cerceris arenaria;;;;J. Herrera;Gayubo, S. F.;Calluna;Calluna vulgaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Cerceris;Cerceris rybiensis;;;;J. Herrera;Gayubo, S. F.;Osyris;Osyris quadripartita;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Cerceris;Cerceris rybiensis;;;;J. Herrera;Gayubo, S. F.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Diodontus;Diodontus insidiosus;;;;J. Herrera;Gayubo, S. F.;Cistus;Cistus salvifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Gorytes;Gorytes sp.;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lindenius;Lindenius luteiventris;;;;J. Herrera;Gayubo, S. F.;Cistus;Cistus libanotis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lindenius;Lindenius luteiventris;;;;J. Herrera;Gayubo, S. F.;Helichrysum;Helichrysum picardii;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Mellinus;Mellinus arvensis;;;;J. Herrera;Gayubo, S. F.;Calluna;Calluna vulgaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Philanthus;Philanthus triangulum;;;;J. Herrera;Gayubo, S. F.;Osyris;Osyris quadripartita;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Philanthus;Philanthus venustus;;;;J. Herrera;Gayubo, S. F.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Podalonia;Podalonia tydei;;;;J. Herrera;Gayubo, S. F.;Rosmarinus;Rosmarinus officinalis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;subsp. senilis. Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Pryonix;Pryonix kirbii;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Meria;Meria tripunctata;;;;J. Herrera;Gayubo, S. F.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Meria;Meria tripunctata;;;;J. Herrera;Gayubo, S. F.;Helichrysum;Helichrysum picardii;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Meria;Meria tripunctata;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Meria;Meria sp.;;;;J. Herrera;Gayubo, S. F.;Osyris;Osyris quadripartita;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Meria;Meria sp.;;;;J. Herrera;Gayubo, S. F.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Meria;Meria sp.;;;;J. Herrera;Gayubo, S. F.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Tiphia;Tiphia morio;;;;J. Herrera;Gayubo, S. F.;Cistus;Cistus libanotis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Tiphia;Tiphia morio;;;;J. Herrera;Gayubo, S. F.;Osyris;Osyris quadripartita;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Aricia;Aricia cramera;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Aricia;Aricia cramera;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Calluna;Calluna vulgaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Laeosopis;Laeosopis roboris;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Rubus;Rubus ulmifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lampides;Lampides baeticus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Lycaena;Lycaena phlaeas;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Rosmarinus;Rosmarinus officinalis;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Plebejus;Plebejus argus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Rubus;Rubus ulmifolius;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Plebejus;Plebejus argus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Thymus;Thymus mastichina;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Plebejus;Plebejus argus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Helichrysum;Helichrysum picardii;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Polyommatus;Polyommatus icarus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Lavandula;Lavandula stoechas;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Polyommatus;Polyommatus icarus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Syntarucus;Syntarucus pirithous;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Syntarucus;Syntarucus pirithous;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Erica;Erica ciliaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Syntarucus;Syntarucus pirithous;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Asparagus;Asparagus aphyllus;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Syntarucus;Syntarucus pirithous;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Calluna;Calluna vulgaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Syntarucus;Syntarucus pirithous;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Smilax;Smilax aspera;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Gegenes;Gegenes sp.;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Gegenes;Gegenes sp.;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Erica;Erica ciliaris;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
Journal of Ecology (1988), 76, 274-287;Herrera, J.;;;;Colias;Colias croceus;;;;J. Herrera;Herrera, C. M., Amat, C. M.;Daphne;Daphne gnidium;;NA;NA;1983;NA;NA;;;36.9625755;-6.42035071;;Doñana National Park;Huelva;Spain;Year from 1982-1984;Blake
