"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Authors.to.give.credit","Authors.to.give.credit","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Lasioglossum","malachurum  ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Verbascum sinuatum","SB-3257","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","callizonium ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3264","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","punctatissimum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"D. Alomar","D. Baldock",0,1,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3289","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Anthidium","cingulatum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3302","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3309","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3310","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3311","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3312","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,6,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Verbascum sinuatum","SB-3357","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena","ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Lotus corniculatus","SB-3066","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena","morio ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3074","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena"," morio ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3075","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena"," morio ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Convolvulus althaeoides","SB-3075","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","cucurbitina ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Rubus ulmifolius","SB-3108","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3123","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3125","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Nomada","sheppardana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","J. Smit",0,1,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3501","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13424","Rubus ulmifolius","SB-3155","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","variegatus ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3177","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","clypearis ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3187","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceylalictus","variegatus ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Rubus ulmifolius","SB-3217","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Halictus"," fulvipes ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","D. Baldock",0,1,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3222","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Halictus","scabiosae ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3231","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Halictus","scabiosae ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","D. Baldock",1,0,0,0,"10.1111/1365-2745.13424","Verbascum sinuatum ","SB-3235","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Halictus","scabiosae ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","D. Baldock",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3236","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","villosulum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Sonchus","SB-3506","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","malachurum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3259","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","callizonium ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3274","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","minutissimum",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Convolvulus arvensis","SB-3299","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","limbellum ","ventrale ","Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","A. Pauly",0,1,0,0,"10.1111/1365-2745.13424","Cichorium intybus","SB-3281","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Lasioglossum","villosulum ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Cichorium intybus","SB-3509","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3313","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3314","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3315","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3316","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Potentilla reptans","SB-3317","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Sonchus","SB-3318","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3319","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3320","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Sonchus","SB-3321","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3322","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3331","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3332","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Heriades","rubicola ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Helichrysum stoechas","SB-3333","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Rubus ulmifolius","SB-3360","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Lotus corniculatus","SB-3361","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Rubus ulmifolius","SB-3362","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Potentilla reptans","SB-3363","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Lotus corniculatus","SB-3363","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Hypericum perforatum","SB-3364","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Verbascum sinuatum","SB-3365","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Lotus corniculatus","SB-3366","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Verbascum sinuatum","SB-3367","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Hypericum perforatum","SB-3368","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Verbascum sinuatum","SB-3369","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hoplitis","leucomelana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,12,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3374","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena","ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3065","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena","ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Lotus corniculatus","SB-3072","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Andrena","ovatula ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3073","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3126","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3127","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Scabiosa atropurpurea","SB-3128","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Ceratina","dallatorreana ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"A. Lázaro","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Teucrium capitatum","SB-3129","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","pictus",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"M. A. González-Estévez (M. A. G. Estvz)","M. A. González-Estévez (M. A. G. Estvz)",0,0,0,1,"10.1111/1365-2745.13424","Hypericum perforatum","SB-3171","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","annularis ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3176","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","variegatus ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",1,0,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3179","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
"Hylaeus","signatus ",NA,"Spain","Balearic Islands","Son Bosc",39.773202,3.129261,NA,2017,6,19,NA,NA,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)",0,1,0,0,"10.1111/1365-2745.13424","Daucus carota","SB-3180","Amparo Lázaro","Miguel A. González-Estévez","David Alomar","Anna Traveset",NA,NA
